example_id,query_idx,query_type,doc_idx,n_docs,doc_position,doc_len,attention_mass,attention_mass_ratio,attention_density
0,23,unrelated,3,10,0.3333333333333333,98,0.05836905166506767,0.05836905166506767,0.0005956025680108946
0,23,unrelated,4,10,0.4444444444444444,52,0.030508631840348244,0.030508631840348244,0.0005867044584682354
0,23,unrelated,5,10,0.5555555555555556,214,0.12444493174552917,0.12444493174552917,0.0005815183726426597
0,23,unrelated,6,10,0.6666666666666666,121,0.08743080496788025,0.08743080496788025,0.0007225686360981839
0,23,unrelated,7,10,0.7777777777777778,301,0.2203955054283142,0.2203955054283142,0.000732210981489416
0,23,unrelated,8,10,0.8888888888888888,84,0.11244511604309082,0.11244511604309082,0.0013386323338463193
0,23,unrelated,9,10,1.0,83,0.25573647022247314,0.25573647022247314,0.003081162291837026
0,24,unrelated,0,10,0.0,50,0.031208304688334465,0.03120830654849449,0.0006241660937666893
0,24,unrelated,1,10,0.1111111111111111,92,0.0371568463742733,0.03715684858899406,0.00040387876493775326
0,24,unrelated,2,10,0.2222222222222222,76,0.04121720418334007,0.04121720664007703,0.0005423316339913168
0,24,unrelated,3,10,0.3333333333333333,98,0.05639282241463661,0.05639282577591096,0.0005754369634146593
0,24,unrelated,4,10,0.4444444444444444,52,0.031118812039494514,0.031118813894320363,0.0005984386930672022
0,24,unrelated,5,10,0.5555555555555556,214,0.12141819298267365,0.12141820021976234,0.0005673747335638955
0,24,unrelated,6,10,0.6666666666666666,121,0.08509960025548935,0.0850996053278211,0.0007033024814503252
0,24,unrelated,7,10,0.7777777777777778,301,0.22161805629730225,0.22161806950676854,0.0007362726122833961
0,24,unrelated,8,10,0.8888888888888888,84,0.1106192022562027,0.11061920884962134,0.001316895264954794
0,24,unrelated,9,10,1.0,83,0.2641509175300598,0.26415093327468236,0.0031825411750609615
0,25,unrelated,0,10,0.0,50,0.030065229162573814,0.030065229162573814,0.0006013045832514763
0,25,unrelated,1,10,0.1111111111111111,92,0.037537917494773865,0.037537917494773865,0.0004080208423344985
0,25,unrelated,2,10,0.2222222222222222,76,0.04141727089881897,0.04141727089881897,0.0005449640907739338
0,25,unrelated,3,10,0.3333333333333333,98,0.057957492768764496,0.057957492768764496,0.0005914029874363725
0,25,unrelated,4,10,0.4444444444444444,52,0.029655281454324722,0.029655281454324722,0.0005702938741216293
0,25,unrelated,5,10,0.5555555555555556,214,0.12501928210258484,0.12501928210258484,0.000584202252815817
