selector,rate,example_id,sub_question_id,context_len,system_len,doc_len,query_len,selected_tokens,query_system,query_system_last_layer,query_selected_doc,query_selected_doc_last_layer,query_unselected_doc,query_unselected_doc_last_layer,query_query_or_current,query_query_or_current_last_layer,query_doc_total,query_doc_total_last_layer,query_system_first16,query_system_first16_last_layer,query_main_sum,decode_system,decode_system_last_layer,decode_selected_doc,decode_selected_doc_last_layer,decode_unselected_doc,decode_unselected_doc_last_layer,decode_query_or_current,decode_query_or_current_last_layer,decode_doc_total,decode_doc_total_last_layer,decode_system_first16,decode_system_first16_last_layer,decode_main_sum
random,0.8,21,1,2910,792,2118,16,1694,0.4213394127330002,0.10323779923575264,0.26800485533110946,0.27078747749328613,0.04546242701459904,0.06821696247373309,0.2651932975467371,0.5577577522822789,0.3134672812053135,0.3390044484819685,0.29008103337385976,0.05354980060032436,0.9999999926254457,0.32092990836470703,0.0016403208885874068,0.2818086268950482,0.25373731340680805,0.05254664671208177,0.030690670013427734,0.3447148130864513,0.7139316967555455,0.33435527341706417,0.28442796639033724,0.2554095477044957,4.8356092260551776e-06,0.9999999950582883
random,0.8,24,0,2348,792,1556,21,1244,0.4377392350874327,0.095981688726516,0.25314335364294466,0.2056815867521325,0.044100831241950585,0.05971741189762038,0.26501658891913266,0.6386193515492135,0.2972441896636933,0.26539899864975286,0.3054413613297617,0.050256735613556945,1.0000000088914607,0.3621674164825556,0.09955743380955287,0.22609202046783602,0.26511590821402414,0.06138969579597518,0.06803711823054723,0.35035087928480035,0.5672895227159772,0.28748171122706667,0.33315300941467285,0.27501023037606204,0.05799868277141026,1.0000000120311672
random,0.8,24,1,2789,792,1997,20,1597,0.4383702793899848,0.0997581890651158,0.25621877154525446,0.3221586499895368,0.03654207657186352,0.0533851146697998,0.26886887063785475,0.5246980394635882,0.29276085094529763,0.37554375784737726,0.30061616112991246,0.048183747700282505,0.9999999981449574,0.3369296518515567,0.10603535175323486,0.25279844202557394,0.31375469480242046,0.03666870143948769,0.06649450744901385,0.37360319799306446,0.5137154034205845,0.2894671385993763,0.3802491937364851,0.2679666731107448,0.07420081751687187,0.9999999933096828
random,0.8,25,0,1581,792,789,21,631,0.45606959456952606,0.08534267970493861,0.22514491850479468,0.2506274528243915,0.03791901779128465,0.056441819586721405,0.28086646467418325,0.6075880608591092,0.2630639372808013,0.30706927241111287,0.3024159320589404,0.04001640462550987,0.9999999955397887,0.4004699083007113,0.14694108281816756,0.1763634109983639,0.22688838413783483,0.0573502527359797,0.15823728697640554,0.3658164246958129,0.46793324606759207,0.23371366426652793,0.3851257051740374,0.2856214464718133,0.028707657541547502,0.9999999967308677
random,0.8,25,1,1919,792,1127,20,901,0.44251581430435183,0.1076779978615897,0.2309423254460705,0.21362781524658203,0.03650426000964884,0.056176485334123887,0.2900375974421599,0.6225176674979074,0.2674465894699097,0.2698043278285435,0.2980135864977326,0.04179269926888602,0.9999999972022311,0.38342285065018394,0.13264057465962,0.20419738973890036,0.41410670961652485,0.04190361993957538,0.09208554029464722,0.37047614065968265,0.3611671243395124,0.24610101355581865,0.5061922754560199,0.2786553379395331,0.006425663296665464,1.0000000009883423
random,0.8,26,0,2326,792,1534,21,1227,0.42726953662171646,0.11555330445166348,0.2542901168875143,0.29614387564107675,0.03487848421690879,0.05738587930899899,0.28356186386679305,0.5309169535734215,0.2891685992797911,0.3535297679252365,0.2877189726202202,0.0441275810708805,1.0000000015929325,0.3431171923875809,0.08926570415496826,0.25128791466051215,0.4625396728515625,0.028641795530459098,0.04029706971985953,0.3769530909402029,0.40789757456098286,0.27992971575990017,0.5028367723737445,0.2603410995014164,0.031490406819752285,0.9999999935187551
random,0.8,27,0,2129,792,1337,21,1069,0.44173373981397984,0.10461467301764456,0.2554776119421244,0.2657390257128242,0.031036199297687167,0.04282804735663797,0.27175244807733623,0.5868182539128933,0.2865138095599917,0.3085670730694622,0.3003706840981084,0.037694827228987295,0.9999999991311277,0.35375529892590574,0.27590623923710417,0.26927332914605434,0.32211085728236605,0.04331402970972109,0.04916191952569144,0.3336573449932799,0.3528210094996861,0.3125873606423943,0.37127276829310824,0.2668526511905449,0.13194130148206437,1.0000000027749611
random,0.8,27,1,2236,792,1444,18,1155,0.44611799122254603,0.12989430200485957,0.2543258729164833,0.27486658853197854,0.0354751266724939,0.04931770430670844,0.264081012499846,0.545921386234344,0.2898009969533976,0.3241842966231089,0.29700529551695265,0.059292153706626285,1.0000000033113692,0.3246255018273178,0.4153691700526646,0.26074167112914876,0.13906710488455637,0.021134386409302153,0.0036296966884817395,0.3934984395698625,0.4419340065547398,0.28187605738639837,0.14269680636269705,0.2567183635653738,0.35604510988507954,0.9999999989356313
random,0.8,32,0,2231,792,1439,22,1151,0.4138303501928892,0.11459174713531098,0.251642487265847,0.2338514451856737,0.0395590088750082,0.05412428719656808,0.29496814943642696,0.5974325204824472,0.29120149506266346,0.28797570761148034,0.28156790132452914,0.07199380304906275,0.9999999957701713,0.30603389137861686,0.18776815278189524,0.21668840154093139,0.2761477402278355,0.05592577904462814,0.058104566165379117,0.4213519400479841,0.47797952379499165,0.2726141862115081,0.33425228936331614,0.233475372409068,0.18664308956691197,1.0000000120121606
random,0.8,32,1,2514,792,1722,24,1377,0.41116720275814034,0.10343836602710542,0.2513839578141971,0.25134672437395367,0.035633137310240544,0.05164438769930885,0.3018157036126065,0.5935705275762648,0.287017095656622,0.3029911404564267,0.27686107780176156,0.04160185087294806,1.0000000014951844,0.34414935811441766,0.07471670423235212,0.2240069116256675,0.31086799076625277,0.04321635096352927,0.07314411231449672,0.3886273813490965,0.5412712437765939,0.2672232644898551,0.384012086050851,0.25872701396500425,0.02028887186731611,1.000000002052711
