load_kv,kind,layer,records,cosine,relative_l2,oracle_alpha,oracle_relative_l2,sparse_to_dense_norm
raw,V,59,5,0.46422316278048337,1.3214435746357203,0.32128766792637253,0.8857182707487098,1.4448832280947255
raw,V,6,5,0.9074250333658652,0.43398337238782253,0.893302037508319,0.4202140035993072,1.0158098775828825
raw,V,60,5,0.4914225428030922,1.2900740525596681,0.3405235539777353,0.8709212848615786,1.4431381825505771
raw,V,61,5,0.4735202719802526,1.321506489843392,0.32461842991211587,0.8807829199205374,1.458698053922721
raw,V,62,5,0.4420266502854787,1.366488683612904,0.30011083921444176,0.8970019177445492,1.4728779921528665
raw,V,63,5,0.4788220290169125,1.3354084876983896,0.32242060460796856,0.8779119913340557,1.4850850788494503
raw,V,7,5,0.916968050301683,0.41403148539125195,0.8923445947109597,0.39896064307890083,1.0275941107691688
raw,V,8,5,0.6874670822512925,1.0380047501411125,0.48104482426532474,0.7262155401951232,1.4291123146397553
raw,V,9,5,0.6580829528143262,1.1288139882939707,0.4389929715355046,0.7529454344208333,1.4990740068399984
raw,V,ALL,320,0.4679349331495467,1.3441582930140914,0.31602203849026783,0.8837629197575158,1.4807034831653274
