example_id,main_idx,sub_idx,doc_len,selected_count,rank,rank_pct,position,doc_position,importance_score,key_token_rel_delta,value_token_rel_delta,value_over_key_delta
1,0,0,2105,196,143,0.7270408163265306,1133,341,8.4375,0.1744770109653473,0.6054536700248718,3.4701056985762455
1,0,0,2105,196,144,0.7321428571428571,1169,377,8.375,0.16566744446754456,0.6242251396179199,3.767940898831467
1,0,0,2105,196,145,0.7372448979591837,1803,1011,8.25,0.15712754428386688,0.5312407612800598,3.3809524847975627
1,0,0,2105,196,146,0.7423469387755102,956,164,8.1875,0.15843160450458527,0.8225149512290955,5.191609046666563
1,0,0,2105,196,147,0.7474489795918368,972,180,8.0625,0.16071921586990356,1.583434820175171,9.85218109480482
1,0,0,2105,196,148,0.7525510204081632,1142,350,7.96875,0.1746257245540619,1.0400190353393555,5.955703479480328
1,0,0,2105,196,149,0.7576530612244898,1891,1099,7.9375,0.1695956140756607,0.4015343189239502,2.3675984848431777
1,0,0,2105,196,150,0.7627551020408163,1475,683,7.90625,0.1962054818868637,0.9058831334114075,4.617012352025628
1,0,0,2105,196,151,0.7678571428571429,1501,709,7.84375,0.18167488276958466,0.5027986168861389,2.767573641542198
1,0,0,2105,196,152,0.7729591836734694,1890,1098,7.71875,0.15961815416812897,0.45477673411369324,2.849154198536958
1,0,0,2105,196,153,0.7780612244897959,1514,722,7.5625,0.17404787242412567,0.5630104541778564,3.2348022778621446
1,0,0,2105,196,154,0.7831632653061225,1383,591,7.53125,0.1837717741727829,0.4759785532951355,2.590052555323478
1,0,0,2105,196,155,0.7882653061224489,870,78,7.5,0.1571618765592575,0.7163254022598267,4.5578827253642515
1,0,0,2105,196,156,0.7933673469387755,2041,1249,7.5,0.18083176016807556,0.7590780854225159,4.197703349858381
1,0,0,2105,196,157,0.798469387755102,1818,1026,7.375,0.18580244481563568,1.432511568069458,7.709863933616008
1,0,0,2105,196,158,0.8035714285714286,1902,1110,7.34375,0.19124232232570648,1.2483551502227783,6.527609239602132
1,0,0,2105,196,159,0.8086734693877551,1813,1021,7.21875,0.17682577669620514,0.5567341446876526,3.1484897455929124
1,0,0,2105,196,160,0.8137755102040817,852,60,7.1875,0.15647263824939728,1.1507203578948975,7.354131500316643
1,0,0,2105,196,161,0.8188775510204082,2023,1231,7.1875,0.18254010379314423,1.7760382890701294,9.72957860850687
1,0,0,2105,196,162,0.8239795918367347,1120,328,7.15625,0.18558244407176971,1.1598936319351196,6.250018086195198
1,0,0,2105,196,163,0.8290816326530612,1377,585,7.125,0.17053478956222534,0.4073249399662018,2.388515217390215
1,0,0,2105,196,164,0.8341836734693877,1380,588,7.0625,0.16958746314048767,0.5831301808357239,3.4385217517477424
1,0,0,2105,196,165,0.8392857142857143,862,70,7.03125,0.16170254349708557,1.2287497520446777,7.598827609407548
1,0,0,2105,196,166,0.8443877551020408,1117,325,7.03125,0.17843502759933472,0.3480495512485504,1.9505674190166544
1,0,0,2105,196,167,0.8494897959183674,1807,1015,7.03125,0.16809815168380737,0.3922473192214966,2.3334421901139066
1,0,0,2105,196,168,0.8545918367346939,2033,1241,7.03125,0.18138183653354645,1.2631582021713257,6.964083208688546
1,0,0,2105,196,169,0.8596938775510204,1984,1192,6.9375,0.19163158535957336,1.5822720527648926,8.256843723270851
1,0,0,2105,196,170,0.8647959183673469,1064,272,6.90625,0.17780350148677826,1.1720483303070068,6.5918180491376335
1,0,0,2105,196,171,0.8698979591836735,1800,1008,6.875,0.16136464476585388,0.4753872752189636,2.946043576682006
1,0,0,2105,196,172,0.875,973,181,6.8125,0.15691202878952026,0.8979499340057373,5.722632872235136
1,0,0,2105,196,173,0.8801020408163265,1106,314,6.71875,0.16753357648849487,0.666221559047699,3.976644998618973
1,0,0,2105,196,174,0.8852040816326531,1423,631,6.6875,0.18398228287696838,0.7909743785858154,4.299187759891273
1,0,0,2105,196,175,0.8903061224489796,1494,702,6.6875,0.17947104573249817,1.9410127401351929,10.815185993942777
1,0,0,2105,196,176,0.8954081632653061,1390,598,6.65625,0.1774221509695053,0.8337486982345581,4.699236784549865
1,0,0,2105,196,177,0.9005102040816326,1179,387,6.625,0.1764717549085617,0.6569052934646606,3.722438720016762
1,0,0,2105,196,178,0.9056122448979592,1887,1095,6.59375,0.15408623218536377,0.3246767222881317,2.107110529482236
1,0,0,2105,196,179,0.9107142857142857,1975,1183,6.5625,0.17748291790485382,0.558513879776001,3.146859913990516
1,0,0,2105,196,180,0.9158163265306123,1977,1185,6.46875,0.16549497842788696,0.8717821836471558,5.267725896721148
1,0,0,2105,196,181,0.9209183673469388,1820,1028,6.4375,0.16307957470417023,0.4881429672241211,2.993280845296717
1,0,0,2105,196,182,0.9260204081632653,1425,633,6.375,0.1759285032749176,0.49409934878349304,2.8085235739689773
