example_id,sub_q_idx,offline_count,candidate_count,teacher_count,candidate_residual_count,teacher_residual_count,final_intersection,final_jaccard,final_teacher_recall,residual_intersection,residual_jaccard,residual_teacher_recall
143,1,161,246,246,85,85,206,0.7202797202797203,0.8373983739837398,45,0.36,0.5294117647058824
144,0,69,151,151,82,82,112,0.5894736842105263,0.7417218543046358,43,0.35537190082644626,0.524390243902439
144,1,155,249,249,94,94,212,0.7412587412587412,0.8514056224899599,57,0.4351145038167939,0.6063829787234043
145,0,86,165,165,79,79,134,0.6836734693877551,0.8121212121212121,48,0.43636363636363634,0.6075949367088608
145,1,165,264,264,99,99,211,0.6656151419558359,0.7992424242424242,46,0.3026315789473684,0.46464646464646464
146,0,100,177,177,77,77,132,0.5945945945945946,0.7457627118644068,32,0.26229508196721313,0.4155844155844156
146,1,196,312,312,116,116,261,0.71900826446281,0.8365384615384616,65,0.38922155688622756,0.5603448275862069
147,0,98,171,171,73,73,139,0.6847290640394089,0.8128654970760234,41,0.3904761904761905,0.5616438356164384
147,1,216,352,352,136,136,294,0.7170731707317073,0.8352272727272727,78,0.4020618556701031,0.5735294117647058
149,0,164,285,285,121,121,214,0.601123595505618,0.7508771929824561,50,0.2604166666666667,0.4132231404958678
150,0,48,127,127,79,79,92,0.5679012345679012,0.7244094488188977,44,0.38596491228070173,0.5569620253164557
150,1,230,344,344,114,114,288,0.72,0.8372093023255814,58,0.3411764705882353,0.5087719298245614
151,0,89,163,163,74,74,130,0.6632653061224489,0.7975460122699386,41,0.38317757009345793,0.5540540540540541
151,1,166,258,258,92,92,218,0.7315436241610739,0.8449612403100775,52,0.3939393939393939,0.5652173913043478
152,0,104,222,222,118,118,164,0.5857142857142857,0.7387387387387387,60,0.3409090909090909,0.5084745762711864
152,1,229,345,345,116,116,279,0.6788321167883211,0.808695652173913,50,0.27472527472527475,0.43103448275862066
153,0,155,250,250,95,95,215,0.7543859649122807,0.86,60,0.46153846153846156,0.631578947368421
154,0,176,278,278,102,102,234,0.7267080745341615,0.841726618705036,58,0.3972602739726027,0.5686274509803921
155,0,106,204,204,98,98,162,0.6585365853658537,0.7941176470588235,56,0.4,0.5714285714285714
