example_id,chunk_id,method,rate,chunk_len,selected_count
11,1,offline32b_freq_boundary0p02_global,0.05,65,18
11,2,offline32b_freq_boundary0p02_global,0.05,546,17
11,3,offline32b_freq_boundary0p02_global,0.05,442,22
11,4,offline32b_freq_boundary0p02_global,0.05,415,20
11,5,offline32b_freq_boundary0p02_global,0.05,513,21
11,6,offline32b_freq_boundary0p02_global,0.05,953,25
11,7,offline32b_freq_boundary0p02_global,0.05,583,32
11,8,offline32b_freq_boundary0p02_global,0.05,534,28
11,9,offline32b_freq_boundary0p02_global,0.05,737,44
12,0,offline32b_mean_score_global,0.05,158,17
12,1,offline32b_mean_score_global,0.05,295,14
12,2,offline32b_mean_score_global,0.05,277,9
12,3,offline32b_mean_score_global,0.05,231,6
12,4,offline32b_mean_score_global,0.05,214,11
12,5,offline32b_mean_score_global,0.05,161,15
12,6,offline32b_mean_score_global,0.05,194,9
12,7,offline32b_mean_score_global,0.05,282,2
12,8,offline32b_mean_score_global,0.05,276,22
12,9,offline32b_mean_score_global,0.05,227,10
12,0,offline32b_top2_mean_global,0.05,158,17
12,1,offline32b_top2_mean_global,0.05,295,14
12,2,offline32b_top2_mean_global,0.05,277,10
12,3,offline32b_top2_mean_global,0.05,231,6
12,4,offline32b_top2_mean_global,0.05,214,9
12,5,offline32b_top2_mean_global,0.05,161,14
12,6,offline32b_top2_mean_global,0.05,194,10
12,7,offline32b_top2_mean_global,0.05,282,2
12,8,offline32b_top2_mean_global,0.05,276,23
12,9,offline32b_top2_mean_global,0.05,227,10
12,0,offline32b_freq_boundary0p02_global,0.05,158,14
12,1,offline32b_freq_boundary0p02_global,0.05,295,12
12,2,offline32b_freq_boundary0p02_global,0.05,277,11
12,3,offline32b_freq_boundary0p02_global,0.05,231,9
12,4,offline32b_freq_boundary0p02_global,0.05,214,10
12,5,offline32b_freq_boundary0p02_global,0.05,161,14
12,6,offline32b_freq_boundary0p02_global,0.05,194,10
12,7,offline32b_freq_boundary0p02_global,0.05,282,6
12,8,offline32b_freq_boundary0p02_global,0.05,276,18
12,9,offline32b_freq_boundary0p02_global,0.05,227,11
13,0,offline32b_mean_score_global,0.05,907,40
13,1,offline32b_mean_score_global,0.05,946,35
13,2,offline32b_mean_score_global,0.05,67,18
13,3,offline32b_mean_score_global,0.05,166,22
13,4,offline32b_mean_score_global,0.05,55,8
13,5,offline32b_mean_score_global,0.05,517,19
13,6,offline32b_mean_score_global,0.05,261,9
13,7,offline32b_mean_score_global,0.05,390,11
13,8,offline32b_mean_score_global,0.05,279,11
13,9,offline32b_mean_score_global,0.05,982,55
13,0,offline32b_top2_mean_global,0.05,907,41
13,1,offline32b_top2_mean_global,0.05,946,37
13,2,offline32b_top2_mean_global,0.05,67,16
13,3,offline32b_top2_mean_global,0.05,166,19
13,4,offline32b_top2_mean_global,0.05,55,10
13,5,offline32b_top2_mean_global,0.05,517,22
13,6,offline32b_top2_mean_global,0.05,261,8
13,7,offline32b_top2_mean_global,0.05,390,9
13,8,offline32b_top2_mean_global,0.05,279,12
13,9,offline32b_top2_mean_global,0.05,982,54
13,0,offline32b_freq_boundary0p02_global,0.05,907,32
13,1,offline32b_freq_boundary0p02_global,0.05,946,29
13,2,offline32b_freq_boundary0p02_global,0.05,67,21
