source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
preprocess,hidden_layer_input,24,0.2967179286880366,16453.133619655862,55450.41950247085,56201.04854448892,0.956657600574814,0.00019489340146563438
preprocess,hidden_layer_input,25,0.31257672826141575,17687.077377018086,56584.754327026996,57459.56569623547,0.9520093540661497,0.00022522263617459135
preprocess,hidden_layer_input,26,0.32705705859857664,18902.028599382527,57794.28421565579,58433.410053667074,0.9471623134888124,0.00025722709782243294
preprocess,hidden_layer_input,27,0.333649484286722,20225.097802606542,60617.80028176542,60748.63780262896,0.9444612363833932,0.00029449718425173893
preprocess,hidden_layer_input,28,0.335905539557328,21229.86635909421,63201.89416069743,62750.93385759291,0.943203949515258,0.00032448483648179723
preprocess,hidden_layer_input,29,0.3399840834880944,22007.915030023858,64732.192178621604,64008.844345918325,0.941615442079063,0.00034870460859661616
preprocess,hidden_layer_input,30,0.3408696059471553,22824.333145721368,66959.13260526901,65786.72235717477,0.9410246440576338,0.0003750559687366006
preprocess,hidden_layer_input,31,0.34195732589511774,22681.48318149631,66328.40259270533,64718.84296903028,0.9403802763958671,0.0003703759571157188
preprocess,hidden_layer_input,32,0.3465528175310568,22721.042629507014,65563.00073212024,63754.74935838114,0.938638546099604,0.0003716690511944331
preprocess,hidden_layer_input,33,0.3401446018579649,22226.213736191665,65343.42633922712,63217.056808269714,0.9407523072762828,0.0003556565887800651
preprocess,hidden_layer_input,34,0.3335528004107261,22157.846372320913,66429.80165370058,64284.94118181956,0.9430538675262515,0.0003534719695708269
preprocess,hidden_layer_input,35,0.3345589484347346,22339.15014505084,66771.94033986132,64520.575888626416,0.9426706085445115,0.00035928011423755124
preprocess,hidden_layer_input,36,0.34436026604836206,22647.554403014467,65767.03712917285,63382.06258871669,0.9391592316951937,0.00036926870987028567
preprocess,hidden_layer_input,37,0.3614097990697805,23384.41671150897,64703.32783365937,62517.872493591785,0.9329988505195482,0.00039368871778165063
preprocess,hidden_layer_input,38,0.3652979776444232,22965.924614660085,62869.01658408536,60600.83988382504,0.9314566098767066,0.0003797237453262261
preprocess,hidden_layer_input,39,0.378585749611316,23816.142988396547,62908.186620463,60489.18733852357,0.926239430421482,0.0004083595759012465
preprocess,hidden_layer_input,40,0.39341254530173736,24892.01789668226,63272.04913506437,60853.506399590486,0.9202972622413443,0.00044608754231152773
preprocess,hidden_layer_input,41,0.3971464976100693,25649.70898592224,64585.0061382284,62316.74237815228,0.9189060002256054,0.0004736578836079576
preprocess,hidden_layer_input,42,0.42096606593849467,27876.59333730989,66220.52367846391,64124.70685897909,0.9090150436532622,0.0005594731968523152
preprocess,hidden_layer_input,43,0.4337097988185786,29020.36042053062,66911.93166394166,65006.07829849452,0.9036080275386217,0.0006063250199383999
preprocess,hidden_layer_input,44,1.3219613779116677,217344.59764320691,164410.70160956678,188111.40173976697,0.24538179105134916,0.034009291569955025
preprocess,hidden_layer_input,45,1.3163189028117432,220287.0774954809,167350.8425845236,191312.7559273035,0.25112913744326193,0.034936382072086145
preprocess,hidden_layer_input,46,1.3032347466279457,221736.09910093574,170142.86925257844,194245.0898452777,0.26494955212080074,0.03539750826130955
preprocess,hidden_layer_input,47,1.2894878509199459,222411.7423381126,172480.6807442503,196594.82751906267,0.27916237497638063,0.035613553587668455
preprocess,hidden_layer_input,48,1.278197571568014,223499.08346316547,174854.8803679783,198896.41968182835,0.2901571025201629,0.035962624544378034
preprocess,hidden_layer_input,49,1.2563997844491033,223988.15963795944,178277.7762383747,202313.5468029761,0.31250742564780265,0.03612018856407068
preprocess,hidden_layer_input,50,1.2331469457462276,225881.62555694964,183174.9462917896,206480.93234848586,0.33267463039130485,0.03673344795016393
preprocess,hidden_layer_input,51,1.1878752499563108,227792.148938731,191764.36999348967,213212.38507530466,0.37107360429251796,0.037357464226798955
preprocess,hidden_layer_input,52,1.1410324856026446,230852.59437328184,202319.0376138637,221613.24991073977,0.409849587294651,0.038368021534539276
preprocess,hidden_layer_input,53,1.0886942849050432,234805.4688598628,215676.2206943547,233403.64403110763,0.4555049015761627,0.03969321729583848
preprocess,hidden_layer_input,54,1.0250906189330418,240115.65403727847,234238.4659486994,248149.56297966756,0.5057131193746417,0.0415088627139956
preprocess,hidden_layer_input,55,0.9593073098922683,247548.46302643447,258049.17827034442,268676.9188970277,0.5588803105618544,0.04411846100378838
preprocess,hidden_layer_input,56,0.8990611037320044,256724.0719137962,285546.8564351567,292172.10009170964,0.6052722007044065,0.04744965629854845
preprocess,hidden_layer_input,57,0.837824081765196,268304.2369251742,320239.3470952625,323039.55886547395,0.6521056722521867,0.05182686601389033
preprocess,hidden_layer_input,58,0.7874259478342586,279576.46635312494,355051.12210497237,349828.3863725184,0.6854615721401787,0.05627313476834345
preprocess,hidden_layer_input,59,0.7546065157981574,293993.9130271237,389598.95902325,381819.78188669065,0.7096871408386604,0.0622266703681026
preprocess,hidden_layer_input,60,0.7091457354698286,309602.43228049745,436585.05832426285,425292.9834549354,0.742223389993434,0.06900945756765221
preprocess,hidden_layer_input,61,0.6766787424453645,328617.3546695305,485632.7442502204,473565.9966678351,0.7655357991902313,0.07774650528743926
preprocess,hidden_layer_input,62,0.6202109791769727,350857.2865596495,565706.345645866,542364.3243134636,0.8002796232174467,0.08862594655096204
preprocess,hidden_layer_input,63,0.48573268151015336,351136.60680709436,722900.9292012288,669874.0589692962,0.8755968859620282,0.08876711434825732
