part,target,source,kind,context_index,rank,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t1,1,raw,k,43,32,1063914.8547049314,17013967.15625,199233.799018994,931631.9105580152,898156.4892476648,0.2500636933657277,0.4327410273405649,0.108212819567661,0.8127352032562325,0.9021451067697506
t1,1,raw,k,43,64,1063914.8547049314,17013967.15625,99216.83875417896,993306.8819610626,979002.4611838312,0.2500636933657277,0.3053790617090407,0.0763642160475232,0.906743628669706,0.9523325425845712
t1,1,raw,k,44,0,1625998.32321617,17022568.3125,365785.0994941443,907928.0634369776,1084070.647596348,0.3090633472627906,0.4742998184441122,0.1465886894944712,0.7750396822238822,0.8922197220306539
t1,1,raw,k,44,1,1625998.32321617,17022568.3125,321944.9136056602,1125924.8911574297,1214989.1556253545,0.3090633472627906,0.4449700057652891,0.1375239194133635,0.8020016939692386,0.897961351262136
t1,1,raw,k,44,2,1625998.32321617,17022568.3125,300947.38394860923,1198940.654902555,1261995.8096916974,0.3090633472627906,0.4302146938897254,0.1329635933351953,0.8149153171613699,0.9038555367256462
t1,1,raw,k,44,4,1625998.32321617,17022568.3125,267522.15189374983,1260764.274311863,1309620.2337519452,0.3090633472627906,0.4056204363180909,0.1253624097666628,0.8354720616411215,0.914678314241778
t1,1,raw,k,44,8,1625998.32321617,17022568.3125,218336.37261160463,1341610.0417162627,1374636.003076926,0.3090633472627906,0.36644010480628,0.1132532053627567,0.8657216495895625,0.9307102942429136
t1,1,raw,k,44,16,1625998.32321617,17022568.3125,162294.57095100358,1418981.2662573606,1441342.5174506456,0.3090633472627906,0.3159307870184468,0.0976426265392889,0.9001877378139047,0.9488964464666696
t1,1,raw,k,44,32,1625998.32321617,17022568.3125,101167.1853534095,1498950.503206864,1511890.8352223933,0.3090633472627906,0.2494363753314563,0.0770916410890376,0.9377814946615048,0.9684266709223244
t1,1,raw,k,44,64,1625998.32321617,17022568.3125,41031.297351663,1574671.2311632782,1579819.1285861284,0.3090633472627906,0.1588537888718275,0.0490958837141036,0.9747654737610648,0.9873073604884745
t1,1,raw,k,45,0,1597479.9332971126,17017299.5,413983.6063024998,907928.0634369776,1045712.2087112368,0.30638844645971,0.5090657351669279,0.1559718597436651,0.7408520772789553,0.8682979040077106
t1,1,raw,k,45,1,1597479.9332971126,17017299.5,388791.6720886529,1043647.0593262016,1126167.66923042,0.30638844645971,0.4933336860074818,0.1511517416420747,0.7566218742502713,0.8721848177123388
t1,1,raw,k,45,2,1597479.9332971126,17017299.5,367821.7969469875,1138970.80603154,1184314.4839357398,0.30638844645971,0.4798450567156534,0.1470189814684804,0.7697487215455514,0.8779970135592369
t1,1,raw,k,45,4,1597479.9332971126,17017299.5,340743.7544699609,1188753.4360190928,1222744.817531854,0.30638844645971,0.4618450001923882,0.1415039721141302,0.786699195797293,0.8873035772466037
t1,1,raw,k,45,8,1597479.9332971126,17017299.5,292084.43564233184,1265511.9582633227,1285453.7414962128,0.30638844645971,0.4275988237666794,0.1310113393218722,0.8171592459133522,0.9040774152730274
t1,1,raw,k,45,16,1597479.9332971126,17017299.5,239860.33425442877,1333895.0107432082,1345757.3107225,0.30638844645971,0.3874909033240444,0.1187227358867236,0.849850799841116,0.9219093464855947
t1,1,raw,k,45,32,1597479.9332971126,17017299.5,172699.97903967276,1409258.6258648336,1417019.3024779558,0.30638844645971,0.3287974469647132,0.1007397389754373,0.8918922388694865,0.9444146374607696
t1,1,raw,k,45,64,1597479.9332971126,17017299.5,75233.66421671212,1513777.656483382,1518011.9713396728,0.30638844645971,0.2170143245633577,0.0664906817624704,0.9529047829343096,0.9761722224716234
t1,1,raw,k,46,0,1532221.9064162672,17016929.5625,465150.9742021263,907928.0634369776,987499.5053555388,0.300068379572778,0.5509803794906524,0.1653317896501543,0.6964206214163366,0.8372407019047351
t1,1,raw,k,46,1,1532221.9064162672,17016929.5625,385459.5540585071,1162728.5411608368,1154745.4587984998,0.300068379572778,0.5015665597809168,0.1505042648413526,0.748430986109536,0.8651397422724796
t1,1,raw,k,46,2,1532221.9064162672,17016929.5625,344441.76527534425,1178382.4861033112,1183081.3218971563,0.300068379572778,0.4741296003336117,0.1422713008795957,0.7752011220874897,0.8804620158598697
t1,1,raw,k,46,4,1532221.9064162672,17016929.5625,311849.2892662734,1206238.1902178302,1213305.4080364853,0.300068379572778,0.4511402186378474,0.1353729143667676,0.7964725031273951,0.8924682248388882
t1,1,raw,k,46,8,1532221.9064162672,17016929.5625,265872.8859063983,1253076.2791791856,1259712.655105248,0.300068379572778,0.416558682619739,0.1249960888906762,0.8264788639341075,0.9091214490831092
t1,1,raw,k,46,16,1532221.9064162672,17016929.5625,207393.25823850185,1318814.6877721625,1321821.6796224266,0.300068379572778,0.3679056722497939,0.1103968589076292,0.8646454163264272,0.9298655312353884
t1,1,raw,k,46,32,1532221.9064162672,17016929.5625,141572.58270637318,1384148.0432207435,1387398.6932649463,0.300068379572778,0.3039686144361073,0.0912113695748252,0.9076030814377932,0.952684667978882
t1,1,raw,k,46,64,1532221.9064162672,17016929.5625,62170.451511072,1463434.1541848928,1466742.8135370165,0.300068379572778,0.2014332579975094,0.0604437513193779,0.9594246425725088,0.9795047403860604
t1,1,raw,k,47,0,945983.9690584838,17015733.21875,669284.0710993111,907928.0634369776,592313.9868206922,0.2357852070960102,0.8411304515783142,0.1983261177201534,0.2924995634276612,0.6391229014226957
t1,1,raw,k,47,1,945983.9690584838,17015733.21875,614619.9081912637,812162.3884647712,571763.2268050946,0.2357852070960102,0.806048962502057,0.1900544215530717,0.3502850700493574,0.6523082857565298
t1,1,raw,k,47,2,945983.9690584838,17015733.21875,451129.8790924847,776323.3717065603,635588.7360486239,0.2357852070960102,0.6905719081598002,0.1628266403801454,0.5231104396605326,0.7416738605750455
t1,1,raw,k,47,4,945983.9690584838,17015733.21875,370257.9455489516,828812.793586608,702269.4155022874,0.2357852070960102,0.6256195407632265,0.1475118329821682,0.6086001902152096,0.7931103974405068
t1,1,raw,k,47,8,945983.9690584838,17015733.21875,314880.6542289928,818334.8473177999,724719.0865937769,0.2357852070960102,0.5769405990722084,0.1360340586343368,0.6671395451422013,0.8236871452538252
t1,1,raw,k,47,16,945983.9690584838,17015733.21875,249209.3942099661,826093.0092374012,761433.7978604212,0.2357852070960102,0.5132634234489923,0.1210199225927278,0.7365606581494204,0.8613423246561691
t1,1,raw,k,47,32,945983.9690584838,17015733.21875,176326.89037280902,852240.3397795707,810948.7133448571,0.2357852070960102,0.4317351275531144,0.1017967564607334,0.8136047796366961,0.903171983206418
t1,1,raw,k,47,64,945983.9690584838,17015733.21875,87945.24705510493,895735.9560655653,876887.3456316739,0.2357852070960102,0.3049048259001105,0.0718920475194304,0.9070330471428232,0.9526029247049276
t1,1,raw,k,48,0,1820405.9499477893,17023763.84375,419524.4443037659,907928.0634369776,1154404.7972773202,0.3270064584291543,0.4800588851736194,0.1569823558780733,0.7695434667658616,0.8979419878227926
t1,1,raw,k,48,1,1820405.9499477893,17023763.84375,339857.4391632974,1242225.2681199312,1361386.907076605,0.3270064584291543,0.4320801023762702,0.1412929840357706,0.8133067851305118,0.9053098942914914
t1,1,raw,k,48,2,1820405.9499477893,17023763.84375,307812.779720366,1351708.5144897588,1432150.8545687087,0.3270064584291543,0.411205770238141,0.134466942611207,0.8309098145228573,0.9129838990532696
t1,1,raw,k,48,4,1820405.9499477893,17023763.84375,278731.835811846,1407897.3265387416,1474785.730537854,0.3270064584291543,0.3912993842028621,0.1279574258136869,0.8468847919224609,0.9212114167155392
t1,1,raw,k,48,8,1820405.9499477893,17023763.84375,231783.62823204696,1501355.3015114963,1544988.8236156255,0.3270064584291543,0.3568266274594838,0.116684611718745,0.8726747579358908,0.9345434070669408
t1,1,raw,k,48,16,1820405.9499477893,17023763.84375,178680.47505249083,1583219.4061671195,1612472.4422967136,0.3270064584291543,0.3132956941260232,0.1024497153772544,0.9018458080420932,0.9498119420491375
t1,1,raw,k,48,32,1820405.9499477893,17023763.84375,119602.8726655692,1667089.5073910805,1683946.310388729,0.3270064584291543,0.2563224716741974,0.0838191036779865,0.9342987905148302,0.9666397685400888
t1,1,raw,k,48,64,1820405.9499477893,17023763.84375,52974.08249326609,1753709.7818594426,1760570.831555143,0.3270064584291543,0.1705876547742681,0.0557832648394686,0.9708998520386152,0.9853499911045944
t1,1,raw,k,49,0,1320362.1419825405,17016136.15625,545386.503287077,907928.0634369776,841451.8572527114,0.2785582695010101,0.6426960952644348,0.1790283121119173,0.5869417291318485,0.7685232692324234
t1,1,raw,k,49,1,1320362.1419825405,17016136.15625,488000.46077622473,1009424.6936559788,920893.1943524444,0.2785582695010101,0.6079440106901844,0.1693478315713613,0.6304040798659329,0.797674611152198
t1,1,raw,k,49,2,1320362.1419825405,17016136.15625,434906.77406686544,989788.9116832168,937622.148735594,0.2785582695010101,0.5739202577150264,0.1598702338206715,0.6706155377843177,0.8201816223618683
t1,1,raw,k,49,4,1320362.1419825405,17016136.15625,377659.3456948847,1009269.031697616,975985.921061728,0.2785582695010101,0.5348150085693918,0.1489771432902576,0.7139729066089214,0.8454609383197748
t1,1,raw,k,49,8,1320362.1419825405,17016136.15625,312084.62138787657,1051026.2581158727,1029651.8948503584,0.2785582695010101,0.4861716747383698,0.1354271403955282,0.7636371026820887,0.8740516724441946
t1,1,raw,k,49,16,1320362.1419825405,17016136.15625,249711.21443403512,1102046.298054561,1086348.620227076,0.2785582695010101,0.4348830606974999,0.1211402728231983,0.8108767235183746,0.9005809691120438
t1,1,raw,k,49,32,1320362.1419825405,17016136.15625,175347.25410158932,1163745.93833144,1154380.4165409803,0.2785582695010101,0.364420628573161,0.1015123796658101,0.8671976054703423,0.9312651042812996
t1,1,raw,k,49,64,1320362.1419825405,17016136.15625,81350.37469418347,1244453.4304372815,1241732.611997947,0.2785582695010101,0.2482179857311333,0.0691431725642909,0.9383878315595788,0.9687065380156036
t1,1,raw,v,40,0,2929201.930773303,16703454.419059752,1035628.4715575756,2224495.890159571,2059034.7234135568,0.4187660906867367,0.5946033270387541,0.2489997107733462,0.6464468834744446,0.806627846828604
t1,1,raw,v,40,1,2929201.930773303,16703454.419059752,943230.1678422572,2264713.8716377025,2125342.829469413,0.4187660906867367,0.567458604143193,0.2376324212835974,0.6779907325838589,0.825178052038537
t1,1,raw,v,40,2,2929201.930773303,16703454.419059752,892523.4926388266,2281617.0833403543,2159147.789076548,0.4187660906867367,0.5519950360707385,0.2311568033338274,0.695301480153264,0.8351920160300946
t1,1,raw,v,40,4,2929201.930773303,16703454.419059752,820563.529337896,2300928.8476928025,2204783.6798552945,0.4187660906867367,0.5292750835311798,0.2216424576282482,0.7198678859530626,0.8492581731032677
t1,1,raw,v,40,8,2929201.930773303,16703454.419059752,714012.2914967071,2332643.3631357104,2273916.546189077,0.4187660906867367,0.4937171213867543,0.2067519888282401,0.7562434040495769,0.8699127447805105
t1,1,raw,v,40,16,2929201.930773303,16703454.419059752,575451.9231650832,2387744.6510971338,2370747.372036889,0.4187660906867367,0.4432307339259068,0.1856100017183651,0.803546516503502,0.8964306177577803
t1,1,raw,v,40,32,2929201.930773303,16703454.419059752,410378.6161466406,2498167.841967821,2508495.6440778896,0.4187660906867367,0.3742981714372466,0.1567433820039697,0.8599008788587336,0.927316289079204
t1,1,raw,v,40,64,2929201.930773303,16703454.419059752,216452.16348096973,2692813.358659156,2702781.599020928,0.4187660906867367,0.2718355860220758,0.1138355256680028,0.9261054141720346,0.962350266897662
t1,1,raw,v,41,0,3374358.282861524,16703454.419059752,648456.2439199532,2224495.890159571,2475198.976181619,0.449461449949168,0.4383739529325881,0.1970321925050293,0.807828277390257,0.9034387541495064
t1,1,raw,v,41,1,3374358.282861524,16703454.419059752,606534.8074923758,2351309.945027419,2559566.7537580207,0.449461449949168,0.4239672087212061,0.1905569163627348,0.8202518059291493,0.908690365636552
t1,1,raw,v,41,2,3374358.282861524,16703454.419059752,582334.2430155559,2417889.724999763,2604956.9159297347,0.449461449949168,0.4154230287239428,0.1867166368325382,0.8274237072058261,0.9119829169669372
t1,1,raw,v,41,4,3374358.282861524,16703454.419059752,546488.0972982394,2497272.8799721524,2662571.562537089,0.449461449949168,0.402434084940955,0.1808786073265282,0.8380468072777363,0.9172182602359888
t1,1,raw,v,41,8,3374358.282861524,16703454.419059752,493340.0301503423,2618152.225123346,2749585.269584112,0.449461449949168,0.3823645151980385,0.171858109410021,0.8537973775173691,0.9250690456033568
