part,target,source,kind,context_index,rank,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t4,4,raw,k,41,0,2567436.1207977235,33547533.0625,1013114.2447628976,1999225.893597871,1776773.8905250318,0.2766429000526554,0.6281731760291455,0.17377964915199,0.6053984609174563,0.7842443637946749
t4,4,raw,k,41,1,2567436.1207977235,33547533.0625,907640.0077525972,1676708.41608233,1668252.2762405202,0.2766429000526554,0.594575475640301,0.1644850838813198,0.6464800037671099,0.8040501374492062
t4,4,raw,k,41,2,2567436.1207977235,33547533.0625,649960.496980086,1882246.481279448,1899861.062637456,0.2766429000526554,0.5031455750168358,0.1391916510213183,0.7468445303409776,0.8642388229823564
t4,4,raw,k,41,4,2567436.1207977235,33547533.0625,491612.5959985256,1953390.3740809856,2014606.960078299,0.2766429000526554,0.4375842453700279,0.1210545746565172,0.8085200282039432,0.8995928291561212
t4,4,raw,k,41,8,2567436.1207977235,33547533.0625,418109.7713909894,2045173.3731165824,2097249.865149528,0.2766429000526554,0.4035481262985067,0.1116387239700341,0.8371489097609645,0.9152406202618684
t4,4,raw,k,41,16,2567436.1207977235,33547533.0625,332937.6374279335,2169190.371047348,2201844.444015801,0.2766429000526554,0.3601070494830186,0.0996210584983873,0.8703229129126347,0.9330136042512776
t4,4,raw,k,41,32,2567436.1207977235,33547533.0625,222040.10874684528,2304220.761784613,2324808.413626552,0.2766429000526554,0.294080272559891,0.0813552194492436,0.9135167932911002,0.9558182148079426
t4,4,raw,k,41,64,2567436.1207977235,33547533.0625,90137.04795652255,2456223.672097206,2466761.381122887,0.2766429000526554,0.1873707701260175,0.0518347932327609,0.9648921945023832,0.9822982285661456
t4,4,raw,k,42,0,3638411.352502435,33552615.0,734398.5749417692,1999225.893597871,2451619.356752306,0.3293007442536382,0.4492726836005726,0.1479458290824978,0.7981540557703397,0.9090048671304568
t4,4,raw,k,42,1,3638411.352502435,33552615.0,591982.1823486239,2734906.645886525,2890667.925912574,0.3293007442536382,0.4033651921619584,0.1328284579849447,0.8372965217521463,0.9163703976390892
t4,4,raw,k,42,2,3638411.352502435,33552615.0,553226.9891434759,2814988.9761164635,2950086.6903718933,0.3293007442536382,0.3899381980661663,0.1284069388361111,0.8479482016889113,0.9218081211596024
t4,4,raw,k,42,4,3638411.352502435,33552615.0,482245.377662465,2973030.610487759,3064598.326014355,0.3293007442536382,0.3640643364511564,0.1198866569495727,0.8674571589243791,0.931789839788357
t4,4,raw,k,42,8,3638411.352502435,33552615.0,378951.8352895379,3128046.933316469,3193753.2487136275,0.3293007442536382,0.3227276000080265,0.1062744388738335,0.8958468961930592,0.946692267606103
t4,4,raw,k,42,16,3638411.352502435,33552615.0,272548.9348271191,3261458.756731987,3313660.592654377,0.3293007442536382,0.2736946735018534,0.0901278596824168,0.925091225696714,0.9619360004002316
t4,4,raw,k,42,32,3638411.352502435,33552615.0,170557.5118172355,3404046.489269614,3435950.1986246705,0.3293007442536382,0.2165107810910004,0.0712971613522029,0.9531230816713648,0.9763223247776144
t4,4,raw,k,42,64,3638411.352502435,33552615.0,71766.10274042562,3538057.0164079666,3552351.1621823013,0.3293007442536382,0.140444191460572,0.0462483767740668,0.9802754290849862,0.9900966202228704
t4,4,raw,k,43,0,1625723.4604842665,33544180.53125,942987.7714187204,1999225.893597871,1340980.8011245094,0.2201479993895365,0.7616048375751937,0.1676657813175718,0.4199580713820628,0.7438207501203479
t4,4,raw,k,43,1,1625723.4604842665,33544180.53125,785109.8385193348,1486271.4808536768,1163442.5636476057,0.2201479993895365,0.6949313006888255,0.1529877355598134,0.5170704873229373,0.7484667972372425
t4,4,raw,k,43,2,1625723.4604842665,33544180.53125,609453.789963454,1618155.0016594604,1317212.3404357657,0.2201479993895365,0.6122757437873849,0.1347912800695332,0.6251184135696046,0.812124092198424
t4,4,raw,k,43,4,1625723.4604842665,33544180.53125,544118.508960396,1566264.110182941,1323934.5337335097,0.2201479993895365,0.5785267079484455,0.127361497348265,0.665306848190334,0.8296801041675305
t4,4,raw,k,43,8,1625723.4604842665,33544180.53125,466055.2606982738,1539065.0956766754,1349366.6552901268,0.2201479993895365,0.5354209629093027,0.1178718538157022,0.713324392477275,0.8530571805326658
t4,4,raw,k,43,16,1625723.4604842665,33544180.53125,374343.3317564949,1522806.7497294543,1387093.4454761446,0.2201479993895365,0.4798568670279828,0.1056395292695413,0.7697373871660889,0.8815764628772069
t4,4,raw,k,43,32,1625723.4604842665,33544180.53125,268300.54956404865,1532939.9417626262,1445181.4367095232,0.2201479993895365,0.4062444535643773,0.0894339037152931,0.8349654439481805,0.9154538760859344
t4,4,raw,k,43,64,1625723.4604842665,33544180.53125,133034.5787280146,1578477.5243471265,1535583.2082591057,0.2201479993895365,0.2860611846679312,0.0629757975076458,0.9181689986263798,0.9585854146681658
t4,4,raw,k,44,0,3448353.838224292,33550414.90625,938903.7744369804,1999225.893597871,2254338.002084814,0.3205951615893775,0.5218006684432208,0.1672867696169996,0.7277240624122079,0.8585828054137316
t4,4,raw,k,44,1,3448353.838224292,33550414.90625,888174.5788102448,2294445.7158880904,2427312.5196849853,0.3205951615893775,0.507508427043497,0.1627047461759807,0.7424351964798355,0.8629405773580209
t4,4,raw,k,44,2,3448353.838224292,33550414.90625,774969.937359184,2431915.901496306,2552649.9132132307,0.3205951615893775,0.4740634977040137,0.1519824636500438,0.7752638001446366,0.8814771713948139
t4,4,raw,k,44,4,3448353.838224292,33550414.90625,650067.575403735,2596873.3060052097,2697579.8075290024,0.3205951615893775,0.4341835256591436,0.1391971375681388,0.8114846660461957,0.901452836559975
t4,4,raw,k,44,8,3448353.838224292,33550414.90625,509684.2530160099,2823745.967572421,2881207.7895477563,0.3205951615893775,0.3844542769245115,0.1232541810343411,0.8521949089544509,0.9233276837332056
t4,4,raw,k,44,16,3448353.838224292,33550414.90625,407579.1771431118,2956968.794946879,2998871.7512583733,0.3205951615893775,0.3437954167981144,0.1102191472020789,0.8818047113886108,0.9391362648333572
t4,4,raw,k,44,32,3448353.838224292,33550414.90625,282543.9514582828,3110823.149649143,3138316.5457175374,0.3205951615893775,0.286244463875868,0.0917685901503486,0.9180641069004168,0.9581933976162506
t4,4,raw,k,44,64,3448353.838224292,33550414.90625,117304.75140791386,3302409.2425500154,3316729.174945742,0.3205951615893775,0.1844386311628268,0.05913013276097,0.9659823913347828,0.982853195649314
t4,4,raw,k,45,0,3655010.743528128,33559557.8125,861919.3671565056,1999225.893597871,2396158.676324621,0.330016925500803,0.4856115310961691,0.1602600244800953,0.7641814408664344,0.8864215610928674
t4,4,raw,k,45,1,3655010.743528128,33559557.8125,736709.4068783522,2661458.7466963604,2789880.059340857,0.330016925500803,0.4489559986839046,0.1481630783708047,0.7984385112457378,0.8945020380420354
t4,4,raw,k,45,2,3655010.743528128,33559557.8125,660736.4813922644,2771952.2968245447,2883113.304110758,0.330016925500803,0.4251770498602474,0.1403156227883804,0.8192244762721367,0.9057837085077316
t4,4,raw,k,45,4,3655010.743528128,33559557.8125,582722.0716670752,2909841.340967953,2991065.046535127,0.330016925500803,0.3992881349649632,0.1317718426900868,0.8405689852762014,0.9171637343376084
t4,4,raw,k,45,8,3655010.743528128,33559557.8125,476716.7525598705,3073336.285154924,3125815.167478353,0.330016925500803,0.3611485521076743,0.1191851348156412,0.8695717233105305,0.9326397542187148
t4,4,raw,k,45,16,3655010.743528128,33559557.8125,379835.627791144,3192260.3015657663,3233717.743987009,0.330016925500803,0.3223691841933391,0.1063872870436878,0.896078109082521,0.946691836666494
t4,4,raw,k,45,32,3655010.743528128,33559557.8125,259697.4438546896,3343725.066833824,3369519.200225711,0.330016925500803,0.2665566419458772,0.0879682034467967,0.9289475566345374,0.9638475016783512
t4,4,raw,k,45,64,3655010.743528128,33559557.8125,109885.3826416675,3520053.899102986,3532589.620449364,0.330016925500803,0.1733906335542578,0.0572218437962125,0.9699356881956532,0.9848593285593956
t4,4,raw,k,46,0,2580664.737035364,33552615.0,888178.4784499556,1999225.893597871,1845856.0993870797,0.2773336752399051,0.5866570971949153,0.1626997688706401,0.6558334503108357,0.8126454595062983
t4,4,raw,k,46,1,2580664.737035364,33552615.0,756483.7768825442,1743348.5277319998,1783764.7583748847,0.2773336752399051,0.5414196523353738,0.1501539020292809,0.7068647600650431,0.8409683976226817
t4,4,raw,k,46,2,2580664.737035364,33552615.0,685885.792761907,1781016.2591402978,1837897.6263545973,0.2773336752399051,0.5155373202822424,0.1429758597572064,0.7342212713962046,0.857277807073979
t4,4,raw,k,46,4,2580664.737035364,33552615.0,469698.3397796601,1921296.057246983,2016131.2490585595,0.2773336752399051,0.4266224631148461,0.1183167756355411,0.8179932739658218,0.9054320461376332
t4,4,raw,k,46,8,2580664.737035364,33552615.0,377496.2841678262,2081511.4584076405,2142339.960914746,0.2773336752399051,0.3824639858903659,0.1060701428538784,0.8537212994968539,0.9243430751544304
t4,4,raw,k,46,16,2580664.737035364,33552615.0,275511.18300941586,2221090.872267723,2263122.239783436,0.2773336752399051,0.3267411415464568,0.0906163216371609,0.8932402264209183,0.9452769217364227
t4,4,raw,k,46,32,2580664.737035364,33552615.0,173376.4920883365,2360556.2536929846,2383922.269684851,0.2773336752399051,0.2591966069640707,0.0718839476190589,0.932817118938313,0.9658709844124662
t4,4,raw,k,46,64,2580664.737035364,33552615.0,74397.44706614688,2487559.9269742966,2496913.615330189,0.2773336752399051,0.1697904356976924,0.0470886055526258,0.9711712079455878,0.9854871090765484
t4,4,raw,k,47,0,1604189.631188929,33540855.625,1122037.869291544,1999225.893597871,1240688.8371361084,0.2186959718383694,0.8363265901326644,0.1829012564033326,0.3005578346370704,0.6927939529337512
t4,4,raw,k,47,1,1604189.631188929,33540855.625,869830.5354929864,1387282.251829356,1060820.6831110977,0.2186959718383694,0.7363587847571156,0.161038700054178,0.4577757401110239,0.7111016906129758
t4,4,raw,k,47,2,1604189.631188929,33540855.625,674759.5892721713,1530613.215105474,1230021.63637276,0.2186959718383694,0.6485548033116919,0.1418363230006929,0.5793766671013327,0.784968391146801
t4,4,raw,k,47,4,1604189.631188929,33540855.625,599174.6048110873,1565916.9681185558,1285466.005856566,0.2186959718383694,0.6111514501466431,0.1336563603302488,0.6264939049836552,0.8110514007697042
t4,4,raw,k,47,8,1604189.631188929,33540855.625,494103.9926420152,1513474.678260222,1311780.1691849008,0.2186959718383694,0.5549851072061047,0.1213730073762607,0.6919915307794284,0.8418711541161507
t4,4,raw,k,47,16,1604189.631188929,33540855.625,390574.9376441166,1494692.4038613886,1354153.5467382818,0.2186959718383694,0.4934286173017153,0.1079108509936614,0.7565281996277174,0.8745087221605319
t4,4,raw,k,47,32,1604189.631188929,33540855.625,277983.45021691173,1506560.269812256,1416383.2376015484,0.2186959718383694,0.4162762350512148,0.0910379357777429,0.8267140961315858,0.9110866243242804
t4,4,raw,k,47,64,1604189.631188929,33540855.625,138455.19966802,1554030.5084497929,1509882.476165235,0.2186959718383694,0.2937830820599864,0.0642491766407801,0.9136915006953352,0.956280988845172
t4,4,raw,k,48,0,3283192.9531948566,33557251.375,583586.0122165382,1999225.893597871,2349416.436388295,0.3127915505141081,0.4216035251301702,0.1318740203276796,0.822250467597814,0.9170243446289276
t4,4,raw,k,48,1,3283192.9531948566,33557251.375,497119.4290400744,2566176.392393932,2676125.014303744,0.3127915505141081,0.3891187562160139,0.1217130590909282,0.8485865935609023,0.9219660759501356
t4,4,raw,k,48,2,3283192.9531948566,33557251.375,469127.9041678309,2646904.5060711205,2730484.7935817987,0.3127915505141081,0.3780048999616183,0.1182367387609249,0.857112295605007,0.9262376324228416
t4,4,raw,k,48,4,3283192.9531948566,33557251.375,442703.0090637654,2712546.437036738,2776518.2263867706,0.3127915505141081,0.3672045327533531,0.1148584751557299,0.8651608311253917,0.9303872160915452
t4,4,raw,k,48,8,3283192.9531948566,33557251.375,386319.3038095087,2816536.2122019976,2856704.9817328006,0.3127915505141081,0.3430243905468684,0.1072951309833119,0.8823342674899495,0.9394193879296164
t4,4,raw,k,48,16,3283192.9531948566,33557251.375,305325.90717729926,2910910.592567235,2944388.8451093435,0.3127915505141081,0.304953501685632,0.0953868786269555,0.9070033618096712,0.9524288168388092
t4,4,raw,k,48,32,3283192.9531948566,33557251.375,204173.03017042577,3032389.463506371,3055704.725024909,0.3127915505141081,0.2493738921429121,0.0780020463811194,0.9378126619174952,0.9684354816342468
t4,4,raw,k,48,64,3283192.9531948566,33557251.375,81060.95342323557,3177689.295211256,3189910.6712883413,0.3127915505141081,0.1571294716845746,0.0491487710796807,0.9753103291281264,0.987585267193008
t4,4,raw,k,49,0,3905514.197623998,33547177.15625,920036.7849805356,1999225.893597871,2492351.6798517145,0.3412016474225837,0.4853594450593457,0.1656054422463597,0.7644262090916839,0.8919474707867651
t4,4,raw,k,49,1,3905514.197623998,33547177.15625,814858.1623034179,2593674.218806766,2842165.1568872184,0.3412016474225837,0.4567745512523576,0.1558522293880158,0.7913570093282073,0.893002115933059
t4,4,raw,k,49,2,3905514.197623998,33547177.15625,736983.3486043811,2730971.3319679946,2949751.1221658364,0.3412016474225837,0.4343999106969898,0.1482179651700361,0.8112967175864473,0.9032078301554374
t4,4,raw,k,49,4,3905514.197623998,33547177.15625,614011.621517852,3040162.257451869,3165832.439435914,0.3412016474225837,0.396505471936509,0.1352883202368058,0.8427834107244063,0.9187565174109192
t4,4,raw,k,49,8,3905514.197623998,33547177.15625,500365.818214044,3221716.785200879,3313432.5932466835,0.3412016474225837,0.3579354444885081,0.1221281633304137,0.8718822175788141,0.9341042533490604
t4,4,raw,k,49,16,3905514.197623998,33547177.15625,386021.4335117415,3385892.575326785,3452692.7022016943,0.3412016474225837,0.3143884619952567,0.1072698611634339,0.901159894964257,0.9494721463734762
t4,4,raw,k,49,32,3905514.197623998,33547177.15625,264055.7046976723,3554879.991075963,3598169.273029417,0.3412016474225837,0.2600211452468119,0.0887196431229191,0.9323890040245364,0.9656728204930448
t4,4,raw,k,49,64,3905514.197623998,33547177.15625,112742.72251453625,3751431.747606486,3772101.654533863,0.3412016474225837,0.1699046044584997,0.0579717309459225,0.9711324253838008,0.9854753210765732
t4,4,raw,v,40,0,5456112.822793588,30230978.28610229,883849.7337513492,3522389.794048883,4047326.450043745,0.4248303843544573,0.4024830047998359,0.1709870096252511,0.8380074308472953,0.9232256395284416
t4,4,raw,v,40,1,5456112.822793588,30230978.28610229,818614.405450102,3773137.798321001,4205318.136666633,0.4248303843544573,0.3873450588796356,0.1645559502416355,0.8499638053615316,0.9268423121507076
t4,4,raw,v,40,2,5456112.822793588,30230978.28610229,781116.3895982355,3904462.6953119263,4289729.595180139,0.4248303843544573,0.3783695723284528,0.1607428908403282,0.8568364667359838,0.929410569628979
t4,4,raw,v,40,4,5456112.822793588,30230978.28610229,726826.7008385956,4059319.416943632,4394302.751160592,0.4248303843544573,0.364983948785348,0.1550562712456869,0.8667867171290544,0.9337308130654174
t4,4,raw,v,40,8,5456112.822793588,30230978.28610229,650639.0598095916,4261993.517687872,4533733.655266956,0.4248303843544573,0.3453252976101402,0.1467046789110332,0.8807504388304681,0.9401733560687924
t4,4,raw,v,40,16,5456112.822793588,30230978.28610229,543089.0456350343,4522297.135023192,4717660.501181364,0.4248303843544573,0.315495994878365,0.1340322847664676,0.9004622772157107,0.9497416112548444
t4,4,raw,v,40,32,5456112.822793588,30230978.28610229,400206.62243790063,4828757.362057328,4942331.785462603,0.4248303843544573,0.2708323039996576,0.1150577918037777,0.926649863110237,0.9628808159568016
t4,4,raw,v,40,64,5456112.822793588,30230978.28610229,216137.36922647295,5151614.775105357,5195795.163077608,0.4248303843544573,0.1990321614686691,0.084554909655633,0.9603861987011096,0.9800283976416418
t4,4,raw,v,41,0,5327672.857668564,30230978.28610229,1286142.0217690617,3522389.794048883,3781960.3801944703,0.4198002317834607,0.4913327229966978,0.2062615909968126,0.7585921553126502,0.8730306542287823
t4,4,raw,v,41,1,5327672.857668564,30230978.28610229,1223318.1458181292,3671444.907347277,3887899.8712994233,0.4198002317834607,0.479182483656591,0.2011609177056113,0.7703841473567009,0.8790787643550024
t4,4,raw,v,41,2,5327672.857668564,30230978.28610229,1152405.1751176026,3779937.939473949,3977602.8441334143,0.4198002317834607,0.4650865982638844,0.1952434617505599,0.7836944561153282,0.886360324998134
t4,4,raw,v,41,4,5327672.857668564,30230978.28610229,1063603.3416157514,3933208.61561805,4098639.0718400776,0.4198002317834607,0.4468081351824124,0.1875701587123125,0.800362490334815,0.8953594263156666
t4,4,raw,v,41,8,5327672.857668564,30230978.28610229,949815.2340219608,4143000.368895814,4260429.044251278,0.4198002317834607,0.4222316561729958,0.1772529471277381,0.821720428525409,0.9068324991345692
t4,4,raw,v,41,16,5327672.857668564,30230978.28610229,794058.4251097017,4405441.521914981,4469528.01937972,0.4198002317834607,0.3860623538958805,0.1620690656483591,0.8509558589043719,0.9225675378228794
t4,4,raw,v,41,32,5327672.857668564,30230978.28610229,589251.2646819449,4692350.4146721065,4715386.021215744,0.4198002317834607,0.3325687874153311,0.1396124540409004,0.8893980016370964,0.9430902577793168
t4,4,raw,v,41,64,5327672.857668564,30230978.28610229,318830.24104400305,5003160.737133995,5006001.720717438,0.4198002317834607,0.2446307118384752,0.1026960295311448,0.9401558148254008,0.969616488144606
t4,4,raw,v,42,0,5503372.123537824,30230978.28610229,939228.5282213296,3522389.794048883,4043266.7305616736,0.4266662974944997,0.4131152222058188,0.1762623422971742,0.8293358131818369,0.9183310008610364
t4,4,raw,v,42,1,5503372.123537824,30230978.28610229,859088.0086623617,3769410.766428113,4206847.497991212,0.4266662974944997,0.3950975973921993,0.1685748290283021,0.8438978885349115,0.92364608885224
t4,4,raw,v,42,2,5503372.123537824,30230978.28610229,809949.6655523684,3919238.68744085,4306330.6073140055,0.4266662974944997,0.3836317786777458,0.1636827506096631,0.8528266583885491,0.9272398158412836
t4,4,raw,v,42,4,5503372.123537824,30230978.28610229,748699.5135886054,4081100.8198464215,4417886.773462594,0.4266662974944997,0.368841123021828,0.1573720763234366,0.8639562259679967,0.932205110317472
t4,4,raw,v,42,8,5503372.123537824,30230978.28610229,667103.9601001982,4278758.546069309,4557513.390150085,0.4266662974944997,0.3481627624490385,0.1485493167795883,0.8787826908438543,0.9391925170116842
t4,4,raw,v,42,16,5503372.123537824,30230978.28610229,558238.6799337296,4530536.957201839,4737835.221640348,0.4266662974944997,0.3184897960554501,0.1358888620727572,0.8985642498085578,0.948834950572986
t4,4,raw,v,42,32,5503372.123537824,30230978.28610229,412365.497195113,4839818.87258096,4965412.773982763,0.4266662974944997,0.273732724755622,0.1167925281745622,0.9250703953978628,0.9621136205850236
t4,4,raw,v,42,64,5503372.123537824,30230978.28610229,223303.5398108164,5176976.883548051,5228522.785620511,0.4266662974944997,0.2014342723006144,0.085945215151002,0.959424233942722,0.9795496466276136
t4,4,raw,v,43,0,3681691.9828980863,30230978.28610229,2434122.94573544,3522389.794048883,2384979.468388751,0.3489776591897261,0.8131066805202304,0.2837560660394785,0.3388575260933719,0.6622808716664568
t4,4,raw,v,43,1,3681691.9828980863,30230978.28610229,2263937.8025693484,3370711.511961624,2394232.896391347,0.3489776591897261,0.7841669236792354,0.2736567374395882,0.3850822358074443,0.6796446077635789
t4,4,raw,v,43,2,3681691.9828980863,30230978.28610229,2149530.3908522464,3317909.3295932114,2425035.494148195,0.3489776591897261,0.764096251182869,0.2666525211334426,0.4161569189282861,0.6938444469231387
t4,4,raw,v,43,4,3681691.9828980863,30230978.28610229,2011938.8836414963,3261570.124635488,2465661.661026165,0.3489776591897261,0.7392369493494033,0.2579771801705089,0.4535287327165876,0.7115352106123888
t4,4,raw,v,43,8,3681691.9828980863,30230978.28610229,1807755.1861261905,3201360.1112657487,2537648.509336129,0.3489776591897261,0.7007225312420385,0.2445365086943463,0.5089879342097503,0.7391634384319987
t4,4,raw,v,43,16,3681691.9828980863,30230978.28610229,1521269.3497454422,3167209.340719849,2663816.0135398805,0.3489776591897261,0.6428051265545152,0.2243246283801503,0.5868015692752337,0.7800853369500889
t4,4,raw,v,43,32,3681691.9828980863,30230978.28610229,1120944.2271586824,3189903.351090044,2875325.591187492,0.3489776591897261,0.5517829496477876,0.1925599221488874,0.6955355764779871,0.839024304323998
t4,4,raw,v,43,64,3681691.9828980863,30230978.28610229,609437.330580536,3344577.8250970244,3208416.2757237405,0.3489776591897261,0.4068560708213893,0.1419836792223779,0.8344681376357805,0.9143160255133658
t4,4,raw,v,44,0,5909732.044841871,30230978.28610229,1520035.8751180582,3522389.794048883,3956043.050096132,0.4421379509860761,0.5071577005843486,0.2242336665631738,0.7427910667379962,0.867078478817742
t4,4,raw,v,44,1,5909732.044841871,30230978.28610229,1394620.191695938,3757285.3071415946,4136198.585583896,0.4421379509860761,0.485784976358616,0.2147839740670179,0.7640129567442588,0.877769325131312
t4,4,raw,v,44,2,5909732.044841871,30230978.28610229,1306821.7530700788,3911752.9290781766,4257331.704551816,0.4421379509860761,0.4702451040551071,0.2079132067681592,0.7788695421122015,0.8854578364269415
t4,4,raw,v,44,4,5909732.044841871,30230978.28610229,1198334.181171054,4124338.0583601072,4417868.018351354,0.4421379509860761,0.4503032471835625,0.1990961550321169,0.7972269855759393,0.8948530333612836
t4,4,raw,v,44,8,5909732.044841871,30230978.28610229,1048847.1770368442,4425673.62258938,4643279.270158872,0.4421379509860761,0.4212813290847327,0.1862644636302146,0.8225220417646011,0.9079276005256453
t4,4,raw,v,44,16,5909732.044841871,30230978.28610229,853553.8246273361,4757294.1508118585,4906736.194404915,0.4421379509860761,0.3800419706761758,0.1680309782034748,0.8555681005245687,0.9253985435077948
t4,4,raw,v,44,32,5909732.044841871,30230978.28610229,610737.6239620075,5141857.472037226,5220426.000379875,0.4421379509860761,0.3214722150454069,0.1421350664591314,0.8966556149537996,0.9470262824939156
t4,4,raw,v,44,64,5909732.044841871,30230978.28610229,316565.8583890271,5531566.212690622,5562366.205559626,0.4421379509860761,0.2314451808254935,0.1023306980157855,0.9464331282726546,0.972862862633698
t4,4,raw,v,45,0,5540396.3729580045,30230978.28610229,1157088.8385574576,3522389.794048883,3952848.73375012,0.4280991026235934,0.4569965632166313,0.1956398186151061,0.7911541412081875,0.8947898932189253
t4,4,raw,v,45,1,5540396.3729580045,30230978.28610229,1065145.912173513,3751056.201335229,4113153.3536631465,0.4280991026235934,0.4384641946891927,0.1877061282790199,0.8077491499755577,0.9022516775404532
t4,4,raw,v,45,2,5540396.3729580045,30230978.28610229,1008463.1399536766,3879455.764454328,4205694.52042377,0.4280991026235934,0.4266380605164616,0.1826433708521675,0.8179799653187521,0.9071558475516444
t4,4,raw,v,45,4,5540396.3729580045,30230978.28610229,929430.4893818347,4050807.284331739,4330886.604878947,0.4280991026235934,0.4095793377219227,0.1753405469319208,0.8322447661112712,0.9141881836563848
t4,4,raw,v,45,8,5540396.3729580045,30230978.28610229,813606.8302637944,4280407.221934095,4503598.369608685,0.4280991026235934,0.3832100363186738,0.1640518726643788,0.8531500680646407,0.9247975936448356
t4,4,raw,v,45,16,5540396.3729580045,30230978.28610229,666579.6375685744,4541309.552557498,4707563.205841705,0.4280991026235934,0.3468611049897408,0.148490927781136,0.8796873738452959,0.938501970033644
t4,4,raw,v,45,32,5540396.3729580045,30230978.28610229,480098.67792437295,4861644.202257484,4960970.988868311,0.4280991026235934,0.294370873709519,0.1260199068735682,0.9133457887114944,0.9558828795853552
t4,4,raw,v,45,64,5540396.3729580045,30230978.28610229,247058.82856981584,5207920.983625487,5250629.333933815,0.4280991026235934,0.2111688091478976,0.0904011776983078,0.9554077340430588,0.9774819560067544
t4,4,raw,v,46,0,5132729.682641402,30230978.28610229,1020216.4516528976,3522389.794048883,3817451.5696237534,0.4120482705043931,0.4458327471744052,0.183704612407436,0.8012331615469228,0.8978021327025919
t4,4,raw,v,46,1,5132729.682641402,30230978.28610229,967802.2853814344,3614545.5733852834,3889736.498322055,0.4120482705043931,0.4342293008747754,0.1789234324277829,0.8114449142618038,0.9030652549197328
t4,4,raw,v,46,2,5132729.682641402,30230978.28610229,926946.4055289504,3694366.175606668,3950074.7692520767,0.4120482705043931,0.4249649539302009,0.1751060742919183,0.8194047879311022,0.907112497430541
t4,4,raw,v,46,4,5132729.682641402,30230978.28610229,840749.3513559401,3846703.097202949,4069341.734344617,0.4120482705043931,0.4047241076419602,0.1667658685853035,0.836198396693419,0.9158105297501874
t4,4,raw,v,46,8,5132729.682641402,30230978.28610229,747451.2527813856,4047131.18844527,4216204.840277195,0.4120482705043931,0.3816077980290703,0.1572408331888681,0.8543754884834043,0.925068440843944
t4,4,raw,v,46,16,5132729.682641402,30230978.28610229,625228.5404255921,4286477.696408942,4396989.436981246,0.4120482705043931,0.3490158907871206,0.1438113941773831,0.8781879079780727,0.9374129349337592
t4,4,raw,v,46,32,5132729.682641402,30230978.28610229,463799.0401505346,4553851.055258587,4611390.91349642,0.4120482705043931,0.3006012114331357,0.1238622092825489,0.9096389116849312,0.9538241896896296
t4,4,raw,v,46,64,5132729.682641402,30230978.28610229,248686.25295224975,4845713.761979759,4864878.630450085,0.4120482705043931,0.2201160410354571,0.0906984340189341,0.951548928478877,0.975481270664904
t4,4,raw,v,47,0,3397337.6194830835,30230978.28610229,2581499.821702227,3522389.794048883,2169113.8195875064,0.3352302905149905,0.8716992967199504,0.2922200084811419,0.2401403360979439,0.6270386052803223
t4,4,raw,v,47,1,3397337.6194830835,30230978.28610229,2382884.717013575,3333454.122799881,2173953.565168641,0.3352302905149905,0.8374948822539972,0.2807536526828252,0.2986023221983633,0.6460017108404734
t4,4,raw,v,47,2,3397337.6194830835,30230978.28610229,2241213.908887051,3262660.0823942125,2209391.9267485663,0.3352302905149905,0.8122174212136163,0.272279882074777,0.340302860677103,0.6636169862234047
t4,4,raw,v,47,4,3397337.6194830835,30230978.28610229,2084238.0103207547,3188988.633995846,2251044.1564090885,0.3352302905149905,0.7832570305987275,0.2625714819155202,0.3865084240176639,0.6838930250245977
t4,4,raw,v,47,8,3397337.6194830835,30230978.28610229,1864606.956466589,3093672.010185875,2313201.348386999,0.3352302905149905,0.7408397832135599,0.2483519357517442,0.4511564156080856,0.7135213106306048
t4,4,raw,v,47,16,3397337.6194830835,30230978.28610229,1571332.1004248988,2988981.119084738,2407493.341114834,0.3352302905149905,0.6800872567586533,0.2279858486587463,0.5374813231944895,0.7554994537218167
t4,4,raw,v,47,32,3397337.6194830835,30230978.28610229,1165465.641572399,2933995.130312428,2582933.562790696,0.3352302905149905,0.5857069580076525,0.1963467136895567,0.656947359341422,0.8181146829143292
t4,4,raw,v,47,64,3397337.6194830835,30230978.28610229,639802.6553748813,3046721.973041281,2902128.4964554235,0.3352302905149905,0.4339639614475405,0.1454778648690951,0.8116752801647575,0.9020505406927368
t4,4,raw,v,48,0,5542347.542162165,30230978.28610229,1041519.1664449888,3522389.794048883,4011609.112291448,0.4281744781202585,0.4334976579633277,0.1856126334648022,0.8120797805403097,0.9079313755452386
t4,4,raw,v,48,1,5542347.542162165,30230978.28610229,964191.5532805548,3788986.623498216,4183571.345762312,0.4281744781202585,0.4170948077822094,0.178589351648817,0.8260319213211218,0.9129327058906342
t4,4,raw,v,48,2,5542347.542162165,30230978.28610229,908921.5765813924,3970292.611674227,4301859.312668942,0.4281744781202585,0.4049639172736875,0.1733952139361967,0.83600422570635,0.9170606687801364
t4,4,raw,v,48,4,5542347.542162165,30230978.28610229,851916.2350420803,4118152.7827131823,4404292.079085968,0.4281744781202585,0.3920591279845803,0.1678697125170813,0.8462896401639705,0.9218876715719592
