part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t3,3,raw,47,oracle_r4,0.3735935936499806,0.42025339525323196,0.15700397617626063,0.8233870837781307,0.9098217453926603
t3,3,raw,47,oracle_r8,0.3735935936499806,0.39429676715579304,0.14730674620630238,0.8445300594104903,0.9190020777243966
t3,3,raw,47,position_r4,0.3735935936499806,0.5629727957847892,0.21032302990441604,0.6830616312062581,0.826999993932373
t3,3,raw,47,position_r8,0.3735935936499806,0.5761811104233041,0.21525757163627848,0.6680153279913683,0.8174567261266247
t3,3,raw,47,cached_prefix_r4,0.3735935936499806,0.6141073197810156,0.22942656048374746,0.6228721997913774,0.8026700192408307
t3,3,raw,47,cached_prefix_r8,0.3735935936499806,0.5973728797537342,0.22317468089623532,0.6431456425347306,0.8139680371580327
t3,3,raw,48,mean,0.4416902155636413,0.3630204812571215,0.1603425946204748,0.8682161301878479,0.9379965220953935
t3,3,raw,48,oracle_r4,0.4416902155636413,0.3006800716230877,0.13280744565089272,0.9095914945287349,0.9537345232452349
t3,3,raw,48,oracle_r8,0.4416902155636413,0.2913550699237843,0.1286886836401961,0.9151122232297068,0.9566154601768538
t3,3,raw,48,position_r4,0.4416902155636413,0.3079170855159266,0.1360039638772578,0.9051870684473775,0.9523712376120297
t3,3,raw,48,position_r8,0.4416902155636413,0.3064174809510224,0.13534160321372504,0.9061083273676298,0.9524972007306775
t3,3,raw,48,cached_prefix_r4,0.4416902155636413,0.3515532083728874,0.15527761238831034,0.8764103416827292,0.9417922347054943
t3,3,raw,48,cached_prefix_r8,0.4416902155636413,0.35057837076710735,0.15484703615607381,0.8770948059502806,0.9420066829470849
t3,3,raw,49,mean,0.3560013109385566,0.7210669228670074,0.2567007698150856,0.48006249274710533,0.7480456753923698
t3,3,raw,49,oracle_r4,0.3560013109385566,0.44555050587649053,0.15861656418136766,0.8014847467132034,0.8954705310741419
t3,3,raw,49,oracle_r8,0.3560013109385566,0.4200583123591049,0.149541309870479,0.8235510142180207,0.9075140582645048
t3,3,raw,49,position_r4,0.3560013109385566,0.6173682709439183,0.2197839137879049,0.6188564180317166,0.7946864775151633
t3,3,raw,49,position_r8,0.3560013109385566,0.6109916508364286,0.21751382867028138,0.6266892026081758,0.7974580868457204
t3,3,raw,49,cached_prefix_r4,0.3560013109385566,0.6676304074253803,0.237677300265878,0.5542696390810208,0.7828353691362486
t3,3,raw,49,cached_prefix_r8,0.3560013109385566,0.6559779647962544,0.23352901541427284,0.5696929097017641,0.7871190868788841
