part,example,target,source,kind,context_index,prefix_tokens,layer,rank,original_gap,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t3,0,3,raw,k,43,742,0,4,0.0009275902218450685,2.5367884635925293,2948301.75,2.036802053451538,0.5853798389434814,0.5426831245422363,0.8960500843952128,0.0008311672965684479,0.197094246255332,0.4453334420117688
t3,0,3,raw,k,43,742,0,8,0.0009275902218450685,2.5367884635925293,2948301.75,1.897951364517212,0.7387241125106812,0.6887805461883545,0.864968740656155,0.0008023365460342924,0.25182907768770524,0.503150151731704
t3,0,3,raw,k,43,742,0,16,0.0009275902218450685,2.5367884635925293,2948301.75,1.8035037517547607,0.8237338662147522,0.778509259223938,0.8431724309317885,0.0007821185022616634,0.28906025171657834,0.5385526837855571
t3,0,3,raw,k,43,742,0,32,0.0009275902218450685,2.5367884635925293,2948301.75,1.742464542388916,0.8763145208358765,0.8353192806243896,0.8287811172871511,0.0007687692604453922,0.31312185962826156,0.5602480772267633
t3,0,3,raw,k,44,495,0,0,0.0009126443966445714,2.4549336433410645,2947383.0,2.21465802192688,0.4768845736980438,0.35858023166656494,0.9498028274224454,0.0008668322283642655,0.09787458902032853,0.3314055884500222
t3,0,3,raw,k,44,495,0,1,0.0009126443966445714,2.4549336433410645,2947383.0,2.1489152908325195,0.4201570451259613,0.3630877733230591,0.9355990437184747,0.0008538692247556852,0.1246544293930757,0.35750812862628983
t3,0,3,raw,k,44,495,0,2,0.0009126443966445714,2.4549336433410645,2947383.0,2.1196882724761963,0.42904847860336304,0.38214704394340515,0.9292148027696504,0.0008480426830269121,0.1365598503137596,0.37235521653945824
t3,0,3,raw,k,44,495,0,4,0.0009126443966445714,2.4549336433410645,2947383.0,2.0824079513549805,0.4155009388923645,0.39401352405548096,0.9210072053857524,0.000840552065264583,0.15174572762752636,0.3901263146438503
t3,0,3,raw,k,44,495,0,8,0.0009126443966445714,2.4549336433410645,2947383.0,1.9728751182556152,0.5720145106315613,0.5270366668701172,0.8964579416260616,0.0008181473172525513,0.19636315889556477,0.44475150778340555
t3,0,3,raw,k,44,495,0,16,0.0009126443966445714,2.4549336433410645,2947383.0,1.9385716915130615,0.5978692770004272,0.5571157336235046,0.8886301710132387,0.0008110033462645394,0.21033641916498214,0.4598566026075304
t3,0,3,raw,k,44,495,0,32,0.0009126443966445714,2.4549336433410645,2947383.0,1.908796787261963,0.6216216087341309,0.5838794112205505,0.8817794409250691,0.0008047510658366471,0.22246501756187254,0.47265061911364625
t3,0,3,raw,k,45,1003,0,0,0.0009334943085512165,2.5701630115509033,2949424.75,2.1341605186462402,0.4768845736980438,0.4564434587955475,0.911240903703639,0.000850638197326414,0.1696400154173754,0.4122873559641482
t3,0,3,raw,k,45,1003,0,1,0.0009334943085512165,2.5701630115509033,2949424.75,2.130246639251709,0.4509159326553345,0.4454162120819092,0.9104049488564678,0.000849857838234374,0.17116282909765224,0.41374989371318077
t3,0,3,raw,k,45,1003,0,2,0.0009334943085512165,2.5701630115509033,2949424.75,2.107964038848877,0.45544230937957764,0.458820641040802,0.905630966939954,0.000845401353286182,0.17983255171940382,0.4240781789388139
t3,0,3,raw,k,45,1003,0,4,0.0009334943085512165,2.5701630115509033,2949424.75,1.8443001508712769,0.8578367233276367,0.7918498516082764,0.8471015303236709,0.0007907644573221724,0.282418997323295,0.5332860066863467
t3,0,3,raw,k,45,1003,0,8,0.0009334943085512165,2.5701630115509033,2949424.75,1.4288012981414795,1.2200818061828613,1.1807218790054321,0.7455994577253977,0.000696012850245532,0.44408144863959287,0.6667650094359131
t3,0,3,raw,k,45,1003,0,16,0.0009334943085512165,2.5701630115509033,2949424.75,0.636358380317688,1.9454681873321533,1.9396365880966187,0.4975887459881156,0.00046449626237904287,0.7524054398659745,0.8674170740134969
