target,source,kind,layer,rank,subspace_overlap
4,preprocess,k,19,2,0.47311457991600037
4,preprocess,k,19,4,0.298020601272583
4,preprocess,k,19,8,0.24587604403495789
4,preprocess,k,19,16,0.14832915365695953
4,preprocess,k,19,32,0.08034151047468185
4,preprocess,k,20,1,0.059306420385837555
4,preprocess,k,20,2,0.4827098548412323
4,preprocess,k,20,4,0.3421712815761566
4,preprocess,k,20,8,0.26536962389945984
4,preprocess,k,20,16,0.16465014219284058
4,preprocess,k,20,32,0.0894843190908432
4,preprocess,k,21,1,0.07119673490524292
4,preprocess,k,21,2,0.484424889087677
4,preprocess,k,21,4,0.35405924916267395
4,preprocess,k,21,8,0.2776280343532562
4,preprocess,k,21,16,0.17038613557815552
4,preprocess,k,21,32,0.09279842674732208
4,preprocess,k,22,1,0.002485045697540045
4,preprocess,k,22,2,0.4792654514312744
4,preprocess,k,22,4,0.3405526876449585
4,preprocess,k,22,8,0.26096034049987793
4,preprocess,k,22,16,0.16295716166496277
4,preprocess,k,22,32,0.08815733343362808
4,preprocess,k,23,1,0.0036069792695343494
4,preprocess,k,23,2,0.4719833731651306
4,preprocess,k,23,4,0.37644463777542114
4,preprocess,k,23,8,0.272408127784729
4,preprocess,k,23,16,0.1721431463956833
4,preprocess,k,23,32,0.09285935759544373
4,preprocess,k,24,1,0.010466010309755802
4,preprocess,k,24,2,0.4904567003250122
4,preprocess,k,24,4,0.37504416704177856
4,preprocess,k,24,8,0.2807862162590027
4,preprocess,k,24,16,0.17330573499202728
4,preprocess,k,24,32,0.09417291730642319
4,preprocess,k,25,1,0.03393403813242912
4,preprocess,k,25,2,0.496280312538147
4,preprocess,k,25,4,0.3659074902534485
4,preprocess,k,25,8,0.2732062339782715
4,preprocess,k,25,16,0.16250362992286682
4,preprocess,k,25,32,0.08803760260343552
4,preprocess,k,26,1,0.020802205428481102
4,preprocess,k,26,2,0.49443814158439636
4,preprocess,k,26,4,0.36348915100097656
4,preprocess,k,26,8,0.2738194763660431
4,preprocess,k,26,16,0.16622738540172577
4,preprocess,k,26,32,0.0897834450006485
4,preprocess,k,27,1,0.00022997372434474528
4,preprocess,k,27,2,0.48864686489105225
4,preprocess,k,27,4,0.36024463176727295
4,preprocess,k,27,8,0.26756739616394043
4,preprocess,k,27,16,0.16127876937389374
4,preprocess,k,27,32,0.0866086483001709
4,preprocess,k,28,1,0.027235010638833046
4,preprocess,k,28,2,0.48695051670074463
4,preprocess,k,28,4,0.36598408222198486
4,preprocess,k,28,8,0.2752152681350708
4,preprocess,k,28,16,0.1635657250881195
4,preprocess,k,28,32,0.08805271983146667
4,preprocess,k,29,1,0.004190284758806229
4,preprocess,k,29,2,0.4884651303291321
4,preprocess,k,29,4,0.3463432192802429
4,preprocess,k,29,8,0.25686144828796387
4,preprocess,k,29,16,0.15266580879688263
4,preprocess,k,29,32,0.08225086331367493
4,preprocess,k,30,1,0.0019208353478461504
4,preprocess,k,30,2,0.4870651364326477
4,preprocess,k,30,4,0.3285665512084961
4,preprocess,k,30,8,0.24766063690185547
4,preprocess,k,30,16,0.14560295641422272
4,preprocess,k,30,32,0.07866556197404861
4,preprocess,k,31,1,0.00492184329777956
4,preprocess,k,31,2,0.4831714332103729
4,preprocess,k,31,4,0.3147357106208801
4,preprocess,k,31,8,0.2409784495830536
4,preprocess,k,31,16,0.1431182324886322
4,preprocess,k,31,32,0.07745368778705597
4,preprocess,k,32,1,0.0005648873629979789
4,preprocess,k,32,2,0.48527613282203674
4,preprocess,k,32,4,0.3206518888473511
4,preprocess,k,32,8,0.2442013919353485
4,preprocess,k,32,16,0.14521579444408417
4,preprocess,k,32,32,0.07847817242145538
4,preprocess,k,33,1,0.0015958071453496814
4,preprocess,k,33,2,0.4785327613353729
4,preprocess,k,33,4,0.32412025332450867
4,preprocess,k,33,8,0.24032413959503174
4,preprocess,k,33,16,0.14298269152641296
4,preprocess,k,33,32,0.07678541541099548
4,preprocess,k,34,1,5.508368121809326e-05
4,preprocess,k,34,2,0.4720722436904907
4,preprocess,k,34,4,0.3289254307746887
4,preprocess,k,34,8,0.2431434988975525
4,preprocess,k,34,16,0.14395201206207275
4,preprocess,k,34,32,0.07800618559122086
4,preprocess,k,35,1,0.00020563598081935197
4,preprocess,k,35,2,0.47699451446533203
4,preprocess,k,35,4,0.34103986620903015
4,preprocess,k,35,8,0.2523180842399597
4,preprocess,k,35,16,0.15326841175556183
4,preprocess,k,35,32,0.08266934007406235
4,preprocess,k,36,1,0.030438389629125595
4,preprocess,k,36,2,0.46744459867477417
4,preprocess,k,36,4,0.33472809195518494
4,preprocess,k,36,8,0.2458755075931549
4,preprocess,k,36,16,0.15496961772441864
4,preprocess,k,36,32,0.08446532487869263
4,preprocess,k,37,1,0.03217160329222679
4,preprocess,k,37,2,0.4870685636997223
4,preprocess,k,37,4,0.3372061848640442
4,preprocess,k,37,8,0.2566707730293274
4,preprocess,k,37,16,0.15943096578121185
4,preprocess,k,37,32,0.08641727268695831
4,preprocess,k,38,1,0.015751913189888
4,preprocess,k,38,2,0.47718489170074463
4,preprocess,k,38,4,0.3421071469783783
4,preprocess,k,38,8,0.2816876769065857
4,preprocess,k,38,16,0.1709282249212265
4,preprocess,k,38,32,0.09113939851522446
4,preprocess,k,39,1,0.02405942603945732
4,preprocess,k,39,2,0.4868544340133667
4,preprocess,k,39,4,0.3473951816558838
4,preprocess,k,39,8,0.2630770206451416
4,preprocess,k,39,16,0.17654095590114594
4,preprocess,k,39,32,0.09534633159637451
4,preprocess,k,40,1,0.009773117490112782
4,preprocess,k,40,2,0.4815463125705719
4,preprocess,k,40,4,0.33973056077957153
4,preprocess,k,40,8,0.24787868559360504
4,preprocess,k,40,16,0.1587335765361786
4,preprocess,k,40,32,0.08544546365737915
4,preprocess,k,41,1,0.014395094476640224
4,preprocess,k,41,2,0.4683613181114197
4,preprocess,k,41,4,0.35047852993011475
4,preprocess,k,41,8,0.25593090057373047
4,preprocess,k,41,16,0.17163649201393127
4,preprocess,k,41,32,0.09370780736207962
4,preprocess,k,42,1,0.006797015201300383
4,preprocess,k,42,2,0.44700562953948975
4,preprocess,k,42,4,0.3461175262928009
4,preprocess,k,42,8,0.26439470052719116
4,preprocess,k,42,16,0.17705751955509186
4,preprocess,k,42,32,0.09941000491380692
4,preprocess,k,43,1,0.004319185856729746
4,preprocess,k,43,2,0.43705952167510986
4,preprocess,k,43,4,0.3623040020465851
4,preprocess,k,43,8,0.2708229124546051
4,preprocess,k,43,16,0.17726533114910126
4,preprocess,k,43,32,0.09879237413406372
4,preprocess,k,44,1,0.008460943587124348
4,preprocess,k,44,2,0.4475606083869934
4,preprocess,k,44,4,0.34135568141937256
4,preprocess,k,44,8,0.2627919018268585
4,preprocess,k,44,16,0.16166485846042633
4,preprocess,k,44,32,0.08981139212846756
4,preprocess,k,45,1,2.2274910804753745e-08
4,preprocess,k,45,2,0.45799553394317627
4,preprocess,k,45,4,0.436035692691803
4,preprocess,k,45,8,0.33824095129966736
4,preprocess,k,45,16,0.23655399680137634
4,preprocess,k,45,32,0.12986496090888977
4,preprocess,k,46,1,0.00024876644602045417
4,preprocess,k,46,2,0.41900599002838135
4,preprocess,k,46,4,0.37202954292297363
4,preprocess,k,46,8,0.27987658977508545
4,preprocess,k,46,16,0.1856916844844818
4,preprocess,k,46,32,0.10198862850666046
4,preprocess,k,47,1,0.004025809001177549
4,preprocess,k,47,2,0.4371878504753113
4,preprocess,k,47,4,0.41618621349334717
4,preprocess,k,47,8,0.34373265504837036
4,preprocess,k,47,16,0.22730353474617004
4,preprocess,k,47,32,0.12737393379211426
4,preprocess,k,48,1,0.0035123671405017376
4,preprocess,k,48,2,0.43611401319503784
4,preprocess,k,48,4,0.4287973940372467
4,preprocess,k,48,8,0.35365769267082214
4,preprocess,k,48,16,0.2350751906633377
4,preprocess,k,48,32,0.13281168043613434
4,preprocess,k,49,1,0.0019220731919631362
4,preprocess,k,49,2,0.42158856987953186
4,preprocess,k,49,4,0.40459853410720825
4,preprocess,k,49,8,0.32900893688201904
4,preprocess,k,49,16,0.21580295264720917
4,preprocess,k,49,32,0.1188877522945404
4,preprocess,k,50,1,1.432038857274165e-06
4,preprocess,k,50,2,0.428989052772522
4,preprocess,k,50,4,0.42349478602409363
4,preprocess,k,50,8,0.33392685651779175
4,preprocess,k,50,16,0.21764595806598663
4,preprocess,k,50,32,0.12109237909317017
4,preprocess,k,51,1,0.002813207684084773
4,preprocess,k,51,2,0.43324390053749084
4,preprocess,k,51,4,0.42265671491622925
4,preprocess,k,51,8,0.3324371874332428
4,preprocess,k,51,16,0.21541759371757507
4,preprocess,k,51,32,0.11987027525901794
4,preprocess,k,52,1,0.003535401076078415
4,preprocess,k,52,2,0.4420151114463806
4,preprocess,k,52,4,0.43667513132095337
4,preprocess,k,52,8,0.3618219494819641
4,preprocess,k,52,16,0.24489513039588928
4,preprocess,k,52,32,0.13639333844184875
4,preprocess,k,53,1,0.001981952926144004
4,preprocess,k,53,2,0.43083345890045166
4,preprocess,k,53,4,0.4180030822753906
4,preprocess,k,53,8,0.3177330493927002
4,preprocess,k,53,16,0.216737300157547
4,preprocess,k,53,32,0.11984811723232269
4,preprocess,k,54,1,0.0017735627479851246
4,preprocess,k,54,2,0.42562228441238403
4,preprocess,k,54,4,0.40595144033432007
4,preprocess,k,54,8,0.3033597767353058
4,preprocess,k,54,16,0.2044273316860199
4,preprocess,k,54,32,0.11173205077648163
4,preprocess,k,55,1,0.004118373617529869
4,preprocess,k,55,2,0.4095597267150879
4,preprocess,k,55,4,0.3834080100059509
4,preprocess,k,55,8,0.2936026453971863
4,preprocess,k,55,16,0.19330191612243652
4,preprocess,k,55,32,0.1062571257352829
4,preprocess,k,56,1,0.0039611924439668655
4,preprocess,k,56,2,0.41694092750549316
4,preprocess,k,56,4,0.376965194940567
4,preprocess,k,56,8,0.2805345058441162
4,preprocess,k,56,16,0.18467330932617188
4,preprocess,k,56,32,0.10141561925411224
4,preprocess,k,57,1,0.005974045488983393
4,preprocess,k,57,2,0.412320613861084
4,preprocess,k,57,4,0.4000605344772339
4,preprocess,k,57,8,0.3077678382396698
4,preprocess,k,57,16,0.2026442587375641
4,preprocess,k,57,32,0.11164988577365875
4,preprocess,k,58,1,0.004567607305943966
4,preprocess,k,58,2,0.4227418601512909
4,preprocess,k,58,4,0.4282330274581909
4,preprocess,k,58,8,0.33707934617996216
4,preprocess,k,58,16,0.22044003009796143
4,preprocess,k,58,32,0.12266808748245239
4,preprocess,k,59,1,0.005432237405329943
4,preprocess,k,59,2,0.4234081506729126
4,preprocess,k,59,4,0.4221748113632202
4,preprocess,k,59,8,0.329463392496109
4,preprocess,k,59,16,0.21999233961105347
4,preprocess,k,59,32,0.12225757539272308
4,preprocess,k,60,1,0.0021048937924206257
4,preprocess,k,60,2,0.4066195785999298
4,preprocess,k,60,4,0.36708518862724304
4,preprocess,k,60,8,0.2791817784309387
4,preprocess,k,60,16,0.18324404954910278
4,preprocess,k,60,32,0.10091549903154373
4,preprocess,k,61,1,0.003692342434078455
4,preprocess,k,61,2,0.3987544775009155
4,preprocess,k,61,4,0.3500383198261261
4,preprocess,k,61,8,0.27043667435646057
4,preprocess,k,61,16,0.17119203507900238
4,preprocess,k,61,32,0.09520173072814941
4,preprocess,k,62,1,0.001180183026008308
4,preprocess,k,62,2,0.4144877791404724
4,preprocess,k,62,4,0.3512439727783203
4,preprocess,k,62,8,0.2727717161178589
4,preprocess,k,62,16,0.1770988404750824
4,preprocess,k,62,32,0.09793498367071152
4,preprocess,k,63,1,0.0002758409536909312
4,preprocess,k,63,2,0.42452189326286316
4,preprocess,k,63,4,0.25335514545440674
4,preprocess,k,63,8,0.2196633219718933
4,preprocess,k,63,16,0.13268297910690308
4,preprocess,k,63,32,0.07277099788188934
5,preprocess,k,0,1,0.007592424284666777
5,preprocess,k,0,2,0.008794707246124744
5,preprocess,k,0,4,0.048162125051021576
5,preprocess,k,0,8,0.26259055733680725
5,preprocess,k,0,16,0.14521346986293793
5,preprocess,k,0,32,0.13818573951721191
5,preprocess,k,1,1,0.24117419123649597
5,preprocess,k,1,2,0.24563920497894287
5,preprocess,k,1,4,0.30034705996513367
5,preprocess,k,1,8,0.25154244899749756
5,preprocess,k,1,16,0.15613512694835663
5,preprocess,k,1,32,0.08384273946285248
5,preprocess,k,2,1,0.19511258602142334
5,preprocess,k,2,2,0.6426154971122742
5,preprocess,k,2,4,0.5050491094589233
5,preprocess,k,2,8,0.3354876935482025
5,preprocess,k,2,16,0.21148759126663208
5,preprocess,k,2,32,0.11914388835430145
5,preprocess,k,3,1,0.22017471492290497
5,preprocess,k,3,2,0.7500234246253967
5,preprocess,k,3,4,0.542149007320404
5,preprocess,k,3,8,0.3500458002090454
5,preprocess,k,3,16,0.21525068581104279
5,preprocess,k,3,32,0.1201457604765892
5,preprocess,k,4,1,0.1881779581308365
5,preprocess,k,4,2,0.6864211559295654
5,preprocess,k,4,4,0.514483630657196
5,preprocess,k,4,8,0.3329160809516907
5,preprocess,k,4,16,0.1963377743959427
5,preprocess,k,4,32,0.11383425444364548
5,preprocess,k,5,1,0.1273006647825241
5,preprocess,k,5,2,0.5931593775749207
5,preprocess,k,5,4,0.47796493768692017
5,preprocess,k,5,8,0.30899059772491455
5,preprocess,k,5,16,0.18886837363243103
5,preprocess,k,5,32,0.1076895147562027
5,preprocess,k,6,1,0.3366062045097351
5,preprocess,k,6,2,0.5726867318153381
5,preprocess,k,6,4,0.4945196509361267
5,preprocess,k,6,8,0.33393144607543945
5,preprocess,k,6,16,0.20817109942436218
5,preprocess,k,6,32,0.11943913251161575
5,preprocess,k,7,1,0.6325134038925171
5,preprocess,k,7,2,0.5439102649688721
5,preprocess,k,7,4,0.41682058572769165
5,preprocess,k,7,8,0.30254805088043213
5,preprocess,k,7,16,0.1837768256664276
5,preprocess,k,7,32,0.10471302270889282
5,preprocess,k,8,1,0.6491547226905823
5,preprocess,k,8,2,0.4997154176235199
5,preprocess,k,8,4,0.33685070276260376
5,preprocess,k,8,8,0.26419341564178467
5,preprocess,k,8,16,0.16092607378959656
5,preprocess,k,8,32,0.09197110682725906
5,preprocess,k,9,1,0.6331185102462769
5,preprocess,k,9,2,0.4821556806564331
5,preprocess,k,9,4,0.3286232352256775
5,preprocess,k,9,8,0.2742193341255188
5,preprocess,k,9,16,0.163869708776474
5,preprocess,k,9,32,0.09390905499458313
5,preprocess,k,10,1,0.7731621861457825
5,preprocess,k,10,2,0.5155090093612671
5,preprocess,k,10,4,0.31856805086135864
5,preprocess,k,10,8,0.2695165276527405
5,preprocess,k,10,16,0.16314876079559326
5,preprocess,k,10,32,0.09229038655757904
5,preprocess,k,11,1,0.8055846095085144
5,preprocess,k,11,2,0.4810844659805298
5,preprocess,k,11,4,0.30885446071624756
5,preprocess,k,11,8,0.29133450984954834
5,preprocess,k,11,16,0.17473343014717102
5,preprocess,k,11,32,0.09826885908842087
5,preprocess,k,12,1,0.7970519065856934
5,preprocess,k,12,2,0.4892575144767761
5,preprocess,k,12,4,0.3305943012237549
5,preprocess,k,12,8,0.30288687348365784
5,preprocess,k,12,16,0.18434913456439972
5,preprocess,k,12,32,0.10369004309177399
5,preprocess,k,13,1,0.7974480390548706
5,preprocess,k,13,2,0.4874989092350006
5,preprocess,k,13,4,0.31689128279685974
5,preprocess,k,13,8,0.2833247780799866
5,preprocess,k,13,16,0.1843150407075882
5,preprocess,k,13,32,0.10339583456516266
5,preprocess,k,14,1,0.8057073950767517
5,preprocess,k,14,2,0.47086039185523987
5,preprocess,k,14,4,0.3198443055152893
5,preprocess,k,14,8,0.26697513461112976
5,preprocess,k,14,16,0.17406727373600006
5,preprocess,k,14,32,0.09682905673980713
5,preprocess,k,15,1,0.8341777324676514
5,preprocess,k,15,2,0.47407299280166626
5,preprocess,k,15,4,0.33754298090934753
5,preprocess,k,15,8,0.278350830078125
5,preprocess,k,15,16,0.17745250463485718
5,preprocess,k,15,32,0.09792612493038177
5,preprocess,k,16,1,0.7685416340827942
5,preprocess,k,16,2,0.4784669578075409
5,preprocess,k,16,4,0.3408350944519043
5,preprocess,k,16,8,0.2802897095680237
5,preprocess,k,16,16,0.172441765666008
5,preprocess,k,16,32,0.09492593258619308
5,preprocess,k,17,1,0.8515497446060181
5,preprocess,k,17,2,0.48652052879333496
5,preprocess,k,17,4,0.3602854013442993
5,preprocess,k,17,8,0.29243141412734985
5,preprocess,k,17,16,0.17722764611244202
5,preprocess,k,17,32,0.09848734736442566
5,preprocess,k,18,1,0.8991993069648743
5,preprocess,k,18,2,0.49707940220832825
5,preprocess,k,18,4,0.3910602927207947
5,preprocess,k,18,8,0.3004443049430847
5,preprocess,k,18,16,0.1827894151210785
5,preprocess,k,18,32,0.1016344279050827
5,preprocess,k,19,1,0.7599510550498962
5,preprocess,k,19,2,0.5225139856338501
5,preprocess,k,19,4,0.4054596722126007
5,preprocess,k,19,8,0.29592013359069824
5,preprocess,k,19,16,0.19072167575359344
5,preprocess,k,19,32,0.10497617721557617
5,preprocess,k,20,1,0.896052360534668
5,preprocess,k,20,2,0.5276339054107666
5,preprocess,k,20,4,0.45368692278862
5,preprocess,k,20,8,0.32265013456344604
5,preprocess,k,20,16,0.20030361413955688
5,preprocess,k,20,32,0.11147291958332062
5,preprocess,k,21,1,0.931755006313324
5,preprocess,k,21,2,0.5647862553596497
5,preprocess,k,21,4,0.4376910924911499
5,preprocess,k,21,8,0.3243332803249359
5,preprocess,k,21,16,0.20565621554851532
5,preprocess,k,21,32,0.11468980461359024
5,preprocess,k,22,1,0.8663852214813232
5,preprocess,k,22,2,0.5222488045692444
5,preprocess,k,22,4,0.4297959804534912
5,preprocess,k,22,8,0.3146076798439026
5,preprocess,k,22,16,0.2042958289384842
5,preprocess,k,22,32,0.1133776307106018
5,preprocess,k,23,1,0.8750211000442505
5,preprocess,k,23,2,0.5157105922698975
5,preprocess,k,23,4,0.4598846435546875
5,preprocess,k,23,8,0.3383670151233673
5,preprocess,k,23,16,0.21256273984909058
5,preprocess,k,23,32,0.11727374792098999
5,preprocess,k,24,1,0.8988910913467407
5,preprocess,k,24,2,0.5221074819564819
5,preprocess,k,24,4,0.45006221532821655
5,preprocess,k,24,8,0.32230252027511597
5,preprocess,k,24,16,0.2182220220565796
5,preprocess,k,24,32,0.12118417024612427
5,preprocess,k,25,1,0.8980963826179504
5,preprocess,k,25,2,0.5000728964805603
5,preprocess,k,25,4,0.42680248618125916
5,preprocess,k,25,8,0.30822625756263733
5,preprocess,k,25,16,0.1971183717250824
5,preprocess,k,25,32,0.1098393052816391
5,preprocess,k,26,1,0.8821368217468262
5,preprocess,k,26,2,0.5226361155509949
5,preprocess,k,26,4,0.42415550351142883
5,preprocess,k,26,8,0.3031734526157379
5,preprocess,k,26,16,0.2034958302974701
5,preprocess,k,26,32,0.11430804431438446
5,preprocess,k,27,1,0.8856335282325745
5,preprocess,k,27,2,0.5162666440010071
5,preprocess,k,27,4,0.4234814941883087
5,preprocess,k,27,8,0.31228107213974
5,preprocess,k,27,16,0.19559799134731293
5,preprocess,k,27,32,0.10977020114660263
5,preprocess,k,28,1,0.8831732273101807
5,preprocess,k,28,2,0.5187299847602844
5,preprocess,k,28,4,0.4286251962184906
5,preprocess,k,28,8,0.30718305706977844
5,preprocess,k,28,16,0.19646331667900085
5,preprocess,k,28,32,0.11081785708665848
5,preprocess,k,29,1,0.8505105972290039
5,preprocess,k,29,2,0.4990119934082031
5,preprocess,k,29,4,0.4073466360569
5,preprocess,k,29,8,0.2880174517631531
5,preprocess,k,29,16,0.18598753213882446
5,preprocess,k,29,32,0.10421039164066315
5,preprocess,k,30,1,0.8491414189338684
5,preprocess,k,30,2,0.49570152163505554
5,preprocess,k,30,4,0.4082428812980652
5,preprocess,k,30,8,0.2867974638938904
5,preprocess,k,30,16,0.1833658218383789
5,preprocess,k,30,32,0.10224489867687225
5,preprocess,k,31,1,0.836955726146698
5,preprocess,k,31,2,0.48974162340164185
5,preprocess,k,31,4,0.3916770815849304
5,preprocess,k,31,8,0.2784798741340637
5,preprocess,k,31,16,0.17777952551841736
5,preprocess,k,31,32,0.09884420037269592
5,preprocess,k,32,1,0.847531259059906
5,preprocess,k,32,2,0.48576152324676514
5,preprocess,k,32,4,0.3786452114582062
5,preprocess,k,32,8,0.2825120687484741
5,preprocess,k,32,16,0.18018487095832825
5,preprocess,k,32,32,0.09995971620082855
5,preprocess,k,33,1,0.8346980214118958
5,preprocess,k,33,2,0.4896267056465149
5,preprocess,k,33,4,0.38143861293792725
5,preprocess,k,33,8,0.2825237214565277
5,preprocess,k,33,16,0.17544421553611755
5,preprocess,k,33,32,0.09759403765201569
5,preprocess,k,34,1,0.838664174079895
5,preprocess,k,34,2,0.4895630478858948
5,preprocess,k,34,4,0.3871901035308838
5,preprocess,k,34,8,0.28954803943634033
5,preprocess,k,34,16,0.18174485862255096
5,preprocess,k,34,32,0.10109734535217285
5,preprocess,k,35,1,0.8520916104316711
5,preprocess,k,35,2,0.4831767976284027
5,preprocess,k,35,4,0.42597541213035583
5,preprocess,k,35,8,0.3043127655982971
5,preprocess,k,35,16,0.19128099083900452
5,preprocess,k,35,32,0.1064903736114502
5,preprocess,k,36,1,0.8333390355110168
5,preprocess,k,36,2,0.48175880312919617
5,preprocess,k,36,4,0.32443973422050476
5,preprocess,k,36,8,0.30351722240448
5,preprocess,k,36,16,0.19740362465381622
5,preprocess,k,36,32,0.11221498250961304
5,preprocess,k,37,1,0.8589938282966614
5,preprocess,k,37,2,0.4969347417354584
5,preprocess,k,37,4,0.39986103773117065
5,preprocess,k,37,8,0.30283427238464355
5,preprocess,k,37,16,0.19583658874034882
5,preprocess,k,37,32,0.1096697598695755
5,preprocess,k,38,1,0.8387937545776367
5,preprocess,k,38,2,0.4994922876358032
5,preprocess,k,38,4,0.3794459402561188
5,preprocess,k,38,8,0.3114762008190155
5,preprocess,k,38,16,0.21289126574993134
5,preprocess,k,38,32,0.11711397767066956
5,preprocess,k,39,1,0.8209630250930786
5,preprocess,k,39,2,0.48789721727371216
5,preprocess,k,39,4,0.3888435959815979
5,preprocess,k,39,8,0.31808149814605713
5,preprocess,k,39,16,0.22055889666080475
5,preprocess,k,39,32,0.12243416905403137
5,preprocess,k,40,1,0.7468279600143433
5,preprocess,k,40,2,0.48731377720832825
5,preprocess,k,40,4,0.35653936862945557
5,preprocess,k,40,8,0.2786747217178345
5,preprocess,k,40,16,0.19587069749832153
5,preprocess,k,40,32,0.11248228698968887
5,preprocess,k,41,1,0.7241179347038269
5,preprocess,k,41,2,0.4822538495063782
5,preprocess,k,41,4,0.39220499992370605
5,preprocess,k,41,8,0.30024003982543945
5,preprocess,k,41,16,0.22359484434127808
5,preprocess,k,41,32,0.12538588047027588
5,preprocess,k,42,1,0.5896132588386536
5,preprocess,k,42,2,0.4416019022464752
5,preprocess,k,42,4,0.37570732831954956
5,preprocess,k,42,8,0.30151259899139404
5,preprocess,k,42,16,0.23115944862365723
5,preprocess,k,42,32,0.12742829322814941
5,preprocess,k,43,1,0.3700041174888611
5,preprocess,k,43,2,0.4361228346824646
5,preprocess,k,43,4,0.38300228118896484
5,preprocess,k,43,8,0.2979709804058075
5,preprocess,k,43,16,0.2026602178812027
5,preprocess,k,43,32,0.11308160424232483
5,preprocess,k,44,1,0.5645934343338013
5,preprocess,k,44,2,0.45034483075141907
5,preprocess,k,44,4,0.3882702589035034
5,preprocess,k,44,8,0.2875475585460663
5,preprocess,k,44,16,0.19103386998176575
5,preprocess,k,44,32,0.10807498544454575
5,preprocess,k,45,1,0.001346611068584025
5,preprocess,k,45,2,0.5531699061393738
5,preprocess,k,45,4,0.3700351417064667
5,preprocess,k,45,8,0.3401237726211548
5,preprocess,k,45,16,0.23645439743995667
5,preprocess,k,45,32,0.13359351456165314
5,preprocess,k,46,1,0.012415767647325993
5,preprocess,k,46,2,0.48194682598114014
5,preprocess,k,46,4,0.331754207611084
5,preprocess,k,46,8,0.28473836183547974
5,preprocess,k,46,16,0.19083631038665771
5,preprocess,k,46,32,0.10718300193548203
5,preprocess,k,47,1,0.0048042358830571175
5,preprocess,k,47,2,0.5198693871498108
5,preprocess,k,47,4,0.3426150679588318
5,preprocess,k,47,8,0.33096566796302795
5,preprocess,k,47,16,0.2257082760334015
5,preprocess,k,47,32,0.12908896803855896
5,preprocess,k,48,1,0.024243449792265892
5,preprocess,k,48,2,0.5355625748634338
5,preprocess,k,48,4,0.37232863903045654
5,preprocess,k,48,8,0.34935277700424194
5,preprocess,k,48,16,0.23720628023147583
5,preprocess,k,48,32,0.1334499716758728
5,preprocess,k,49,1,0.0003866840561386198
5,preprocess,k,49,2,0.5077348351478577
5,preprocess,k,49,4,0.3420928418636322
5,preprocess,k,49,8,0.3222574293613434
5,preprocess,k,49,16,0.20762860774993896
5,preprocess,k,49,32,0.11688904464244843
5,preprocess,k,50,1,0.02699344977736473
5,preprocess,k,50,2,0.5221611857414246
5,preprocess,k,50,4,0.36349359154701233
5,preprocess,k,50,8,0.3429490923881531
5,preprocess,k,50,16,0.22289365530014038
5,preprocess,k,50,32,0.12450151145458221
5,preprocess,k,51,1,0.00530770281329751
5,preprocess,k,51,2,0.5191621780395508
5,preprocess,k,51,4,0.3524027466773987
5,preprocess,k,51,8,0.33709460496902466
5,preprocess,k,51,16,0.2148892730474472
5,preprocess,k,51,32,0.12116885185241699
5,preprocess,k,52,1,0.02050049416720867
5,preprocess,k,52,2,0.546675443649292
5,preprocess,k,52,4,0.39213827252388
5,preprocess,k,52,8,0.3737718462944031
5,preprocess,k,52,16,0.24788805842399597
5,preprocess,k,52,32,0.13865098357200623
5,preprocess,k,53,1,0.015909874811768532
5,preprocess,k,53,2,0.5291196703910828
5,preprocess,k,53,4,0.3586665391921997
5,preprocess,k,53,8,0.34056898951530457
5,preprocess,k,53,16,0.22122818231582642
5,preprocess,k,53,32,0.12478943914175034
5,preprocess,k,54,1,0.039277687668800354
5,preprocess,k,54,2,0.5089824199676514
5,preprocess,k,54,4,0.34606799483299255
5,preprocess,k,54,8,0.3270055949687958
5,preprocess,k,54,16,0.2105306088924408
5,preprocess,k,54,32,0.11862137913703918
5,preprocess,k,55,1,0.5384597778320312
5,preprocess,k,55,2,0.499305784702301
5,preprocess,k,55,4,0.3533431589603424
5,preprocess,k,55,8,0.31530338525772095
5,preprocess,k,55,16,0.20189546048641205
5,preprocess,k,55,32,0.11478820443153381
5,preprocess,k,56,1,0.08459615707397461
5,preprocess,k,56,2,0.4947285056114197
5,preprocess,k,56,4,0.33159270882606506
5,preprocess,k,56,8,0.3003929853439331
5,preprocess,k,56,16,0.19184333086013794
5,preprocess,k,56,32,0.10910260677337646
5,preprocess,k,57,1,0.0614558681845665
5,preprocess,k,57,2,0.5180797576904297
5,preprocess,k,57,4,0.34480777382850647
5,preprocess,k,57,8,0.3144903779029846
5,preprocess,k,57,16,0.20427507162094116
5,preprocess,k,57,32,0.11712829023599625
5,preprocess,k,58,1,0.0072189574129879475
5,preprocess,k,58,2,0.5245814323425293
5,preprocess,k,58,4,0.3659517765045166
5,preprocess,k,58,8,0.3307585120201111
5,preprocess,k,58,16,0.21684430539608002
5,preprocess,k,58,32,0.12466952204704285
5,preprocess,k,59,1,0.18538393080234528
5,preprocess,k,59,2,0.5332727432250977
5,preprocess,k,59,4,0.3629465699195862
5,preprocess,k,59,8,0.32680827379226685
5,preprocess,k,59,16,0.21523049473762512
5,preprocess,k,59,32,0.12328046560287476
5,preprocess,k,60,1,0.3464449644088745
5,preprocess,k,60,2,0.4829047918319702
5,preprocess,k,60,4,0.34729883074760437
5,preprocess,k,60,8,0.29419755935668945
5,preprocess,k,60,16,0.18557137250900269
5,preprocess,k,60,32,0.10669425129890442
