example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,layer,head,diff_l2,base_l2,relative_l2,energy_share
2,0,1,2,value,122,1006,25,3,16.953542709350586,53.62233352661133,0.316165701758143,8.244717369377148e-05
2,0,1,2,value,122,1006,25,4,24.653934478759766,51.36758804321289,0.47995117968200507,0.00017435224544523002
2,0,1,2,value,122,1006,25,5,16.473243713378906,47.7514533996582,0.3449788967783852,7.784187408336012e-05
2,0,1,2,value,122,1006,25,6,14.956750869750977,48.11922836303711,0.31082690597008256,6.41696274260356e-05
2,0,1,2,value,122,1006,25,7,16.87598991394043,50.83640670776367,0.33196661618813467,8.169463239076677e-05
2,0,1,2,value,122,1006,26,0,15.878531455993652,43.062889099121094,0.3687288936755839,7.232288624469034e-05
2,0,1,2,value,122,1006,26,1,14.497283935546875,46.21196746826172,0.31371276164563355,6.0287657217084994e-05
2,0,1,2,value,122,1006,26,2,14.247149467468262,49.71928405761719,0.28655178242224216,5.822522868734175e-05
2,0,1,2,value,122,1006,26,3,13.893847465515137,50.08074951171875,0.27742890433905626,5.537326469938712e-05
2,0,1,2,value,122,1006,26,4,14.388022422790527,49.903263092041016,0.28831826881246486,5.9382377149279955e-05
2,0,1,2,value,122,1006,26,5,12.696439743041992,46.132110595703125,0.2752191386670329,4.624009408784106e-05
2,0,1,2,value,122,1006,26,6,13.138184547424316,45.95551681518555,0.28588916974343864,4.9513766058722626e-05
2,0,1,2,value,122,1006,26,7,16.05375862121582,45.52838897705078,0.35260985468446043,7.392795198929253e-05
2,0,1,2,value,122,1006,27,0,16.42948341369629,61.63805389404297,0.2665477310808454,7.742881061729702e-05
2,0,1,2,value,122,1006,27,1,17.16691780090332,51.65605163574219,0.33233120335942873,8.45356014286647e-05
2,0,1,2,value,122,1006,27,2,18.955429077148438,50.00889205932617,0.37904117241111834,0.00010306756348740198
2,0,1,2,value,122,1006,27,3,14.463544845581055,60.78089904785156,0.23796200898894176,6.000735164519771e-05
2,0,1,2,value,122,1006,27,4,14.876718521118164,54.23836135864258,0.2742840703233629,6.348471907218537e-05
2,0,1,2,value,122,1006,27,5,16.30776596069336,61.017086029052734,0.26726556481127756,7.62858172781627e-05
2,0,1,2,value,122,1006,27,6,14.785920143127441,60.86383819580078,0.2429344021249605,6.271212686702712e-05
2,0,1,2,value,122,1006,27,7,13.90572738647461,59.99506378173828,0.23178119181710247,5.5467982342391455e-05
2,0,1,2,value,122,1006,28,0,14.176599502563477,64.16596221923828,0.2209364437507464,5.764995469217788e-05
2,0,1,2,value,122,1006,28,1,15.809043884277344,65.77064514160156,0.24036625838534603,7.169122811472138e-05
2,0,1,2,value,122,1006,28,2,14.225258827209473,75.4587173461914,0.18851710349045936,5.8046407554950704e-05
2,0,1,2,value,122,1006,28,3,16.181821823120117,57.011260986328125,0.28383553605313866,7.511207134384592e-05
2,0,1,2,value,122,1006,28,4,15.970513343811035,64.34161376953125,0.24821437337609287,7.316315516870871e-05
2,0,1,2,value,122,1006,28,5,18.129499435424805,58.90585708618164,0.3077707435595124,9.428142536399094e-05
2,0,1,2,value,122,1006,28,6,16.573659896850586,64.7026138305664,0.25615131933079194,7.879369885614243e-05
2,0,1,2,value,122,1006,28,7,17.093408584594727,70.2024154663086,0.24348747078080127,8.381309489766997e-05
2,0,1,2,value,122,1006,29,0,20.179920196533203,81.49331665039062,0.247626689230303,0.00011681354459084717
2,0,1,2,value,122,1006,29,1,19.36351203918457,83.59795379638672,0.23162662672757037,0.00010755303915165406
2,0,1,2,value,122,1006,29,2,18.995121002197266,82.84819030761719,0.2292762332124302,0.00010349954422024255
2,0,1,2,value,122,1006,29,3,21.323240280151367,74.4305419921875,0.28648508675899803,0.00013042494260339136
2,0,1,2,value,122,1006,29,4,20.222261428833008,71.45426177978516,0.2830098712817956,0.00011730423800683286
2,0,1,2,value,122,1006,29,5,20.54134750366211,74.2660140991211,0.2765914901026704,0.00012103535154832562
2,0,1,2,value,122,1006,29,6,19.222475051879883,81.55960845947266,0.23568621055153036,0.00010599194883030807
2,0,1,2,value,122,1006,29,7,20.20012092590332,80.64219665527344,0.250490707888996,0.00011704751117537368
2,0,1,2,value,122,1006,30,0,22.121274948120117,134.29286193847656,0.1647241307453433,0.0001403699799769662
2,0,1,2,value,122,1006,30,1,28.354618072509766,103.3858642578125,0.274260105828412,0.00023062291166540703
2,0,1,2,value,122,1006,30,2,25.927343368530273,130.10519409179688,0.1992798485065616,0.00019282833109774764
2,0,1,2,value,122,1006,30,3,29.248748779296875,95.6120834350586,0.30591058921085884,0.00024539728826468063
2,0,1,2,value,122,1006,30,4,27.42768096923828,112.42576599121094,0.24396258924650993,0.00021579095164139383
2,0,1,2,value,122,1006,30,5,23.214567184448242,95.32645416259766,0.24352701868938792,0.00015458789480055988
