example,target,source,kind,rank,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy
6,6,preprocess,k,64,0.42028999708853776,0.36021916771501405,0.15139651295017878,0.8702421512107026
6,7,preprocess,k,1,0.4262428128706469,0.8547215514996049,0.36431891833235514,0.26945106940210817
6,7,preprocess,k,2,0.4262428128706469,0.8152756637549442,0.34750539218389115,0.3353255920889351
6,7,preprocess,k,4,0.4262428128706469,0.7720171355072158,0.3290667554229351,0.40398954248323304
6,7,preprocess,k,8,0.4262428128706469,0.7152472179275553,0.3048689860673458,0.48842141724689214
6,7,preprocess,k,16,0.4262428128706469,0.6302982120339299,0.26866008284468174,0.6027241639068311
6,7,preprocess,k,32,0.4262428128706469,0.5113428592666719,0.21795621867514559,0.7385284802769845
6,7,preprocess,k,64,0.4262428128706469,0.3518206918044187,0.1499610413008124,0.8762222008182602
6,8,preprocess,k,1,0.4111056784975008,0.889744271535683,0.36577892243894156,0.20835513126943672
6,8,preprocess,k,2,0.4111056784975008,0.846812470321427,0.34812941517163504,0.2829086401081222
6,8,preprocess,k,4,0.4111056784975008,0.803244484838801,0.3302183689390308,0.3547982975760492
6,8,preprocess,k,8,0.4111056784975008,0.740065547755957,0.3042451491428373,0.45230298502467536
6,8,preprocess,k,16,0.4111056784975008,0.6461940592541529,0.26565404717073277,0.5824332377846404
6,8,preprocess,k,32,0.4111056784975008,0.524619086173703,0.215673885374179,0.7247748144222688
6,8,preprocess,k,64,0.4111056784975008,0.36230684017309533,0.14894639935364595,0.8687337535637871
