part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t4,4,raw,45,mean,0.4280991031964045,0.4569965620561165,0.1956398183800635,0.79115414226889,0.8947898884489435
t4,4,raw,45,oracle_r4,0.4280991031964045,0.3595801183323825,0.1539359261853499,0.8707021385000698,0.933675127302156
t4,4,raw,45,oracle_r8,0.4280991031964045,0.3039786964761749,0.1301330073522625,0.9075969520886455,0.9526842381367372
t4,4,raw,45,position_r4,0.4280991031964045,0.4851828417135939,0.2077063394238726,0.7645976101067217,0.8762598298510689
t4,4,raw,45,position_r8,0.4280991031964045,0.4754565998978654,0.2035425440250878,0.7739410216135612,0.8810438917363049
t4,4,raw,45,cached_prefix_r4,0.4280991031964045,0.4672700429011001,0.2000378863165064,0.7816587070072041,0.887558373261015
t4,4,raw,45,cached_prefix_r8,0.4280991031964045,0.4625795338557657,0.1980298836006641,0.7860201748577825,0.8905215896136024
t4,4,raw,46,mean,0.4120482690841683,0.4458327524623866,0.1837046139531569,0.8012331568318123,0.8978021420179688
t4,4,raw,46,oracle_r4,0.4120482690841683,0.3605836964659271,0.1485778879887564,0.8699793978429682,0.9340219062843425
t4,4,raw,46,oracle_r8,0.4120482690841683,0.3160576535972997,0.130231009095571,0.9001075596025693,0.9487401728716024
t4,4,raw,46,position_r4,0.4120482690841683,0.4196181061074369,0.1729029142979463,0.8239206450268077,0.9168903716235972
t4,4,raw,46,position_r8,0.4120482690841683,0.4241022719293482,0.1747506070631512,0.8201372629443652,0.9153275298232684
t4,4,raw,46,cached_prefix_r4,0.4120482690841683,0.4418099610372448,0.1820470297095406,0.8048039583282682,0.8989768517817107
t4,4,raw,46,cached_prefix_r8,0.4120482690841683,0.442407312893749,0.1822931675080474,0.8042757694981324,0.8987878531600485
t4,4,raw,47,mean,0.335230287107028,0.8716993152748043,0.2922200117305724,0.2401403037494374,0.627038619264868
t4,4,raw,47,oracle_r4,0.335230287107028,0.6528826189504285,0.2188660277979405,0.5737442858724295,0.7574700013326324
t4,4,raw,47,oracle_r8,0.335230287107028,0.6430627188159567,0.2155740998564991,0.5864703396690298,0.7659920650093582
t4,4,raw,47,position_r4,0.335230287107028,0.7225176909387513,0.2422098129733045,0.477968186280535,0.7032331251246685
t4,4,raw,47,position_r8,0.335230287107028,0.7225069448906086,0.2422062105725003,0.477983714584839,0.7037411553928622
t4,4,raw,47,cached_prefix_r4,0.335230287107028,0.8493027022189467,0.2847119887056322,0.2786849200035951,0.6444058695666837
t4,4,raw,47,cached_prefix_r8,0.335230287107028,0.8480272661447592,0.2842844239042957,0.2808497558750457,0.6436156348317651
t4,4,raw,48,mean,0.4281744773842157,0.4334976564928846,0.1856126325161231,0.812079781815177,0.9079313831907556
t4,4,raw,48,oracle_r4,0.4281744773842157,0.3747607909668008,0.1604630058163052,0.8595543495539378,0.9272582412054732
t4,4,raw,48,oracle_r8,0.4281744773842157,0.3593328523227579,0.1538571562502764,0.870879901241591,0.9332138107278708
t4,4,raw,48,position_r4,0.4281744773842157,0.4083140269467097,0.174829645096552,0.8332796553985616,0.9135306913031676
t4,4,raw,48,position_r8,0.4281744773842157,0.4086725014119736,0.1749831347133719,0.8329867865896805,0.913573899719665
t4,4,raw,48,cached_prefix_r4,0.4281744773842157,0.4271668871061799,0.1829019586425308,0.8175284505600162,0.9101466056042272
t4,4,raw,48,cached_prefix_r8,0.4281744773842157,0.425102120085315,0.1820178781024518,0.8192881874989704,0.9116934210620776
t4,4,raw,49,mean,0.4489640342046729,0.4923745676577326,0.2210584722353973,0.7575672851238608,0.878353980249834
