example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,token,layer0_delta_l2,layer0_base_l2,layer0_relative_l2,layer0_energy_share
0,0,0,1,key,50,968,43,4.404481887817383,583.0238037109375,0.007554548990595094,0.014928035709219974
0,0,0,1,key,50,968,44,4.239952087402344,572.2908325195312,0.007408736688539624,0.013833590920089723
0,0,0,1,key,50,968,45,7.698040962219238,574.8997192382812,0.013390232599902494,0.045600904857386465
0,0,0,1,key,50,968,46,3.807521343231201,576.4866943359375,0.006604699433032236,0.011155723200190565
0,0,0,1,key,50,968,47,18.057737350463867,574.0792846679688,0.031455127946147576,0.25092254986630347
0,0,0,1,key,50,968,48,5.044576644897461,582.160888671875,0.008665262031611233,0.01958224518555075
0,0,0,1,key,50,968,49,4.34861421585083,565.0515747070312,0.007695959821199504,0.014551735873210053
0,0,0,1,value,50,968,0,9.940028190612793,650.0945434570312,0.015290127090983305,0.007902541231472363
0,0,0,1,value,50,968,1,9.072789192199707,361.94232177734375,0.02506694753917447,0.006583747819439685
0,0,0,1,value,50,968,2,9.84768295288086,662.5552978515625,0.014863186491472443,0.0077563902846011
0,0,0,1,value,50,968,3,14.497969627380371,753.561767578125,0.019239258480396943,0.016811477829401487
0,0,0,1,value,50,968,4,12.98348331451416,621.0647583007812,0.02090520053019374,0.0134826109639049
0,0,0,1,value,50,968,5,12.080802917480469,577.2557373046875,0.02092799107357152,0.011673017570547676
0,0,0,1,value,50,968,6,11.14962387084961,495.6740417480469,0.02249386276418523,0.009942874548090737
0,0,0,1,value,50,968,7,16.28512954711914,523.4990234375,0.03110823290592704,0.021211626473435472
0,0,0,1,value,50,968,8,11.460039138793945,472.8236083984375,0.0242374512085209,0.010504218838432097
0,0,0,1,value,50,968,9,10.419024467468262,544.2192993164062,0.019144900742321298,0.008682516984235292
0,0,0,1,value,50,968,10,16.87358283996582,501.1029052734375,0.033672889664765275,0.022772261417762937
0,0,0,1,value,50,968,11,11.672403335571289,483.242431640625,0.02415434277148024,0.010897129025903656
0,0,0,1,value,50,968,12,13.772537231445312,725.0989379882812,0.01899401103752255,0.015171183211040745
0,0,0,1,value,50,968,13,11.00203800201416,616.9564208984375,0.017832763594538035,0.009681392083021488
0,0,0,1,value,50,968,14,9.859370231628418,522.18505859375,0.01888098877853723,0.007774812011370546
0,0,0,1,value,50,968,15,9.299928665161133,676.1317749023438,0.013754609693508847,0.006917525295241656
0,0,0,1,value,50,968,16,11.325353622436523,673.0249633789062,0.016827538707595378,0.01025876545411345
0,0,0,1,value,50,968,17,10.86286735534668,530.6099853515625,0.020472414118157475,0.009438010982783433
0,0,0,1,value,50,968,18,8.882548332214355,423.17938232421875,0.020990030949591426,0.006310542548283193
0,0,0,1,value,50,968,19,10.844893455505371,514.5621948242188,0.021075962370710324,0.009406804678931385
0,0,0,1,value,50,968,20,8.972295761108398,551.8060913085938,0.01625987081771935,0.006438707460621036
0,0,0,1,value,50,968,21,9.16125774383545,437.41473388671875,0.020944099578977606,0.006712769471132403
0,0,0,1,value,50,968,22,13.598836898803711,446.8685607910156,0.030431402188446564,0.014790915420972524
0,0,0,1,value,50,968,23,8.743847846984863,489.5966491699219,0.017859288583386854,0.0061150033845842125
0,0,0,1,value,50,968,24,8.890087127685547,540.8524780273438,0.016437175549440814,0.006321258502564496
0,0,0,1,value,50,968,25,9.102181434631348,630.6710205078125,0.014432534774314366,0.006626474338591359
0,0,0,1,value,50,968,26,9.256865501403809,481.3131103515625,0.019232523075555442,0.006853610952813666
0,0,0,1,value,50,968,27,10.64788818359375,551.24462890625,0.019316085137592538,0.00906814610761685
0,0,0,1,value,50,968,28,9.19291877746582,469.0090637207031,0.01960072733890751,0.006759248191347555
0,0,0,1,value,50,968,29,10.414312362670898,811.3681640625,0.012835495430984974,0.00867466537078859
0,0,0,1,value,50,968,30,14.407200813293457,677.8038330078125,0.02125570867511954,0.016601630386220246
0,0,0,1,value,50,968,31,10.521735191345215,435.3736267089844,0.024167139546048353,0.0088545452429457
0,0,0,1,value,50,968,32,12.042052268981934,738.14501953125,0.0163139382510893,0.011598251806504492
0,0,0,1,value,50,968,33,17.927627563476562,546.185546875,0.03282332838364074,0.02570615923639812
0,0,0,1,value,50,968,34,9.54623031616211,455.06634521484375,0.020977667139184215,0.007288788779098675
0,0,0,1,value,50,968,35,11.390591621398926,528.1526489257812,0.021566855045726693,0.010377293269135387
0,0,0,1,value,50,968,36,10.037513732910156,689.2316284179688,0.014563338824060931,0.008058307307983768
0,0,0,1,value,50,968,37,11.301867485046387,732.7987670898438,0.015422880049224649,0.010216260442359083
0,0,0,1,value,50,968,38,11.161150932312012,510.215087890625,0.021875383925738803,0.009963444225379526
0,0,0,1,value,50,968,39,11.439327239990234,452.12457275390625,0.025301272988355564,0.010466284323663493
0,0,0,1,value,50,968,40,9.516295433044434,765.3676147460938,0.012433626991392098,0.007243147881628711
0,0,0,1,value,50,968,41,11.44670581817627,628.7413330078125,0.018205747287866024,0.010479789562553863
0,0,0,1,value,50,968,42,11.370850563049316,696.4232788085938,0.016327499250889464,0.010341355372008625
0,0,0,1,value,50,968,43,9.90528678894043,499.1848449707031,0.019842923695974273,0.007847397483593952
0,0,0,1,value,50,968,44,7.890254497528076,496.0794372558594,0.015905223851192526,0.004979360282438309
0,0,0,1,value,50,968,45,11.822394371032715,642.794189453125,0.018392192345563867,0.011178986510245879
0,0,0,1,value,50,968,46,9.882486343383789,707.7125854492188,0.01396398276160497,0.0078113119148689875
