base_method,example_id,sub_q_idx,doc_len,num_chunks,online_selected,base_selected,residual_size,residual_mapped,nonempty_chunks,nonempty_chunk_frac,top1_chunk_frac,top2_chunk_frac,top3_chunk_frac,entropy_norm,chunks_for_50pct,chunks_for_70pct,chunks_for_80pct,chunks_for_90pct,chunks_for_95pct
mean,113,0,1483,11,245,161,126,126,11,1.0,0.2698412698412698,0.5158730158730159,0.7301587301587301,0.769356933107367,2,3,4,6,7
mean,11,0,1261,11,215,153,112,112,11,1.0,0.2767857142857143,0.5,0.6160714285714286,0.8598171024203712,2,4,6,8,9
mean,39,0,1003,11,182,123,96,96,10,0.9090909090909091,0.3958333333333333,0.5520833333333334,0.6979166666666666,0.760075481523935,2,4,5,6,8
mean,131,0,1003,11,174,129,89,89,11,1.0,0.3146067415730337,0.6067415730337079,0.8426966292134831,0.69677404187688,2,3,3,6,8
mean,113,1,1357,13,225,273,106,106,8,0.6153846153846154,0.3490566037735849,0.5943396226415094,0.839622641509434,0.5888320570311968,2,3,3,4,4
mean,160,0,1118,11,190,152,97,97,10,0.9090909090909091,0.27835051546391754,0.5051546391752577,0.6185567010309279,0.8304046360464923,2,4,5,7,8
mean,11,1,1235,13,210,253,91,91,8,0.6153846153846154,0.32967032967032966,0.6043956043956044,0.8021978021978022,0.6409441052127944,2,3,3,5,6
mean,58,1,1211,13,206,240,101,101,7,0.5384615384615384,0.4158415841584158,0.7029702970297029,0.9504950495049505,0.500406611112625,2,2,3,3,3
mean,84,0,1307,11,223,129,116,116,11,1.0,0.27586206896551724,0.4396551724137931,0.5948275862068966,0.8644525619501886,3,5,6,7,9
mean,131,1,1256,13,212,242,83,83,12,0.9230769230769231,0.3373493975903614,0.5421686746987951,0.6867469879518072,0.7512350590294549,2,4,5,7,8
mean,39,1,1389,13,237,267,164,164,7,0.5384615384615384,0.39634146341463417,0.6524390243902439,0.8597560975609756,0.5828154639238954,2,3,3,4,5
mean,114,0,1753,11,286,147,180,180,10,0.9090909090909091,0.25,0.40555555555555556,0.5611111111111111,0.8655180607592272,3,5,6,7,8
mean,160,1,2010,15,330,307,179,179,14,0.9333333333333333,0.18994413407821228,0.3575418994413408,0.48044692737430167,0.8688037672863193,4,6,7,10,11
mean,12,0,2047,11,337,195,181,181,11,1.0,0.2541436464088398,0.4530386740331492,0.6187845303867403,0.8615211589326159,3,4,6,8,9
mean,59,0,1313,11,219,129,123,123,10,0.9090909090909091,0.3821138211382114,0.6016260162601627,0.7967479674796748,0.7043628277685954,2,3,4,5,7
mean,84,1,1283,13,215,272,101,101,8,0.6153846153846154,0.26732673267326734,0.5148514851485149,0.7524752475247525,0.6380698059343219,2,3,4,4,5
mean,133,0,1233,11,209,163,105,105,10,0.9090909090909091,0.2761904761904762,0.4857142857142857,0.6190476190476191,0.8394972441914273,3,4,5,7,8
mean,12,1,2135,14,349,417,222,222,6,0.42857142857142855,0.46846846846846846,0.8153153153153153,0.9684684684684685,0.43538099158573706,2,2,2,3,3
mean,114,1,1371,13,229,323,98,98,7,0.5384615384615384,0.29591836734693877,0.5816326530612245,0.7653061224489796,0.6437643566619147,2,3,4,5,6
mean,133,1,1342,13,227,240,101,101,13,1.0,0.3069306930693069,0.5742574257425742,0.7623762376237624,0.7167747091147935,2,3,4,6,8
mean,161,0,1183,11,200,179,94,94,9,0.8181818181818182,0.2872340425531915,0.5319148936170213,0.6914893617021277,0.7789794454196349,2,4,5,6,7
mean,186,1,1723,15,284,279,126,126,11,0.7333333333333333,0.24603174603174602,0.42857142857142855,0.5873015873015873,0.7716234088345111,3,5,6,8,9
mean,85,0,2087,14,343,293,178,178,14,1.0,0.20786516853932585,0.4101123595505618,0.5280898876404494,0.8661405760360742,3,5,7,9,11
mean,13,0,1167,11,196,151,77,77,11,1.0,0.3246753246753247,0.5194805194805194,0.6493506493506493,0.8310140519079573,2,4,5,7,9
mean,59,1,1104,13,205,253,99,99,5,0.38461538461538464,0.47474747474747475,0.6868686868686869,0.8383838383838383,0.5071612553078662,2,3,3,4,4
mean,86,0,878,11,157,132,64,64,9,0.8181818181818182,0.46875,0.671875,0.75,0.6879880073626825,2,3,4,6,7
mean,117,0,1371,11,229,138,119,119,10,0.9090909090909091,0.23529411764705882,0.42857142857142855,0.5630252100840336,0.8664335695957558,3,5,6,8,9
mean,40,0,1115,11,189,146,94,94,8,0.7272727272727273,0.3723404255319149,0.648936170212766,0.7659574468085106,0.681235146358514,2,3,4,5,6
mean,135,0,1253,11,210,136,92,92,11,1.0,0.2826086956521739,0.4673913043478261,0.5869565217391305,0.8624799077263154,3,5,6,7,9
mean,117,1,1052,13,181,264,100,100,6,0.46153846153846156,0.46,0.74,0.93,0.49990061321109736,2,2,3,3,4
mean,40,1,1546,13,258,282,141,141,7,0.5384615384615384,0.4326241134751773,0.6524822695035462,0.8652482269503546,0.5729694765021709,2,3,3,4,5
mean,86,1,1425,14,242,277,126,126,12,0.8571428571428571,0.2698412698412698,0.4365079365079365,0.5793650793650794,0.7914501530329355,3,5,6,7,8
mean,60,0,1264,11,216,174,100,100,11,1.0,0.32,0.5,0.63,0.8321106988413038,2,4,5,7,8
mean,135,1,1274,15,218,302,112,112,7,0.4666666666666667,0.2857142857142857,0.5625,0.8125,0.5547681296945473,2,3,3,4,4
mean,118,0,1441,13,237,218,127,127,11,0.8461538461538461,0.2992125984251969,0.5354330708661418,0.7322834645669292,0.7164494829881394,2,3,4,6,7
mean,88,0,1427,11,238,149,121,121,9,0.8181818181818182,0.2892561983471074,0.5289256198347108,0.6942148760330579,0.7846490792448884,2,4,5,7,8
mean,188,0,891,11,157,93,82,82,9,0.8181818181818182,0.34146341463414637,0.5487804878048781,0.6463414634146342,0.7695957903413148,2,4,5,6,7
mean,60,1,1996,14,327,284,188,188,12,0.8571428571428571,0.17553191489361702,0.3404255319148936,0.5053191489361702,0.7944232410750456,3,5,6,7,8
mean,43,0,863,11,150,92,74,74,10,0.9090909090909091,0.33783783783783783,0.47297297297297297,0.581081081081081,0.8409833710317146,3,5,6,8,9
mean,136,0,821,11,147,104,69,69,11,1.0,0.42028985507246375,0.6086956521739131,0.7246376811594203,0.7514914931417751,2,3,5,7,8
mean,188,1,1219,13,210,217,117,117,11,0.8461538461538461,0.28205128205128205,0.49572649572649574,0.6324786324786325,0.7618159712325288,3,4,5,6,8
mean,88,1,982,11,183,102,110,110,10,0.9090909090909091,0.38181818181818183,0.5636363636363636,0.7090909090909091,0.7449096600652079,2,3,4,6,7
mean,43,1,1021,15,178,236,77,77,8,0.5333333333333333,0.38961038961038963,0.6233766233766234,0.7922077922077922,0.5905056488379072,2,3,4,4,6
mean,88,2,1119,13,194,276,106,106,7,0.5384615384615384,0.29245283018867924,0.5377358490566038,0.6981132075471698,0.6656450468860766,2,4,4,5,6
mean,191,0,1102,11,188,120,101,101,8,0.7272727272727273,0.27722772277227725,0.5445544554455446,0.7722772277227723,0.7127684999494123,2,3,4,5,6
mean,13,1,2112,14,341,330,207,207,10,0.7142857142857143,0.4106280193236715,0.642512077294686,0.7922705314009661,0.5858278114725082,2,3,4,4,5
mean,136,1,1415,13,241,231,132,132,10,0.7692307692307693,0.25757575757575757,0.48484848484848486,0.6590909090909091,0.7424309046598878,3,4,4,6,8
mean,191,1,1561,13,257,281,134,134,7,0.5384615384615384,0.5298507462686567,0.7388059701492538,0.8805970149253731,0.5084081355655155,1,2,3,4,4
mean,89,0,1329,11,224,161,110,110,10,0.9090909090909091,0.2636363636363636,0.4636363636363636,0.6363636363636364,0.8077614618115554,3,4,5,6,7
mean,161,1,1851,15,304,279,149,149,13,0.8666666666666667,0.2751677852348993,0.4966442953020134,0.7114093959731543,0.7369566579394207,3,3,5,8,10
mean,44,0,1024,11,175,165,58,58,11,1.0,0.4482758620689655,0.5689655172413793,0.6551724137931034,0.7813749452416809,2,4,6,8,9
mean,89,1,1650,15,271,342,133,133,9,0.6,0.2631578947368421,0.48872180451127817,0.6992481203007519,0.6599054035076755,3,4,4,5,6
mean,14,0,1097,11,198,140,114,114,11,1.0,0.3508771929824561,0.5175438596491229,0.6666666666666666,0.7988486263896517,2,4,5,7,9
mean,138,0,1591,11,259,172,137,137,11,1.0,0.20437956204379562,0.38686131386861317,0.5474452554744526,0.8866274266819387,3,4,6,8,9
mean,119,0,1448,11,248,147,137,137,11,1.0,0.27007299270072993,0.5182481751824818,0.6715328467153284,0.8190123431198254,2,4,5,7,9
mean,162,0,1433,13,243,207,131,131,11,0.8461538461538461,0.26717557251908397,0.5190839694656488,0.7404580152671756,0.7005412581680276,2,3,4,5,7
mean,14,1,1709,14,280,276,140,140,13,0.9285714285714286,0.2571428571428571,0.45714285714285713,0.6071428571428571,0.8111680205774368,3,4,6,8,10
mean,44,1,1137,11,196,155,93,93,10,0.9090909090909091,0.3225806451612903,0.5268817204301075,0.7096774193548387,0.76061237434028,2,3,4,6,7
mean,90,0,1647,11,270,128,169,169,11,1.0,0.3609467455621302,0.5325443786982249,0.6923076923076923,0.8063158828331549,2,4,5,7,9
mean,138,1,1983,15,321,423,155,155,10,0.6666666666666666,0.2129032258064516,0.3935483870967742,0.5612903225806452,0.7493439226697883,3,5,5,7,8
mean,119,1,1212,13,204,277,114,114,7,0.5384615384615384,0.40350877192982454,0.6403508771929824,0.8333333333333334,0.5870499524675098,2,3,3,4,5
mean,63,0,1499,11,247,166,114,114,11,1.0,0.23684210526315788,0.43859649122807015,0.5526315789473685,0.8892105705039856,3,5,7,8,9
mean,15,0,705,11,128,87,72,72,10,0.9090909090909091,0.375,0.5833333333333334,0.7361111111111112,0.7531178167800642,2,3,4,6,8
mean,120,0,2188,13,356,316,183,183,12,0.9230769230769231,0.18032786885245902,0.32786885245901637,0.453551912568306,0.8997924549989171,4,6,8,9,10
mean,44,2,1630,13,267,267,123,123,9,0.6923076923076923,0.3252032520325203,0.5447154471544715,0.7560975609756098,0.6750101629677506,2,3,4,5,6
mean,141,0,980,11,174,148,73,73,7,0.6363636363636364,0.4383561643835616,0.8493150684931506,0.8904109589041096,0.5192899129726534,2,2,2,4,5
mean,163,0,1311,11,222,119,132,132,11,1.0,0.22727272727272727,0.4393939393939394,0.6136363636363636,0.8156709193957488,3,4,5,6,8
mean,90,1,1223,11,210,259,119,119,9,0.8181818181818182,0.3277310924369748,0.5966386554621849,0.7478991596638656,0.7227095301412919,2,3,4,5,7
mean,63,1,865,13,154,224,78,78,4,0.3076923076923077,0.3717948717948718,0.6666666666666666,0.9230769230769231,0.4967866373013847,2,3,3,3,4
mean,141,1,1486,13,247,304,149,149,10,0.7692307692307693,0.37583892617449666,0.6510067114093959,0.8456375838926175,0.6063847287096316,2,3,3,4,5
mean,15,1,1153,13,200,200,135,135,8,0.6153846153846154,0.2962962962962963,0.5333333333333333,0.7703703703703704,0.6615048823296957,2,3,4,5,6
mean,64,0,942,11,167,113,86,86,9,0.8181818181818182,0.38372093023255816,0.7441860465116279,0.8604651162790697,0.6247989046168294,2,2,3,5,6
mean,142,0,1821,11,299,182,163,163,11,1.0,0.1901840490797546,0.37423312883435583,0.48466257668711654,0.9191703469968658,4,6,7,8,9
mean,163,1,1926,13,316,376,159,159,9,0.6923076923076923,0.34591194968553457,0.5471698113207547,0.6918238993710691,0.7002608957165791,2,4,4,6,7
mean,45,0,1565,11,257,173,125,125,10,0.9090909090909091,0.304,0.52,0.64,0.8302317448849171,2,4,6,8,9
mean,142,1,2377,14,392,360,198,198,14,1.0,0.21212121212121213,0.3838383838383838,0.5252525252525253,0.843504448041351,3,5,6,8,10
mean,16,0,1547,11,259,166,154,154,8,0.7272727272727273,0.22727272727272727,0.44805194805194803,0.6558441558441559,0.7287963869788682,3,4,4,5,6
mean,64,1,1126,13,195,236,100,100,7,0.5384615384615384,0.31,0.59,0.77,0.6288506267845521,2,3,4,5,5
mean,90,2,1811,15,309,328,210,210,11,0.7333333333333333,0.22380952380952382,0.43333333333333335,0.6,0.7387403651296439,3,4,5,6,8
mean,121,0,1824,11,297,163,175,175,9,0.8181818181818182,0.3657142857142857,0.6342857142857142,0.7942857142857143,0.6992079832947617,2,3,4,5,7
mean,164,0,1712,11,283,210,138,138,11,1.0,0.2246376811594203,0.4492753623188406,0.6304347826086957,0.8616268444839973,3,4,5,8,9
mean,16,1,2223,14,362,334,257,257,11,0.7857142857142857,0.35797665369649806,0.7159533073929961,0.8482490272373541,0.600201647173504,2,2,3,5,7
mean,45,1,1854,14,307,418,125,125,10,0.7142857142857143,0.272,0.52,0.672,0.7120896216166516,2,4,5,6,7
mean,66,0,1601,13,269,217,160,160,10,0.7692307692307693,0.21875,0.4375,0.65625,0.7529430242474662,3,4,5,6,7
mean,164,1,2556,14,411,354,226,226,14,1.0,0.16371681415929204,0.30973451327433627,0.42920353982300885,0.9184795476974611,4,7,9,10,11
mean,121,1,1913,13,315,367,178,178,11,0.8461538461538461,0.34831460674157305,0.5898876404494382,0.7808988764044944,0.6564170855064527,2,3,4,5,6
mean,17,0,1447,11,244,154,134,134,10,0.9090909090909091,0.2537313432835821,0.4925373134328358,0.6940298507462687,0.8084219564720381,3,4,5,7,8
mean,46,0,1552,11,260,165,152,152,11,1.0,0.21052631578947367,0.42105263157894735,0.5263157894736842,0.8996685108991737,3,5,6,8,9
mean,17,1,1970,15,324,332,143,143,14,0.9333333333333333,0.23776223776223776,0.4755244755244755,0.5804195804195804,0.8278040732439397,3,6,8,10,11
mean,68,0,1051,11,178,140,85,85,11,1.0,0.29411764705882354,0.47058823529411764,0.6470588235294118,0.8385685509929484,3,4,5,7,9
mean,91,0,1014,11,177,141,82,82,11,1.0,0.36585365853658536,0.5365853658536586,0.6341463414634146,0.8223675400831849,2,4,6,7,9
mean,46,1,1970,15,324,312,171,171,14,0.9333333333333333,0.29239766081871343,0.49122807017543857,0.6666666666666666,0.7759123167772036,3,4,6,9,10
mean,165,0,1711,13,287,262,153,153,10,0.7692307692307693,0.23529411764705882,0.46405228758169936,0.6862745098039216,0.7322255974568296,3,4,5,6,7
mean,68,1,1082,13,186,198,92,92,9,0.6923076923076923,0.31521739130434784,0.6195652173913043,0.782608695652174,0.6584435095933017,2,3,4,5,6
mean,18,0,1052,11,185,95,127,127,11,1.0,0.25196850393700787,0.36220472440944884,0.4645669291338583,0.9395618499294331,4,6,8,9,10
mean,123,0,1969,11,317,195,162,162,10,0.9090909090909091,0.18518518518518517,0.35802469135802467,0.5246913580246914,0.8513615261462095,3,5,5,7,8
mean,18,1,1232,15,206,224,106,106,13,0.8666666666666667,0.24528301886792453,0.4339622641509434,0.5471698113207547,0.8148691928759256,3,5,6,9,10
mean,91,1,1294,15,233,292,135,135,10,0.6666666666666666,0.34074074074074073,0.562962962962963,0.6814814814814815,0.6879554813879201,2,4,5,6,8
mean,71,0,1649,11,272,142,168,168,10,0.9090909090909091,0.39285714285714285,0.5952380952380952,0.7678571428571429,0.7173101895437154,2,3,4,6,7
mean,123,1,1584,11,261,277,103,103,10,0.9090909090909091,0.27184466019417475,0.5242718446601942,0.6893203883495146,0.763262353364502,2,4,5,6,6
mean,19,0,1060,11,181,176,71,71,9,0.8181818181818182,0.36619718309859156,0.6338028169014085,0.7464788732394366,0.7305821470688844,2,3,4,6,8
mean,166,0,1348,11,228,142,122,122,11,1.0,0.2540983606557377,0.47540983606557374,0.5737704918032787,0.8932659216683845,3,5,7,9,10
mean,71,1,2268,13,378,392,192,192,12,0.9230769230769231,0.234375,0.421875,0.5989583333333334,0.7956326110613595,3,4,5,7,9
mean,123,2,1503,11,253,353,98,98,7,0.6363636363636364,0.336734693877551,0.5612244897959183,0.7755102040816326,0.6785540748609099,2,3,4,5,6
mean,19,1,1611,13,268,218,190,190,11,0.8461538461538461,0.38421052631578945,0.6052631578947368,0.7684210526315789,0.686928358646327,2,3,4,6,8
mean,166,1,1615,15,268,324,111,111,9,0.6,0.27927927927927926,0.4864864864864865,0.6036036036036037,0.7100140849384197,3,4,5,6,7
mean,72,0,1624,11,265,147,137,137,11,1.0,0.1897810218978102,0.3722627737226277,0.5109489051094891,0.907098041094515,3,5,6,8,9
mean,93,0,1301,11,224,141,132,132,10,0.9090909090909091,0.26515151515151514,0.48484848484848486,0.6136363636363636,0.8550514377928595,3,5,6,8,9
mean,72,1,1209,13,208,304,96,96,6,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.8854166666666666,0.5387546924457376,2,3,3,4,4
mean,123,3,1713,13,285,455,88,88,8,0.6153846153846154,0.375,0.5795454545454546,0.6818181818181818,0.6886099203862226,2,4,5,6,7
mean,93,1,1553,14,255,272,146,146,11,0.7857142857142857,0.2602739726027397,0.4726027397260274,0.6575342465753424,0.6872966908755715,3,4,4,5,6
mean,143,0,1318,11,219,132,116,116,10,0.9090909090909091,0.22413793103448276,0.4051724137931034,0.5431034482758621,0.8403806974087358,3,5,5,6,8
mean,20,0,1549,11,257,155,129,129,11,1.0,0.23255813953488372,0.4186046511627907,0.6046511627906976,0.8564732926987808,3,4,5,7,9
mean,167,0,1275,11,215,152,102,102,11,1.0,0.28431372549019607,0.47058823529411764,0.6372549019607843,0.8504977390580035,3,4,6,8,9
mean,143,1,1088,13,191,226,104,104,10,0.7692307692307693,0.3173076923076923,0.5480769230769231,0.6923076923076923,0.7106840136553064,2,4,5,6,6
mean,20,1,2310,13,384,419,190,190,8,0.6153846153846154,0.26842105263157895,0.531578947368421,0.7684210526315789,0.6555190855402889,2,3,4,5,6
mean,167,1,1273,13,213,274,98,98,11,0.8461538461538461,0.2653061224489796,0.5204081632653061,0.7346938775510204,0.7173210908619326,2,3,4,6,8
mean,21,0,1780,11,293,169,148,148,11,1.0,0.22297297297297297,0.43243243243243246,0.5878378378378378,0.8821677706950983,3,5,6,8,9
mean,95,0,1084,13,185,161,95,95,10,0.7692307692307693,0.30526315789473685,0.5894736842105263,0.7052631578947368,0.7122932944506895,2,3,4,6,8
mean,144,0,1032,11,182,109,103,103,11,1.0,0.32038834951456313,0.6019417475728155,0.7281553398058253,0.7571069174253277,2,3,4,6,7
mean,74,0,1279,11,215,122,122,122,9,0.8181818181818182,0.26229508196721313,0.4918032786885246,0.6229508196721312,0.8255310363110633,3,4,6,7,8
mean,21,1,2143,14,342,318,226,226,8,0.5714285714285714,0.3495575221238938,0.6548672566371682,0.8230088495575221,0.5791723581248014,2,3,3,4,5
mean,96,0,1113,11,190,152,75,75,11,1.0,0.37333333333333335,0.52,0.6666666666666666,0.8067936237535656,2,4,5,7,9
mean,74,1,1585,15,260,277,136,136,12,0.8,0.3382352941176471,0.5367647058823529,0.7132352941176471,0.7155338096081114,2,3,5,7,9
mean,169,0,1118,11,190,175,82,82,10,0.9090909090909091,0.32926829268292684,0.5853658536585366,0.6829268292682927,0.7796742809688598,2,4,5,6,8
mean,169,1,1592,13,264,248,173,173,6,0.46153846153846156,0.5491329479768786,0.8034682080924855,0.976878612716763,0.4258714184248034,1,2,2,3,3
mean,96,1,1229,13,209,242,75,75,8,0.6153846153846154,0.4,0.6933333333333334,0.8533333333333334,0.5911828982301004,2,3,3,4,6
mean,24,0,1586,11,263,137,157,157,11,1.0,0.20382165605095542,0.39490445859872614,0.535031847133758,0.8783519286628615,3,5,6,7,8
mean,24,1,2026,13,328,352,154,154,11,0.8461538461538461,0.21428571428571427,0.4025974025974026,0.5714285714285714,0.778066689267793,3,4,5,6,7
mean,97,0,1187,11,205,134,103,103,11,1.0,0.3106796116504854,0.5631067961165048,0.6796116504854369,0.796438108888547,2,4,5,7,8
mean,144,1,1223,13,213,215,119,119,10,0.7692307692307693,0.29411764705882354,0.5546218487394958,0.7226890756302521,0.7113603299577854,2,3,5,6,7
mean,145,0,1055,11,182,136,95,95,9,0.8181818181818182,0.29473684210526313,0.5157894736842106,0.6947368421052632,0.7570007178849768,2,4,4,5,7
mean,173,0,1548,11,257,137,151,151,11,1.0,0.1986754966887417,0.37748344370860926,0.5562913907284768,0.8651795474158339,3,5,5,7,8
mean,145,1,1430,13,239,220,115,115,11,0.8461538461538461,0.25217391304347825,0.45217391304347826,0.6521739130434783,0.7805251558352111,3,4,5,7,8
mean,97,1,1215,13,208,271,94,94,10,0.7692307692307693,0.32978723404255317,0.5957446808510638,0.7553191489361702,0.6848029239759809,2,3,4,5,7
mean,98,0,1229,11,210,148,105,105,10,0.9090909090909091,0.29523809523809524,0.5523809523809524,0.7523809523809524,0.7448408655989246,2,3,4,5,7
mean,146,0,1043,11,179,161,66,66,10,0.9090909090909091,0.4090909090909091,0.6363636363636364,0.7575757575757576,0.7289466652652282,2,3,4,6,8
mean,146,1,1757,13,289,293,135,135,10,0.7692307692307693,0.32592592592592595,0.5481481481481482,0.7111111111111111,0.7242418588107487,2,3,4,6,8
mean,147,0,943,11,165,156,64,64,8,0.7272727272727273,0.4375,0.65625,0.84375,0.6427928028123794,2,3,3,5,6
mean,173,1,1482,13,251,285,141,141,11,0.8461538461538461,0.28368794326241137,0.524822695035461,0.7304964539007093,0.6938759499683879,2,3,4,5,6
mean,147,1,2051,13,338,309,221,221,9,0.6923076923076923,0.42081447963800905,0.7149321266968326,0.8778280542986425,0.5568782831539285,2,2,3,4,4
mean,98,1,1278,13,217,227,110,110,10,0.7692307692307693,0.2909090909090909,0.5636363636363636,0.8090909090909091,0.6530711907837204,2,3,3,5,6
mean,149,0,1824,12,300,249,129,129,12,1.0,0.24806201550387597,0.4496124031007752,0.6046511627906976,0.8589494371155806,3,5,6,8,10
mean,174,0,940,11,163,160,71,71,10,0.9090909090909091,0.36619718309859156,0.5492957746478874,0.676056338028169,0.7806642319100103,2,4,4,7,9
mean,174,1,1257,13,213,194,120,120,8,0.6153846153846154,0.45,0.6916666666666667,0.8583333333333333,0.5710620346380061,2,3,3,4,5
