example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_path
51,6,docgen_draft_smart_mean_score_global,0.15,169,25,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk06_docgen_scores.npz
51,7,docgen_draft_smart_mean_score_global,0.15,110,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk07_docgen_scores.npz
51,8,docgen_draft_smart_mean_score_global,0.15,109,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk08_docgen_scores.npz
51,9,docgen_draft_smart_mean_score_global,0.15,62,9,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk09_docgen_scores.npz
51,10,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk10_docgen_scores.npz
51,11,docgen_draft_smart_mean_score_global,0.15,208,31,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk11_docgen_scores.npz
51,12,docgen_draft_smart_mean_score_global,0.15,116,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk12_docgen_scores.npz
51,13,docgen_draft_smart_mean_score_global,0.15,130,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk13_docgen_scores.npz
51,14,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk14_docgen_scores.npz
51,15,docgen_draft_smart_mean_score_global,0.15,47,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example051_chunk15_docgen_scores.npz
52,0,docgen_draft_smart_mean_score_global,0.15,83,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk00_docgen_scores.npz
52,1,docgen_draft_smart_mean_score_global,0.15,94,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk01_docgen_scores.npz
52,2,docgen_draft_smart_mean_score_global,0.15,162,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk02_docgen_scores.npz
52,3,docgen_draft_smart_mean_score_global,0.15,78,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk03_docgen_scores.npz
52,4,docgen_draft_smart_mean_score_global,0.15,106,15,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk04_docgen_scores.npz
52,5,docgen_draft_smart_mean_score_global,0.15,95,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk05_docgen_scores.npz
52,6,docgen_draft_smart_mean_score_global,0.15,169,25,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk06_docgen_scores.npz
52,7,docgen_draft_smart_mean_score_global,0.15,110,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk07_docgen_scores.npz
52,8,docgen_draft_smart_mean_score_global,0.15,109,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk08_docgen_scores.npz
52,9,docgen_draft_smart_mean_score_global,0.15,62,9,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk09_docgen_scores.npz
52,10,docgen_draft_smart_mean_score_global,0.15,110,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk10_docgen_scores.npz
52,11,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk11_docgen_scores.npz
52,12,docgen_draft_smart_mean_score_global,0.15,208,31,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk12_docgen_scores.npz
52,13,docgen_draft_smart_mean_score_global,0.15,147,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk13_docgen_scores.npz
52,14,docgen_draft_smart_mean_score_global,0.15,308,46,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk14_docgen_scores.npz
52,15,docgen_draft_smart_mean_score_global,0.15,116,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk15_docgen_scores.npz
52,16,docgen_draft_smart_mean_score_global,0.15,130,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk16_docgen_scores.npz
52,17,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk17_docgen_scores.npz
52,18,docgen_draft_smart_mean_score_global,0.15,133,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk18_docgen_scores.npz
52,19,docgen_draft_smart_mean_score_global,0.15,122,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk19_docgen_scores.npz
52,20,docgen_draft_smart_mean_score_global,0.15,190,28,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk20_docgen_scores.npz
52,21,docgen_draft_smart_mean_score_global,0.15,125,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk21_docgen_scores.npz
52,22,docgen_draft_smart_mean_score_global,0.15,84,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk22_docgen_scores.npz
52,23,docgen_draft_smart_mean_score_global,0.15,150,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk23_docgen_scores.npz
52,24,docgen_draft_smart_mean_score_global,0.15,95,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example052_chunk24_docgen_scores.npz
53,0,docgen_draft_smart_mean_score_global,0.15,148,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk00_docgen_scores.npz
53,1,docgen_draft_smart_mean_score_global,0.15,154,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk01_docgen_scores.npz
53,2,docgen_draft_smart_mean_score_global,0.15,140,21,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk02_docgen_scores.npz
53,3,docgen_draft_smart_mean_score_global,0.15,148,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk03_docgen_scores.npz
53,4,docgen_draft_smart_mean_score_global,0.15,108,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk04_docgen_scores.npz
53,5,docgen_draft_smart_mean_score_global,0.15,170,25,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk05_docgen_scores.npz
53,6,docgen_draft_smart_mean_score_global,0.15,54,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk06_docgen_scores.npz
53,7,docgen_draft_smart_mean_score_global,0.15,81,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk07_docgen_scores.npz
53,8,docgen_draft_smart_mean_score_global,0.15,80,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk08_docgen_scores.npz
53,9,docgen_draft_smart_mean_score_global,0.15,184,27,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example053_chunk09_docgen_scores.npz
54,0,docgen_draft_smart_mean_score_global,0.15,83,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk00_docgen_scores.npz
54,1,docgen_draft_smart_mean_score_global,0.15,94,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk01_docgen_scores.npz
54,2,docgen_draft_smart_mean_score_global,0.15,162,24,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk02_docgen_scores.npz
54,3,docgen_draft_smart_mean_score_global,0.15,95,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk03_docgen_scores.npz
54,4,docgen_draft_smart_mean_score_global,0.15,106,15,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk04_docgen_scores.npz
54,5,docgen_draft_smart_mean_score_global,0.15,109,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk05_docgen_scores.npz
54,6,docgen_draft_smart_mean_score_global,0.15,110,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk06_docgen_scores.npz
54,7,docgen_draft_smart_mean_score_global,0.15,78,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk07_docgen_scores.npz
54,8,docgen_draft_smart_mean_score_global,0.15,62,9,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk08_docgen_scores.npz
54,9,docgen_draft_smart_mean_score_global,0.15,78,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk09_docgen_scores.npz
54,10,docgen_draft_smart_mean_score_global,0.15,110,16,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk10_docgen_scores.npz
54,11,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk11_docgen_scores.npz
54,12,docgen_draft_smart_mean_score_global,0.15,208,31,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk12_docgen_scores.npz
54,13,docgen_draft_smart_mean_score_global,0.15,147,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk13_docgen_scores.npz
54,14,docgen_draft_smart_mean_score_global,0.15,308,46,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk14_docgen_scores.npz
54,15,docgen_draft_smart_mean_score_global,0.15,116,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk15_docgen_scores.npz
54,16,docgen_draft_smart_mean_score_global,0.15,130,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk16_docgen_scores.npz
54,17,docgen_draft_smart_mean_score_global,0.15,71,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example054_chunk17_docgen_scores.npz
55,0,docgen_draft_smart_mean_score_global,0.15,128,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk00_docgen_scores.npz
55,1,docgen_draft_smart_mean_score_global,0.15,121,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk01_docgen_scores.npz
55,2,docgen_draft_smart_mean_score_global,0.15,147,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk02_docgen_scores.npz
55,3,docgen_draft_smart_mean_score_global,0.15,76,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk03_docgen_scores.npz
55,4,docgen_draft_smart_mean_score_global,0.15,51,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk04_docgen_scores.npz
55,5,docgen_draft_smart_mean_score_global,0.15,158,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk05_docgen_scores.npz
55,6,docgen_draft_smart_mean_score_global,0.15,95,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk06_docgen_scores.npz
55,7,docgen_draft_smart_mean_score_global,0.15,135,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk07_docgen_scores.npz
55,8,docgen_draft_smart_mean_score_global,0.15,127,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk08_docgen_scores.npz
55,9,docgen_draft_smart_mean_score_global,0.15,328,49,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example055_chunk09_docgen_scores.npz
56,0,docgen_draft_smart_mean_score_global,0.15,40,6,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk00_docgen_scores.npz
56,1,docgen_draft_smart_mean_score_global,0.15,89,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk01_docgen_scores.npz
56,2,docgen_draft_smart_mean_score_global,0.15,89,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk02_docgen_scores.npz
56,3,docgen_draft_smart_mean_score_global,0.15,200,30,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk03_docgen_scores.npz
56,4,docgen_draft_smart_mean_score_global,0.15,149,22,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk04_docgen_scores.npz
56,5,docgen_draft_smart_mean_score_global,0.15,156,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk05_docgen_scores.npz
56,6,docgen_draft_smart_mean_score_global,0.15,123,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk06_docgen_scores.npz
56,7,docgen_draft_smart_mean_score_global,0.15,219,32,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk07_docgen_scores.npz
56,8,docgen_draft_smart_mean_score_global,0.15,49,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk08_docgen_scores.npz
56,9,docgen_draft_smart_mean_score_global,0.15,137,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example056_chunk09_docgen_scores.npz
57,0,docgen_draft_smart_mean_score_global,0.15,135,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk00_docgen_scores.npz
57,1,docgen_draft_smart_mean_score_global,0.15,51,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk01_docgen_scores.npz
57,2,docgen_draft_smart_mean_score_global,0.15,46,6,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk02_docgen_scores.npz
57,3,docgen_draft_smart_mean_score_global,0.15,126,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk03_docgen_scores.npz
57,4,docgen_draft_smart_mean_score_global,0.15,157,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk04_docgen_scores.npz
57,5,docgen_draft_smart_mean_score_global,0.15,123,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk05_docgen_scores.npz
57,6,docgen_draft_smart_mean_score_global,0.15,72,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk06_docgen_scores.npz
57,7,docgen_draft_smart_mean_score_global,0.15,128,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk07_docgen_scores.npz
57,8,docgen_draft_smart_mean_score_global,0.15,57,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk08_docgen_scores.npz
57,9,docgen_draft_smart_mean_score_global,0.15,137,20,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example057_chunk09_docgen_scores.npz
58,0,docgen_draft_smart_mean_score_global,0.15,87,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk00_docgen_scores.npz
58,1,docgen_draft_smart_mean_score_global,0.15,96,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk01_docgen_scores.npz
58,2,docgen_draft_smart_mean_score_global,0.15,180,27,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk02_docgen_scores.npz
58,3,docgen_draft_smart_mean_score_global,0.15,94,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk03_docgen_scores.npz
58,4,docgen_draft_smart_mean_score_global,0.15,171,25,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk04_docgen_scores.npz
58,5,docgen_draft_smart_mean_score_global,0.15,68,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk05_docgen_scores.npz
58,6,docgen_draft_smart_mean_score_global,0.15,68,10,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk06_docgen_scores.npz
58,7,docgen_draft_smart_mean_score_global,0.15,122,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk07_docgen_scores.npz
58,8,docgen_draft_smart_mean_score_global,0.15,140,21,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk08_docgen_scores.npz
58,9,docgen_draft_smart_mean_score_global,0.15,117,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk09_docgen_scores.npz
58,10,docgen_draft_smart_mean_score_global,0.15,66,9,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk10_docgen_scores.npz
58,11,docgen_draft_smart_mean_score_global,0.15,178,26,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk11_docgen_scores.npz
58,12,docgen_draft_smart_mean_score_global,0.15,82,12,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk12_docgen_scores.npz
58,13,docgen_draft_smart_mean_score_global,0.15,141,21,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk13_docgen_scores.npz
58,14,docgen_draft_smart_mean_score_global,0.15,61,9,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk14_docgen_scores.npz
58,15,docgen_draft_smart_mean_score_global,0.15,53,7,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk15_docgen_scores.npz
58,16,docgen_draft_smart_mean_score_global,0.15,88,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk16_docgen_scores.npz
58,17,docgen_draft_smart_mean_score_global,0.15,217,32,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk17_docgen_scores.npz
58,18,docgen_draft_smart_mean_score_global,0.15,56,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example058_chunk18_docgen_scores.npz
59,0,docgen_draft_smart_mean_score_global,0.15,56,8,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk00_docgen_scores.npz
59,1,docgen_draft_smart_mean_score_global,0.15,120,18,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk01_docgen_scores.npz
59,2,docgen_draft_smart_mean_score_global,0.15,127,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk02_docgen_scores.npz
59,3,docgen_draft_smart_mean_score_global,0.15,156,23,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk03_docgen_scores.npz
59,4,docgen_draft_smart_mean_score_global,0.15,273,40,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk04_docgen_scores.npz
59,5,docgen_draft_smart_mean_score_global,0.15,181,27,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk05_docgen_scores.npz
59,6,docgen_draft_smart_mean_score_global,0.15,115,17,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk06_docgen_scores.npz
59,7,docgen_draft_smart_mean_score_global,0.15,75,11,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk07_docgen_scores.npz
59,8,docgen_draft_smart_mean_score_global,0.15,94,14,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk08_docgen_scores.npz
59,9,docgen_draft_smart_mean_score_global,0.15,89,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk09_docgen_scores.npz
59,10,docgen_draft_smart_mean_score_global,0.15,127,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk10_docgen_scores.npz
59,11,docgen_draft_smart_mean_score_global,0.15,128,19,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk11_docgen_scores.npz
59,12,docgen_draft_smart_mean_score_global,0.15,60,9,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk12_docgen_scores.npz
59,13,docgen_draft_smart_mean_score_global,0.15,90,13,32,MOTIVATION_EXPERIMENTS/offline_doc_generated_query_calibration/docgen_chunk_draft_smart_full/chunk_score_cache_npz/example059_chunk13_docgen_scores.npz
