chunk,method,chunk_len,selected_count,example_id,rate
chunk11,hybrid_draft50_qk50_score_per_chunk,51,2,79,0.05
chunk12,draft_frequency_per_chunk,121,6,79,0.05
chunk12,qk_frequency_per_chunk,121,6,79,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,121,6,79,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,121,6,79,0.05
chunk13,draft_frequency_per_chunk,95,4,79,0.05
chunk13,qk_frequency_per_chunk,95,4,79,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,95,4,79,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,95,4,79,0.05
chunk14,draft_frequency_per_chunk,328,16,79,0.05
chunk14,qk_frequency_per_chunk,328,16,79,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,328,16,79,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,328,16,79,0.05
chunk15,draft_frequency_per_chunk,92,4,79,0.05
chunk15,qk_frequency_per_chunk,92,4,79,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,92,4,79,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,92,4,79,0.05
chunk16,draft_frequency_per_chunk,396,19,79,0.05
chunk16,qk_frequency_per_chunk,396,19,79,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,396,19,79,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,396,19,79,0.05
chunk17,draft_frequency_per_chunk,145,7,79,0.05
chunk17,qk_frequency_per_chunk,145,7,79,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,145,7,79,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,145,7,79,0.05
chunk00,draft_frequency_per_chunk,51,2,80,0.05
chunk00,qk_frequency_per_chunk,51,2,80,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,51,2,80,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,51,2,80,0.05
chunk01,draft_frequency_per_chunk,91,4,80,0.05
chunk01,qk_frequency_per_chunk,91,4,80,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,91,4,80,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,91,4,80,0.05
chunk02,draft_frequency_per_chunk,107,5,80,0.05
chunk02,qk_frequency_per_chunk,107,5,80,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,107,5,80,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,107,5,80,0.05
chunk03,draft_frequency_per_chunk,147,7,80,0.05
chunk03,qk_frequency_per_chunk,147,7,80,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,147,7,80,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,147,7,80,0.05
chunk04,draft_frequency_per_chunk,130,6,80,0.05
chunk04,qk_frequency_per_chunk,130,6,80,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,130,6,80,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,130,6,80,0.05
chunk05,draft_frequency_per_chunk,77,3,80,0.05
chunk05,qk_frequency_per_chunk,77,3,80,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,77,3,80,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,77,3,80,0.05
chunk06,draft_frequency_per_chunk,297,14,80,0.05
chunk06,qk_frequency_per_chunk,297,14,80,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,297,14,80,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,297,14,80,0.05
chunk07,draft_frequency_per_chunk,78,3,80,0.05
chunk07,qk_frequency_per_chunk,78,3,80,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,78,3,80,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,78,3,80,0.05
chunk08,draft_frequency_per_chunk,95,4,80,0.05
chunk08,qk_frequency_per_chunk,95,4,80,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,95,4,80,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,95,4,80,0.05
chunk09,draft_frequency_per_chunk,115,5,80,0.05
chunk09,qk_frequency_per_chunk,115,5,80,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,115,5,80,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,115,5,80,0.05
chunk00,draft_frequency_per_chunk,41,2,81,0.05
chunk00,qk_frequency_per_chunk,41,2,81,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,41,2,81,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,41,2,81,0.05
chunk01,draft_frequency_per_chunk,147,7,81,0.05
chunk01,qk_frequency_per_chunk,147,7,81,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,147,7,81,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,147,7,81,0.05
chunk02,draft_frequency_per_chunk,150,7,81,0.05
chunk02,qk_frequency_per_chunk,150,7,81,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,150,7,81,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,150,7,81,0.05
chunk03,draft_frequency_per_chunk,138,6,81,0.05
chunk03,qk_frequency_per_chunk,138,6,81,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,138,6,81,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,138,6,81,0.05
chunk04,draft_frequency_per_chunk,186,9,81,0.05
chunk04,qk_frequency_per_chunk,186,9,81,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,186,9,81,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,186,9,81,0.05
chunk05,draft_frequency_per_chunk,170,8,81,0.05
chunk05,qk_frequency_per_chunk,170,8,81,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,170,8,81,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,170,8,81,0.05
chunk06,draft_frequency_per_chunk,122,6,81,0.05
chunk06,qk_frequency_per_chunk,122,6,81,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,122,6,81,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,122,6,81,0.05
chunk07,draft_frequency_per_chunk,141,7,81,0.05
chunk07,qk_frequency_per_chunk,141,7,81,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,141,7,81,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,141,7,81,0.05
chunk08,draft_frequency_per_chunk,131,6,81,0.05
chunk08,qk_frequency_per_chunk,131,6,81,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,131,6,81,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,131,6,81,0.05
chunk09,draft_frequency_per_chunk,105,5,81,0.05
chunk09,qk_frequency_per_chunk,105,5,81,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,105,5,81,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,105,5,81,0.05
chunk10,draft_frequency_per_chunk,126,6,81,0.05
chunk10,qk_frequency_per_chunk,126,6,81,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,126,6,81,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,126,6,81,0.05
chunk11,draft_frequency_per_chunk,111,5,81,0.05
chunk11,qk_frequency_per_chunk,111,5,81,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,111,5,81,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,111,5,81,0.05
chunk12,draft_frequency_per_chunk,177,8,81,0.05
chunk12,qk_frequency_per_chunk,177,8,81,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,177,8,81,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,177,8,81,0.05
chunk13,draft_frequency_per_chunk,173,8,81,0.05
chunk13,qk_frequency_per_chunk,173,8,81,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,173,8,81,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,173,8,81,0.05
chunk14,draft_frequency_per_chunk,101,5,81,0.05
chunk14,qk_frequency_per_chunk,101,5,81,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,101,5,81,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,101,5,81,0.05
chunk15,draft_frequency_per_chunk,70,3,81,0.05
chunk15,qk_frequency_per_chunk,70,3,81,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,70,3,81,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,70,3,81,0.05
chunk16,draft_frequency_per_chunk,171,8,81,0.05
chunk16,qk_frequency_per_chunk,171,8,81,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,171,8,81,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,171,8,81,0.05
chunk17,draft_frequency_per_chunk,89,4,81,0.05
chunk17,qk_frequency_per_chunk,89,4,81,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,89,4,81,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,89,4,81,0.05
chunk00,draft_frequency_per_chunk,206,10,82,0.05
chunk00,qk_frequency_per_chunk,206,10,82,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,206,10,82,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,206,10,82,0.05
chunk01,draft_frequency_per_chunk,103,5,82,0.05
chunk01,qk_frequency_per_chunk,103,5,82,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,103,5,82,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,103,5,82,0.05
chunk02,draft_frequency_per_chunk,63,3,82,0.05
chunk02,qk_frequency_per_chunk,63,3,82,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,63,3,82,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,63,3,82,0.05
chunk03,draft_frequency_per_chunk,68,3,82,0.05
chunk03,qk_frequency_per_chunk,68,3,82,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,68,3,82,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,68,3,82,0.05
chunk04,draft_frequency_per_chunk,101,5,82,0.05
chunk04,qk_frequency_per_chunk,101,5,82,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,101,5,82,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,101,5,82,0.05
chunk05,draft_frequency_per_chunk,229,11,82,0.05
chunk05,qk_frequency_per_chunk,229,11,82,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,229,11,82,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,229,11,82,0.05
chunk06,draft_frequency_per_chunk,136,6,82,0.05
chunk06,qk_frequency_per_chunk,136,6,82,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,136,6,82,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,136,6,82,0.05
chunk07,draft_frequency_per_chunk,129,6,82,0.05
chunk07,qk_frequency_per_chunk,129,6,82,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,129,6,82,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,129,6,82,0.05
chunk08,draft_frequency_per_chunk,202,10,82,0.05
chunk08,qk_frequency_per_chunk,202,10,82,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,202,10,82,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,202,10,82,0.05
chunk09,draft_frequency_per_chunk,79,3,82,0.05
chunk09,qk_frequency_per_chunk,79,3,82,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,79,3,82,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,79,3,82,0.05
chunk10,draft_frequency_per_chunk,77,3,82,0.05
chunk10,qk_frequency_per_chunk,77,3,82,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,77,3,82,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,77,3,82,0.05
chunk11,draft_frequency_per_chunk,86,4,82,0.05
chunk11,qk_frequency_per_chunk,86,4,82,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,86,4,82,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,86,4,82,0.05
chunk12,draft_frequency_per_chunk,109,5,82,0.05
chunk12,qk_frequency_per_chunk,109,5,82,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,109,5,82,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,109,5,82,0.05
chunk13,draft_frequency_per_chunk,118,5,82,0.05
chunk13,qk_frequency_per_chunk,118,5,82,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,118,5,82,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,118,5,82,0.05
chunk00,draft_frequency_per_chunk,50,2,84,0.05
chunk00,qk_frequency_per_chunk,50,2,84,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,50,2,84,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,50,2,84,0.05
chunk01,draft_frequency_per_chunk,103,5,84,0.05
chunk01,qk_frequency_per_chunk,103,5,84,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,103,5,84,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,103,5,84,0.05
chunk02,draft_frequency_per_chunk,254,12,84,0.05
chunk02,qk_frequency_per_chunk,254,12,84,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,254,12,84,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,254,12,84,0.05
chunk03,draft_frequency_per_chunk,107,5,84,0.05
chunk03,qk_frequency_per_chunk,107,5,84,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,107,5,84,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,107,5,84,0.05
chunk04,draft_frequency_per_chunk,160,8,84,0.05
chunk04,qk_frequency_per_chunk,160,8,84,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,160,8,84,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,160,8,84,0.05
chunk05,draft_frequency_per_chunk,71,3,84,0.05
chunk05,qk_frequency_per_chunk,71,3,84,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,71,3,84,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,71,3,84,0.05
chunk06,draft_frequency_per_chunk,69,3,84,0.05
chunk06,qk_frequency_per_chunk,69,3,84,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,69,3,84,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,69,3,84,0.05
chunk07,draft_frequency_per_chunk,144,7,84,0.05
chunk07,qk_frequency_per_chunk,144,7,84,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,144,7,84,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,144,7,84,0.05
chunk08,draft_frequency_per_chunk,154,7,84,0.05
chunk08,qk_frequency_per_chunk,154,7,84,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,154,7,84,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,154,7,84,0.05
chunk09,draft_frequency_per_chunk,163,8,84,0.05
chunk09,qk_frequency_per_chunk,163,8,84,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,163,8,84,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,163,8,84,0.05
chunk10,draft_frequency_per_chunk,64,3,84,0.05
chunk10,qk_frequency_per_chunk,64,3,84,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,64,3,84,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,64,3,84,0.05
chunk11,draft_frequency_per_chunk,87,4,84,0.05
chunk11,qk_frequency_per_chunk,87,4,84,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,87,4,84,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,87,4,84,0.05
chunk12,draft_frequency_per_chunk,103,5,84,0.05
chunk12,qk_frequency_per_chunk,103,5,84,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,103,5,84,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,103,5,84,0.05
chunk13,draft_frequency_per_chunk,152,7,84,0.05
chunk13,qk_frequency_per_chunk,152,7,84,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,152,7,84,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,152,7,84,0.05
chunk14,draft_frequency_per_chunk,52,2,84,0.05
chunk14,qk_frequency_per_chunk,52,2,84,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,52,2,84,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,52,2,84,0.05
chunk15,draft_frequency_per_chunk,192,9,84,0.05
chunk15,qk_frequency_per_chunk,192,9,84,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,192,9,84,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,192,9,84,0.05
chunk16,draft_frequency_per_chunk,84,4,84,0.05
chunk16,qk_frequency_per_chunk,84,4,84,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,84,4,84,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,84,4,84,0.05
chunk17,draft_frequency_per_chunk,132,6,84,0.05
chunk17,qk_frequency_per_chunk,132,6,84,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,132,6,84,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,132,6,84,0.05
chunk18,draft_frequency_per_chunk,112,5,84,0.05
chunk18,qk_frequency_per_chunk,112,5,84,0.05
chunk18,hybrid_draft70_qk30_score_per_chunk,112,5,84,0.05
chunk18,hybrid_draft50_qk50_score_per_chunk,112,5,84,0.05
chunk19,draft_frequency_per_chunk,141,7,84,0.05
chunk19,qk_frequency_per_chunk,141,7,84,0.05
chunk19,hybrid_draft70_qk30_score_per_chunk,141,7,84,0.05
chunk19,hybrid_draft50_qk50_score_per_chunk,141,7,84,0.05
chunk00,draft_frequency_per_chunk,322,16,85,0.05
chunk00,qk_frequency_per_chunk,322,16,85,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,322,16,85,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,322,16,85,0.05
chunk01,draft_frequency_per_chunk,122,6,85,0.05
chunk01,qk_frequency_per_chunk,122,6,85,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,122,6,85,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,122,6,85,0.05
chunk02,draft_frequency_per_chunk,108,5,85,0.05
chunk02,qk_frequency_per_chunk,108,5,85,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,108,5,85,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,108,5,85,0.05
chunk03,draft_frequency_per_chunk,86,4,85,0.05
chunk03,qk_frequency_per_chunk,86,4,85,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,86,4,85,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,86,4,85,0.05
chunk04,draft_frequency_per_chunk,126,6,85,0.05
chunk04,qk_frequency_per_chunk,126,6,85,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,126,6,85,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,126,6,85,0.05
chunk05,draft_frequency_per_chunk,162,8,85,0.05
chunk05,qk_frequency_per_chunk,162,8,85,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,162,8,85,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,162,8,85,0.05
chunk06,draft_frequency_per_chunk,113,5,85,0.05
chunk06,qk_frequency_per_chunk,113,5,85,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,113,5,85,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,113,5,85,0.05
chunk07,draft_frequency_per_chunk,88,4,85,0.05
chunk07,qk_frequency_per_chunk,88,4,85,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,88,4,85,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,88,4,85,0.05
chunk08,draft_frequency_per_chunk,194,9,85,0.05
chunk08,qk_frequency_per_chunk,194,9,85,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,194,9,85,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,194,9,85,0.05
chunk09,draft_frequency_per_chunk,178,8,85,0.05
chunk09,qk_frequency_per_chunk,178,8,85,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,178,8,85,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,178,8,85,0.05
chunk00,draft_frequency_per_chunk,67,3,86,0.05
chunk00,qk_frequency_per_chunk,67,3,86,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,67,3,86,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,67,3,86,0.05
chunk01,draft_frequency_per_chunk,36,1,86,0.05
chunk01,qk_frequency_per_chunk,36,1,86,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,36,1,86,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,36,1,86,0.05
chunk02,draft_frequency_per_chunk,125,6,86,0.05
chunk02,qk_frequency_per_chunk,125,6,86,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,125,6,86,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,125,6,86,0.05
chunk03,draft_frequency_per_chunk,111,5,86,0.05
chunk03,qk_frequency_per_chunk,111,5,86,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,111,5,86,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,111,5,86,0.05
chunk04,draft_frequency_per_chunk,95,4,86,0.05
chunk04,qk_frequency_per_chunk,95,4,86,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,95,4,86,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,95,4,86,0.05
chunk05,draft_frequency_per_chunk,53,2,86,0.05
chunk05,qk_frequency_per_chunk,53,2,86,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,53,2,86,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,53,2,86,0.05
chunk06,draft_frequency_per_chunk,73,3,86,0.05
chunk06,qk_frequency_per_chunk,73,3,86,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,73,3,86,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,73,3,86,0.05
chunk07,draft_frequency_per_chunk,93,4,86,0.05
chunk07,qk_frequency_per_chunk,93,4,86,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,93,4,86,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,93,4,86,0.05
chunk08,draft_frequency_per_chunk,110,5,86,0.05
chunk08,qk_frequency_per_chunk,110,5,86,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,110,5,86,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,110,5,86,0.05
chunk09,draft_frequency_per_chunk,85,4,86,0.05
chunk09,qk_frequency_per_chunk,85,4,86,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,85,4,86,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,85,4,86,0.05
chunk10,draft_frequency_per_chunk,65,3,86,0.05
chunk10,qk_frequency_per_chunk,65,3,86,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,65,3,86,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,65,3,86,0.05
chunk11,draft_frequency_per_chunk,110,5,86,0.05
chunk11,qk_frequency_per_chunk,110,5,86,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,110,5,86,0.05
chunk11,hybrid_draft50_qk50_score_per_chunk,110,5,86,0.05
chunk12,draft_frequency_per_chunk,95,4,86,0.05
chunk12,qk_frequency_per_chunk,95,4,86,0.05
chunk12,hybrid_draft70_qk30_score_per_chunk,95,4,86,0.05
chunk12,hybrid_draft50_qk50_score_per_chunk,95,4,86,0.05
chunk13,draft_frequency_per_chunk,124,6,86,0.05
chunk13,qk_frequency_per_chunk,124,6,86,0.05
chunk13,hybrid_draft70_qk30_score_per_chunk,124,6,86,0.05
chunk13,hybrid_draft50_qk50_score_per_chunk,124,6,86,0.05
chunk14,draft_frequency_per_chunk,243,12,86,0.05
chunk14,qk_frequency_per_chunk,243,12,86,0.05
chunk14,hybrid_draft70_qk30_score_per_chunk,243,12,86,0.05
chunk14,hybrid_draft50_qk50_score_per_chunk,243,12,86,0.05
chunk15,draft_frequency_per_chunk,238,11,86,0.05
chunk15,qk_frequency_per_chunk,238,11,86,0.05
chunk15,hybrid_draft70_qk30_score_per_chunk,238,11,86,0.05
chunk15,hybrid_draft50_qk50_score_per_chunk,238,11,86,0.05
chunk16,draft_frequency_per_chunk,56,2,86,0.05
chunk16,qk_frequency_per_chunk,56,2,86,0.05
chunk16,hybrid_draft70_qk30_score_per_chunk,56,2,86,0.05
chunk16,hybrid_draft50_qk50_score_per_chunk,56,2,86,0.05
chunk17,draft_frequency_per_chunk,102,5,86,0.05
chunk17,qk_frequency_per_chunk,102,5,86,0.05
chunk17,hybrid_draft70_qk30_score_per_chunk,102,5,86,0.05
chunk17,hybrid_draft50_qk50_score_per_chunk,102,5,86,0.05
chunk18,draft_frequency_per_chunk,49,2,86,0.05
chunk18,qk_frequency_per_chunk,49,2,86,0.05
chunk18,hybrid_draft70_qk30_score_per_chunk,49,2,86,0.05
chunk18,hybrid_draft50_qk50_score_per_chunk,49,2,86,0.05
chunk00,draft_frequency_per_chunk,53,2,88,0.05
chunk00,qk_frequency_per_chunk,53,2,88,0.05
chunk00,hybrid_draft70_qk30_score_per_chunk,53,2,88,0.05
chunk00,hybrid_draft50_qk50_score_per_chunk,53,2,88,0.05
chunk01,draft_frequency_per_chunk,28,1,88,0.05
chunk01,qk_frequency_per_chunk,28,1,88,0.05
chunk01,hybrid_draft70_qk30_score_per_chunk,28,1,88,0.05
chunk01,hybrid_draft50_qk50_score_per_chunk,28,1,88,0.05
chunk02,draft_frequency_per_chunk,50,2,88,0.05
chunk02,qk_frequency_per_chunk,50,2,88,0.05
chunk02,hybrid_draft70_qk30_score_per_chunk,50,2,88,0.05
chunk02,hybrid_draft50_qk50_score_per_chunk,50,2,88,0.05
chunk03,draft_frequency_per_chunk,255,12,88,0.05
chunk03,qk_frequency_per_chunk,255,12,88,0.05
chunk03,hybrid_draft70_qk30_score_per_chunk,255,12,88,0.05
chunk03,hybrid_draft50_qk50_score_per_chunk,255,12,88,0.05
chunk04,draft_frequency_per_chunk,75,3,88,0.05
chunk04,qk_frequency_per_chunk,75,3,88,0.05
chunk04,hybrid_draft70_qk30_score_per_chunk,75,3,88,0.05
chunk04,hybrid_draft50_qk50_score_per_chunk,75,3,88,0.05
chunk05,draft_frequency_per_chunk,102,5,88,0.05
chunk05,qk_frequency_per_chunk,102,5,88,0.05
chunk05,hybrid_draft70_qk30_score_per_chunk,102,5,88,0.05
chunk05,hybrid_draft50_qk50_score_per_chunk,102,5,88,0.05
chunk06,draft_frequency_per_chunk,130,6,88,0.05
chunk06,qk_frequency_per_chunk,130,6,88,0.05
chunk06,hybrid_draft70_qk30_score_per_chunk,130,6,88,0.05
chunk06,hybrid_draft50_qk50_score_per_chunk,130,6,88,0.05
chunk07,draft_frequency_per_chunk,226,11,88,0.05
chunk07,qk_frequency_per_chunk,226,11,88,0.05
chunk07,hybrid_draft70_qk30_score_per_chunk,226,11,88,0.05
chunk07,hybrid_draft50_qk50_score_per_chunk,226,11,88,0.05
chunk08,draft_frequency_per_chunk,394,19,88,0.05
chunk08,qk_frequency_per_chunk,394,19,88,0.05
chunk08,hybrid_draft70_qk30_score_per_chunk,394,19,88,0.05
chunk08,hybrid_draft50_qk50_score_per_chunk,394,19,88,0.05
chunk09,draft_frequency_per_chunk,85,4,88,0.05
chunk09,qk_frequency_per_chunk,85,4,88,0.05
chunk09,hybrid_draft70_qk30_score_per_chunk,85,4,88,0.05
chunk09,hybrid_draft50_qk50_score_per_chunk,85,4,88,0.05
chunk10,draft_frequency_per_chunk,141,7,88,0.05
chunk10,qk_frequency_per_chunk,141,7,88,0.05
chunk10,hybrid_draft70_qk30_score_per_chunk,141,7,88,0.05
chunk10,hybrid_draft50_qk50_score_per_chunk,141,7,88,0.05
chunk11,draft_frequency_per_chunk,111,5,88,0.05
chunk11,qk_frequency_per_chunk,111,5,88,0.05
chunk11,hybrid_draft70_qk30_score_per_chunk,111,5,88,0.05
