a,b,n_chunks,jaccard,coverage_b_by_a
fullattn_freq,draft80_lexical20,2098,0.15238777547880725,0.25856695076394914
fullattn_freq,draft_score_lexical_tiebreak,2098,0.17223596118767814,0.2870116251269109
hybrid_draft70_qk30,qk_freq,2098,0.47775322096701933,0.6348083402867915
hybrid_draft70_qk30,draft_freq,2098,0.9244009129890424,0.9589510592017347
hybrid_draft70_qk30,fullattn_freq,2098,0.17511557988017767,0.291296844541608
hybrid_draft70_qk30,hybrid_draft70_qk30,2098,1.0,1.0
hybrid_draft70_qk30,hybrid_draft50_qk50,2098,0.7190669635347656,0.8301107137944754
hybrid_draft70_qk30,hybrid_intersection_fill,2098,0.9656405838312223,0.981509331881257
hybrid_draft70_qk30,hybrid_rrf,2098,0.7383196586839134,0.8441862901195171
hybrid_draft70_qk30,lexical_entity,2098,0.1692407005225999,0.28434873785204173
hybrid_draft70_qk30,lexical_idf_entity,2098,0.11680801602665272,0.20517622337892946
hybrid_draft70_qk30,lexical_idf_boundary,2098,0.13535582722150408,0.23422335274197598
hybrid_draft70_qk30,draft90_lexical10,2098,0.8141068880306137,0.8958649307774093
hybrid_draft70_qk30,draft85_lexical15,2098,0.7472593157238525,0.8542884721273235
hybrid_draft70_qk30,draft80_lexical20,2098,0.6913482558757932,0.8162971104447246
hybrid_draft70_qk30,draft_score_lexical_tiebreak,2098,0.9219473625161801,0.9575610684081087
hybrid_draft50_qk50,qk_freq,2098,0.6762952436534978,0.8003109601772469
hybrid_draft50_qk50,draft_freq,2098,0.6689392141765483,0.7944862925547647
hybrid_draft50_qk50,fullattn_freq,2098,0.1727000047081893,0.28807248511401745
hybrid_draft50_qk50,hybrid_draft70_qk30,2098,0.7190669635347656,0.8301107137944754
hybrid_draft50_qk50,hybrid_draft50_qk50,2098,1.0,1.0
hybrid_draft50_qk50,hybrid_intersection_fill,2098,0.7422042020066916,0.8458170203178343
hybrid_draft50_qk50,hybrid_rrf,2098,0.7615938212222195,0.8590459767725355
hybrid_draft50_qk50,lexical_entity,2098,0.17472235577888734,0.29283116167748985
hybrid_draft50_qk50,lexical_idf_entity,2098,0.10561234970057934,0.18736821093432404
hybrid_draft50_qk50,lexical_idf_boundary,2098,0.122018363009508,0.213671446861586
hybrid_draft50_qk50,draft90_lexical10,2098,0.6344235812549083,0.7700494278903995
hybrid_draft50_qk50,draft85_lexical15,2098,0.6130749039006254,0.7549691725891645
hybrid_draft50_qk50,draft80_lexical20,2098,0.5911430807557825,0.7385377161839343
hybrid_draft50_qk50,draft_score_lexical_tiebreak,2098,0.6679889754174253,0.7937421449912554
hybrid_intersection_fill,qk_freq,2098,0.49564812192672325,0.6512404031589121
hybrid_intersection_fill,draft_freq,2098,0.8976076020269201,0.9437384800727069
hybrid_intersection_fill,fullattn_freq,2098,0.1747940002170136,0.2908578492228671
hybrid_intersection_fill,hybrid_draft70_qk30,2098,0.9656405838312223,0.981509331881257
hybrid_intersection_fill,hybrid_draft50_qk50,2098,0.7422042020066916,0.8458170203178343
hybrid_intersection_fill,hybrid_intersection_fill,2098,1.0,1.0
hybrid_intersection_fill,hybrid_rrf,2098,0.7492755636723272,0.8515706851885645
hybrid_intersection_fill,lexical_entity,2098,0.17028057146979422,0.2859639879058498
hybrid_intersection_fill,lexical_idf_entity,2098,0.11591002738196433,0.20374097045995374
hybrid_intersection_fill,lexical_idf_boundary,2098,0.13428514828915067,0.2325411405356666
hybrid_intersection_fill,draft90_lexical10,2098,0.8056842483151404,0.890488360297109
hybrid_intersection_fill,draft85_lexical15,2098,0.7433971572114874,0.8516573759610948
hybrid_intersection_fill,draft80_lexical20,2098,0.6889750248801023,0.8146059515559487
hybrid_intersection_fill,draft_score_lexical_tiebreak,2098,0.8956498354593372,0.9426124070376849
hybrid_rrf,qk_freq,2098,0.5982837340506972,0.7395604028370397
hybrid_rrf,draft_freq,2098,0.6951951552153302,0.8147009052836433
hybrid_rrf,fullattn_freq,2098,0.17176489752707824,0.28640571221293437
hybrid_rrf,hybrid_draft70_qk30,2098,0.7383196586839134,0.8441862901195171
hybrid_rrf,hybrid_draft50_qk50,2098,0.7615938212222195,0.8590459767725355
hybrid_rrf,hybrid_intersection_fill,2098,0.7492755636723272,0.8515706851885645
hybrid_rrf,hybrid_rrf,2098,1.0,1.0
hybrid_rrf,lexical_entity,2098,0.1739521659761276,0.2915858230369899
hybrid_rrf,lexical_idf_entity,2098,0.11804481705807249,0.20737918976456393
hybrid_rrf,lexical_idf_boundary,2098,0.1356606732001948,0.2349550604080303
hybrid_rrf,draft90_lexical10,2098,0.6417379859339221,0.7763442524113109
hybrid_rrf,draft85_lexical15,2098,0.6125954132086995,0.755154530138852
hybrid_rrf,draft80_lexical20,2098,0.5858949687027817,0.7346472067508859
hybrid_rrf,draft_score_lexical_tiebreak,2098,0.6931042188128951,0.8132088618249568
lexical_entity,qk_freq,2098,0.16189915642011846,0.2743380906961821
lexical_entity,draft_freq,2098,0.16805889183199976,0.2823497554804322
lexical_entity,fullattn_freq,2098,0.03919702536685331,0.07265908585700974
lexical_entity,hybrid_draft70_qk30,2098,0.1692407005225999,0.28434873785204173
lexical_entity,hybrid_draft50_qk50,2098,0.17472235577888734,0.29283116167748985
lexical_entity,hybrid_intersection_fill,2098,0.17028057146979422,0.2859639879058498
lexical_entity,hybrid_rrf,2098,0.1739521659761276,0.2915858230369899
lexical_entity,lexical_entity,3408,1.0,1.0
lexical_entity,lexical_idf_entity,3408,0.259157752883492,0.3915405052283103
lexical_entity,lexical_idf_boundary,3408,0.2570304777744154,0.38928889372811415
lexical_entity,draft90_lexical10,2098,0.194790931585088,0.31951215594037996
lexical_entity,draft85_lexical15,2098,0.2045943338222954,0.33302078566327264
lexical_entity,draft80_lexical20,2098,0.21336367613997587,0.3445876952569336
lexical_entity,draft_score_lexical_tiebreak,2098,0.17013783788710268,0.28533032150620297
lexical_idf_entity,qk_freq,2098,0.09401066741962828,0.1680491329985358
lexical_idf_entity,draft_freq,2098,0.11828148368058826,0.20744229421721425
lexical_idf_entity,fullattn_freq,2098,0.023426644482558538,0.0440525327619015
lexical_idf_entity,hybrid_draft70_qk30,2098,0.11680801602665272,0.20517622337892946
lexical_idf_entity,hybrid_draft50_qk50,2098,0.10561234970057934,0.18736821093432404
lexical_idf_entity,hybrid_intersection_fill,2098,0.11591002738196433,0.20374097045995374
lexical_idf_entity,hybrid_rrf,2098,0.11804481705807249,0.20737918976456393
lexical_idf_entity,lexical_entity,3408,0.259157752883492,0.3915405052283103
lexical_idf_entity,lexical_idf_entity,3408,1.0,1.0
lexical_idf_entity,lexical_idf_boundary,3408,0.8061385682832148,0.8872094749086005
lexical_idf_entity,draft90_lexical10,2098,0.1688201576355669,0.2846957058595307
lexical_idf_entity,draft85_lexical15,2098,0.19536299224991566,0.32299686919211307
lexical_idf_entity,draft80_lexical20,2098,0.220604462102362,0.35770556959439676
lexical_idf_entity,draft_score_lexical_tiebreak,2098,0.12237142032571603,0.2139197702723119
lexical_idf_boundary,qk_freq,2098,0.10582737469330368,0.18747532719021404
lexical_idf_boundary,draft_freq,2098,0.1368549093726172,0.2363794855506943
lexical_idf_boundary,fullattn_freq,2098,0.025996504096262498,0.04863943166625015
lexical_idf_boundary,hybrid_draft70_qk30,2098,0.13535582722150408,0.23422335274197598
lexical_idf_boundary,hybrid_draft50_qk50,2098,0.122018363009508,0.213671446861586
lexical_idf_boundary,hybrid_intersection_fill,2098,0.13428514828915067,0.2325411405356666
lexical_idf_boundary,hybrid_rrf,2098,0.1356606732001948,0.2349550604080303
lexical_idf_boundary,lexical_entity,3408,0.2570304777744154,0.38928889372811415
lexical_idf_boundary,lexical_idf_entity,3408,0.8061385682832148,0.8872094749086005
lexical_idf_boundary,lexical_idf_boundary,3408,1.0,1.0
lexical_idf_boundary,draft90_lexical10,2098,0.18777042485699447,0.31166356833819187
lexical_idf_boundary,draft85_lexical15,2098,0.2147443443414325,0.3494592286627906
lexical_idf_boundary,draft80_lexical20,2098,0.24033532115197198,0.38350316072361323
lexical_idf_boundary,draft_score_lexical_tiebreak,2098,0.1410308077168483,0.24284018409839345
draft90_lexical10,qk_freq,2098,0.4207343491303438,0.5819914308262139
draft90_lexical10,draft_freq,2098,0.8235338509669069,0.9032370874506696
draft90_lexical10,fullattn_freq,2098,0.1635675959030292,0.2749898099875565
draft90_lexical10,hybrid_draft70_qk30,2098,0.8141068880306137,0.8971757029413749
draft90_lexical10,hybrid_draft50_qk50,2098,0.6344235812549083,0.7711695422850611
draft90_lexical10,hybrid_intersection_fill,2098,0.8056842483151404,0.8917991324610746
draft90_lexical10,hybrid_rrf,2098,0.6417379859339221,0.7774881990271355
draft90_lexical10,lexical_entity,2098,0.194790931585088,0.3201794581329443
draft90_lexical10,lexical_idf_entity,2098,0.1688201576355669,0.285196182503954
draft90_lexical10,lexical_idf_boundary,2098,0.18777042485699447,0.3122355416461041
draft90_lexical10,draft90_lexical10,2098,1.0,1.0
draft90_lexical10,draft85_lexical15,2098,0.911897913870911,0.953681442181901
draft90_lexical10,draft80_lexical20,2098,0.8416706762291053,0.913296097713456
draft90_lexical10,draft_score_lexical_tiebreak,2098,0.8245941334820499,0.9037561900835693
draft85_lexical15,qk_freq,2098,0.41038557082939064,0.5716454464090625
draft85_lexical15,draft_freq,2098,0.7507721716908012,0.8567412449508712
draft85_lexical15,fullattn_freq,2098,0.1580262415046141,0.2667542323339688
draft85_lexical15,hybrid_draft70_qk30,2098,0.7472593157238525,0.8542884721273235
draft85_lexical15,hybrid_draft50_qk50,2098,0.6130749039006254,0.7549691725891645
draft85_lexical15,hybrid_intersection_fill,2098,0.7433971572114874,0.8516573759610948
draft85_lexical15,hybrid_rrf,2098,0.6125954132086995,0.755154530138852
draft85_lexical15,lexical_entity,2098,0.2045943338222954,0.33302078566327264
draft85_lexical15,lexical_idf_entity,2098,0.19536299224991566,0.32299686919211307
draft85_lexical15,lexical_idf_boundary,2098,0.2147443443414325,0.3494592286627906
draft85_lexical15,draft90_lexical10,2098,0.911897913870911,0.9523468377967722
draft85_lexical15,draft85_lexical15,2098,1.0,1.0
draft85_lexical15,draft80_lexical20,2098,0.9230689618147653,0.9589428080885705
draft85_lexical15,draft_score_lexical_tiebreak,2098,0.7536015371054035,0.8585014635986462
draft80_lexical20,qk_freq,2098,0.40110358562359444,0.5627833357407742
draft80_lexical20,draft_freq,2098,0.6933684270839667,0.8177324961071819
draft80_lexical20,fullattn_freq,2098,0.15238777547880725,0.25856695076394914
draft80_lexical20,hybrid_draft70_qk30,2098,0.6913482558757932,0.8162971104447246
draft80_lexical20,hybrid_draft50_qk50,2098,0.5911430807557825,0.7385377161839343
draft80_lexical20,hybrid_intersection_fill,2098,0.6889750248801023,0.8146059515559487
draft80_lexical20,hybrid_rrf,2098,0.5858949687027817,0.7346472067508859
draft80_lexical20,lexical_entity,2098,0.21336367613997587,0.3445876952569336
draft80_lexical20,lexical_idf_entity,2098,0.220604462102362,0.35770556959439676
draft80_lexical20,lexical_idf_boundary,2098,0.24033532115197198,0.38350316072361323
draft80_lexical20,draft90_lexical10,2098,0.8416706762291053,0.9119614933283272
draft80_lexical20,draft85_lexical15,2098,0.9230689618147653,0.9589428080885705
draft80_lexical20,draft80_lexical20,2098,1.0,1.0
draft80_lexical20,draft_score_lexical_tiebreak,2098,0.6969842954560378,0.8201265957607952
draft_score_lexical_tiebreak,qk_freq,2098,0.43772234253000203,0.596866273159553
draft_score_lexical_tiebreak,draft_freq,2098,0.9763960334165972,0.9873703177997071
draft_score_lexical_tiebreak,fullattn_freq,2098,0.17223596118767814,0.2870116251269109
draft_score_lexical_tiebreak,hybrid_draft70_qk30,2098,0.9219473625161801,0.9575610684081087
draft_score_lexical_tiebreak,hybrid_draft50_qk50,2098,0.6679889754174253,0.7937421449912554
draft_score_lexical_tiebreak,hybrid_intersection_fill,2098,0.8956498354593372,0.9426124070376849
draft_score_lexical_tiebreak,hybrid_rrf,2098,0.6931042188128951,0.8132088618249568
draft_score_lexical_tiebreak,lexical_entity,2098,0.17013783788710268,0.28533032150620297
draft_score_lexical_tiebreak,lexical_idf_entity,2098,0.12237142032571603,0.2139197702723119
draft_score_lexical_tiebreak,lexical_idf_boundary,2098,0.1410308077168483,0.24284018409839345
draft_score_lexical_tiebreak,draft90_lexical10,2098,0.8245941334820499,0.9024454179196036
draft_score_lexical_tiebreak,draft85_lexical15,2098,0.7536015371054035,0.8585014635986462
draft_score_lexical_tiebreak,draft80_lexical20,2098,0.6969842954560378,0.8201265957607952
draft_score_lexical_tiebreak,draft_score_lexical_tiebreak,2098,1.0,1.0
