example_id,chunk_id,method,rate,chunk_len,selected_count
2,11,offline3b_freq_boundary0p02_global,0.15,163,51
2,12,offline3b_freq_boundary0p02_global,0.15,992,149
2,13,offline3b_freq_boundary0p02_global,0.15,853,127
2,14,offline3b_freq_boundary0p02_global,0.15,896,106
2,15,offline3b_freq_boundary0p02_global,0.15,557,121
2,16,offline3b_freq_boundary0p02_global,0.15,914,102
2,17,offline3b_freq_boundary0p02_global,0.15,668,71
2,18,offline3b_freq_boundary0p02_global,0.15,695,86
2,19,offline3b_freq_boundary0p02_global,0.15,375,93
2,20,offline3b_freq_boundary0p02_global,0.15,943,185
2,21,offline3b_freq_boundary0p02_global,0.15,898,132
2,22,offline3b_freq_boundary0p02_global,0.15,788,387
3,0,offline3b_mean_score_global,0.15,893,137
3,1,offline3b_mean_score_global,0.15,119,25
3,2,offline3b_mean_score_global,0.15,555,73
3,3,offline3b_mean_score_global,0.15,128,61
3,4,offline3b_mean_score_global,0.15,648,81
3,5,offline3b_mean_score_global,0.15,959,56
3,6,offline3b_mean_score_global,0.15,944,62
3,7,offline3b_mean_score_global,0.15,974,57
3,8,offline3b_mean_score_global,0.15,960,49
3,9,offline3b_mean_score_global,0.15,944,79
3,10,offline3b_mean_score_global,0.15,770,224
3,11,offline3b_mean_score_global,0.15,960,91
3,12,offline3b_mean_score_global,0.15,179,84
3,13,offline3b_mean_score_global,0.15,592,121
3,14,offline3b_mean_score_global,0.15,953,76
3,15,offline3b_mean_score_global,0.15,955,27
3,16,offline3b_mean_score_global,0.15,415,59
3,17,offline3b_mean_score_global,0.15,628,112
3,18,offline3b_mean_score_global,0.15,304,98
3,19,offline3b_mean_score_global,0.15,957,258
3,20,offline3b_mean_score_global,0.15,956,91
3,21,offline3b_mean_score_global,0.15,944,53
3,22,offline3b_mean_score_global,0.15,948,289
3,23,offline3b_mean_score_global,0.15,415,302
3,0,offline3b_top2_mean_global,0.15,893,135
3,1,offline3b_top2_mean_global,0.15,119,23
3,2,offline3b_top2_mean_global,0.15,555,90
3,3,offline3b_top2_mean_global,0.15,128,67
3,4,offline3b_top2_mean_global,0.15,648,84
3,5,offline3b_top2_mean_global,0.15,959,66
3,6,offline3b_top2_mean_global,0.15,944,73
3,7,offline3b_top2_mean_global,0.15,974,63
3,8,offline3b_top2_mean_global,0.15,960,55
