source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
raw,hidden_layer_input,55,0.9230658476302751,523287.523410809,566901.6189410646,652114.7695912124,0.6394652098795701,0.04929483705122449
raw,hidden_layer_input,56,0.8452029920582228,529510.6783745294,626489.3562256265,703770.9495091425,0.6888115338256258,0.05047427860637222
raw,hidden_layer_input,57,0.7675065617461556,538141.4766717006,701155.5385889781,769221.5286957327,0.7358241738387764,0.0521331068584026
raw,hidden_layer_input,58,0.7061322687661308,547320.9070330607,775096.8639196007,835160.57995813,0.7714053487837453,0.05392681254229666
raw,hidden_layer_input,59,0.6590026293595579,560032.0519649341,849817.6289663565,902400.776333886,0.7973134778420115,0.05646072388845233
raw,hidden_layer_input,60,0.6045220988079133,574929.318651174,951047.6453795572,991081.9176596857,0.8255077463720749,0.059504469467573956
raw,hidden_layer_input,61,0.5596879110955763,591580.0294292462,1056981.9674526146,1088357.6770308556,0.8483178781212474,0.06300103502917546
raw,hidden_layer_input,62,0.49425910895731245,605492.0596979111,1225049.8751054995,1252798.8103985412,0.8808103082390031,0.06599903410036866
raw,hidden_layer_input,63,0.28624154224231896,446705.3303768709,1560588.7491994807,1539544.6372171221,0.9585650771577211,0.035922201505017445
preprocess,hidden_layer_input,0,0.0,0.0,1151.9100221903466,1151.9100221903466,1.0,0.0
preprocess,hidden_layer_input,1,0.03990030512978928,682.6330291829081,17108.46638797404,17061.79862317606,0.9992055533741654,8.281068112873402e-08
preprocess,hidden_layer_input,2,0.057931932010700835,1468.8326270495902,25354.45610165869,25168.97599751869,0.9983365463130802,3.834037735985105e-07
preprocess,hidden_layer_input,3,0.06561231275084242,1967.673320219843,29989.391285320587,29676.582106888167,0.9978798098803812,6.880464450480915e-07
preprocess,hidden_layer_input,4,0.08132385743308825,2859.123625071568,35157.25538995738,34675.00935449585,0.9967426254352869,1.4527056629338003e-06
preprocess,hidden_layer_input,5,0.08471420233574657,3542.69713660496,41819.40027675926,41069.20632060824,0.9965100612747457,2.2303848878675644e-06
preprocess,hidden_layer_input,6,0.10202538246170484,4944.7025117480525,48465.41510005163,47491.168977851165,0.9948948425935152,4.345023180459145e-06
preprocess,hidden_layer_input,7,0.11019549181142517,5906.104362829098,53596.6060475148,52538.128417756045,0.9940051086517631,6.19889092865826e-06
preprocess,hidden_layer_input,8,0.111040446505149,6716.718957039334,60488.94045763655,59458.89231304053,0.9938757141860762,8.017262710299629e-06
preprocess,hidden_layer_input,9,0.10636288477943925,7187.184528402795,67572.29783026844,66493.395136754,0.9943812294514609,9.179718253977063e-06
preprocess,hidden_layer_input,10,0.1030228851883114,7838.581556093132,76085.82832605885,75067.43916014786,0.9947119459509886,1.0919096993623021e-05
preprocess,hidden_layer_input,11,0.10490911587292173,8478.367984100956,80816.31337329117,79661.30440927703,0.9945208693969741,1.2774275716590157e-05
preprocess,hidden_layer_input,12,0.11029600759822795,9160.240717201175,83051.42603682372,81809.7137760853,0.9939385497301209,1.4911644249154658e-05
preprocess,hidden_layer_input,13,0.1199076960087227,10315.15020965067,86025.75608575027,84804.12380192663,0.9928098018856045,1.8908752371200906e-05
preprocess,hidden_layer_input,14,0.12138597745695205,10857.768206576082,89448.2907667539,88163.85168005366,0.9926299939217884,2.0950427691886167e-05
preprocess,hidden_layer_input,15,0.12501654402226306,11702.835614162466,93610.29538681229,92374.51778544638,0.9921691951909352,2.4338509065930655e-05
preprocess,hidden_layer_input,16,0.13351104996661275,13057.449417143074,97800.51479190946,96731.4220961834,0.9910493024007438,3.0299011883756477e-05
preprocess,hidden_layer_input,17,0.14168189739805973,14403.461590095061,101660.56394366377,100874.19083845233,0.9899150305274507,3.68676553452211e-05
preprocess,hidden_layer_input,18,0.15114238807086258,15901.697290010428,105210.04393919575,104484.39033535105,0.9885226322140264,4.493644636861777e-05
preprocess,hidden_layer_input,19,0.16622133294639052,17993.483718288477,108250.14695371088,107720.88045702885,0.986129372376765,5.7536345246321446e-05
preprocess,hidden_layer_input,20,0.18549960405727564,20582.66787592476,110958.0151425529,110839.40755632674,0.9827771200417211,7.528615088943239e-05
preprocess,hidden_layer_input,21,0.20363510497948095,22995.84682628175,112926.7315112436,113269.64613892593,0.9793337473675651,9.39746194218457e-05
preprocess,hidden_layer_input,22,0.21938421541327555,25606.176315033106,116718.40777968572,117386.51997168372,0.976088547711719,0.00011652020079299424
preprocess,hidden_layer_input,23,0.237481036050262,28310.691186011118,119212.429155898,119994.01415669659,0.9720064141807085,0.00014243368363961873
preprocess,hidden_layer_input,24,0.2552142206045644,30754.6174589585,120505.10894771226,121252.82527120759,0.9676528243126645,0.0001680863397458928
preprocess,hidden_layer_input,25,0.26727676340551487,32856.745351149926,122931.54456266503,123804.59724905211,0.9645584996636501,0.00019184957655558402
preprocess,hidden_layer_input,26,0.27736175285775877,34817.866244842604,125532.32695604746,125828.13645281209,0.9616284374253353,0.00021543490344037633
preprocess,hidden_layer_input,27,0.2823100856571977,37192.3816489177,131743.01428989507,131250.27539590155,0.9600079340443849,0.00024582142994182917
preprocess,hidden_layer_input,28,0.28297614253725917,38803.78326815409,137127.4020496086,135754.43984705437,0.9596079687116855,0.00026758385223850324
preprocess,hidden_layer_input,29,0.28544302707039515,40124.87782341212,140570.53078237094,138775.15457724233,0.9588167155664655,0.0002861140647328326
preprocess,hidden_layer_input,30,0.28614486466116573,41625.9397378906,145471.55961432806,142941.61375256508,0.958489886112484,0.0003079213935386644
preprocess,hidden_layer_input,31,0.28739905002536376,41401.43328889714,144055.56763407306,140913.73386512935,0.9580232306337618,0.00030460884783450263
preprocess,hidden_layer_input,32,0.2924668345469705,41589.60758880306,142202.81644318794,138930.25684178734,0.9564952000246522,0.00030738410531367684
preprocess,hidden_layer_input,33,0.2867486065876403,40686.60839960122,141889.47204932966,138119.26982933085,0.9581280507647472,0.00029418108075238955
