example_id,chunk_id,method,chunk_len,selected_count,mean_score_selected
9,12,lexical_idf_entity_per_chunk,333,49,9.04917504701063
9,12,lexical_idf_entity_boundary_per_chunk,333,49,9.369713924253178
9,13,lexical_entity_number_per_chunk,311,46,3.766304347826087
9,13,lexical_idf_entity_per_chunk,311,46,10.038310368607005
9,13,lexical_idf_entity_boundary_per_chunk,311,46,10.31934956407855
9,14,lexical_entity_number_per_chunk,151,22,4.068181818181818
9,14,lexical_idf_entity_per_chunk,151,22,10.266697802006313
9,14,lexical_idf_entity_boundary_per_chunk,151,22,10.621403783864693
10,0,lexical_entity_number_per_chunk,186,27,4.027777777777778
10,0,lexical_idf_entity_per_chunk,186,27,9.678451513580333
10,0,lexical_idf_entity_boundary_per_chunk,186,27,10.134246309105428
10,1,lexical_entity_number_per_chunk,203,30,3.9
10,1,lexical_idf_entity_per_chunk,203,30,9.1491932646299
10,1,lexical_idf_entity_boundary_per_chunk,203,30,9.415443245806172
10,2,lexical_entity_number_per_chunk,90,13,4.173076923076923
10,2,lexical_idf_entity_per_chunk,90,13,9.708554239444386
