example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status,status
160,11,docgen_draft_smart_frequency_global,0.2,317,63,32,ok,
160,12,docgen_draft_smart_frequency_global,0.1,128,12,32,ok,
160,12,docgen_draft_smart_frequency_global,0.15,128,19,32,ok,
160,12,docgen_draft_smart_frequency_global,0.2,128,25,32,ok,
160,13,docgen_draft_smart_frequency_global,0.1,142,14,32,ok,
160,13,docgen_draft_smart_frequency_global,0.15,142,21,32,ok,
160,13,docgen_draft_smart_frequency_global,0.2,142,28,32,ok,
160,14,docgen_draft_smart_frequency_global,0.1,58,5,32,ok,
160,14,docgen_draft_smart_frequency_global,0.15,58,8,32,ok,
160,14,docgen_draft_smart_frequency_global,0.2,58,11,32,ok,
160,15,docgen_draft_smart_frequency_global,0.1,164,16,32,ok,
160,15,docgen_draft_smart_frequency_global,0.15,164,24,32,ok,
160,15,docgen_draft_smart_frequency_global,0.2,164,32,32,ok,
160,16,docgen_draft_smart_frequency_global,0.1,166,16,32,ok,
160,16,docgen_draft_smart_frequency_global,0.15,166,24,32,ok,
160,16,docgen_draft_smart_frequency_global,0.2,166,33,32,ok,
160,17,docgen_draft_smart_frequency_global,0.1,151,15,32,ok,
160,17,docgen_draft_smart_frequency_global,0.15,151,22,32,ok,
160,17,docgen_draft_smart_frequency_global,0.2,151,30,32,ok,
160,18,docgen_draft_smart_frequency_global,0.1,68,6,32,ok,
160,18,docgen_draft_smart_frequency_global,0.15,68,10,32,ok,
160,18,docgen_draft_smart_frequency_global,0.2,68,13,32,ok,
161,0,docgen_draft_smart_frequency_global,0.1,89,8,32,ok,
161,0,docgen_draft_smart_frequency_global,0.15,89,13,32,ok,
161,0,docgen_draft_smart_frequency_global,0.2,89,17,32,ok,
161,1,docgen_draft_smart_frequency_global,0.1,114,11,32,ok,
161,1,docgen_draft_smart_frequency_global,0.15,114,17,32,ok,
161,1,docgen_draft_smart_frequency_global,0.2,114,22,32,ok,
161,2,docgen_draft_smart_frequency_global,0.1,98,9,32,ok,
161,2,docgen_draft_smart_frequency_global,0.15,98,14,32,ok,
161,2,docgen_draft_smart_frequency_global,0.2,98,19,32,ok,
161,3,docgen_draft_smart_frequency_global,0.1,80,8,32,ok,
161,3,docgen_draft_smart_frequency_global,0.15,80,12,32,ok,
161,3,docgen_draft_smart_frequency_global,0.2,80,16,32,ok,
161,4,docgen_draft_smart_frequency_global,0.1,134,13,32,ok,
161,4,docgen_draft_smart_frequency_global,0.15,134,20,32,ok,
161,4,docgen_draft_smart_frequency_global,0.2,134,26,32,ok,
161,5,docgen_draft_smart_frequency_global,0.1,175,17,32,ok,
161,5,docgen_draft_smart_frequency_global,0.15,175,26,32,ok,
161,5,docgen_draft_smart_frequency_global,0.2,175,35,32,ok,
161,6,docgen_draft_smart_frequency_global,0.1,82,8,32,ok,
161,6,docgen_draft_smart_frequency_global,0.15,82,12,32,ok,
161,6,docgen_draft_smart_frequency_global,0.2,82,16,32,ok,
161,7,docgen_draft_smart_frequency_global,0.1,163,16,32,ok,
161,7,docgen_draft_smart_frequency_global,0.15,163,24,32,ok,
161,7,docgen_draft_smart_frequency_global,0.2,163,32,32,ok,
161,8,docgen_draft_smart_frequency_global,0.1,116,11,32,ok,
161,8,docgen_draft_smart_frequency_global,0.15,116,17,32,ok,
161,8,docgen_draft_smart_frequency_global,0.2,116,23,32,ok,
161,9,docgen_draft_smart_frequency_global,0.1,105,10,32,ok,
161,9,docgen_draft_smart_frequency_global,0.15,105,15,32,ok,
161,9,docgen_draft_smart_frequency_global,0.2,105,21,32,ok,
161,10,docgen_draft_smart_frequency_global,0.1,238,23,32,ok,
161,10,docgen_draft_smart_frequency_global,0.15,238,35,32,ok,
161,10,docgen_draft_smart_frequency_global,0.2,238,47,32,ok,
161,11,docgen_draft_smart_frequency_global,0.1,312,31,32,ok,
161,11,docgen_draft_smart_frequency_global,0.15,312,46,32,ok,
161,11,docgen_draft_smart_frequency_global,0.2,312,62,32,ok,
162,0,docgen_draft_smart_frequency_global,0.1,115,11,32,ok,
162,0,docgen_draft_smart_frequency_global,0.15,115,17,32,ok,
162,0,docgen_draft_smart_frequency_global,0.2,115,23,32,ok,
162,1,docgen_draft_smart_frequency_global,0.1,142,14,32,ok,
162,1,docgen_draft_smart_frequency_global,0.15,142,21,32,ok,
162,1,docgen_draft_smart_frequency_global,0.2,142,28,32,ok,
162,2,docgen_draft_smart_frequency_global,0.1,139,13,32,ok,
162,2,docgen_draft_smart_frequency_global,0.15,139,20,32,ok,
162,2,docgen_draft_smart_frequency_global,0.2,139,27,32,ok,
162,3,docgen_draft_smart_frequency_global,0.1,79,7,32,ok,
162,3,docgen_draft_smart_frequency_global,0.15,79,11,32,ok,
162,3,docgen_draft_smart_frequency_global,0.2,79,15,32,ok,
162,4,docgen_draft_smart_frequency_global,0.1,37,3,32,ok,
162,4,docgen_draft_smart_frequency_global,0.15,37,5,32,ok,
162,4,docgen_draft_smart_frequency_global,0.2,37,7,32,ok,
162,5,docgen_draft_smart_frequency_global,0.1,108,10,32,ok,
162,5,docgen_draft_smart_frequency_global,0.15,108,16,32,ok,
162,5,docgen_draft_smart_frequency_global,0.2,108,21,32,ok,
162,6,docgen_draft_smart_frequency_global,0.1,119,11,32,ok,
162,6,docgen_draft_smart_frequency_global,0.15,119,17,32,ok,
162,6,docgen_draft_smart_frequency_global,0.2,119,23,32,ok,
162,7,docgen_draft_smart_frequency_global,0.1,119,11,32,ok,
162,7,docgen_draft_smart_frequency_global,0.15,119,17,32,ok,
162,7,docgen_draft_smart_frequency_global,0.2,119,23,32,ok,
162,8,docgen_draft_smart_frequency_global,0.1,167,16,32,ok,
162,8,docgen_draft_smart_frequency_global,0.15,167,25,32,ok,
162,8,docgen_draft_smart_frequency_global,0.2,167,33,32,ok,
162,9,docgen_draft_smart_frequency_global,0.1,118,11,32,ok,
162,9,docgen_draft_smart_frequency_global,0.15,118,17,32,ok,
162,9,docgen_draft_smart_frequency_global,0.2,118,23,32,ok,
163,0,docgen_draft_smart_frequency_global,0.1,170,17,32,ok,
163,0,docgen_draft_smart_frequency_global,0.15,170,25,32,ok,
163,0,docgen_draft_smart_frequency_global,0.2,170,34,32,ok,
163,1,docgen_draft_smart_frequency_global,0.1,113,11,32,ok,
163,1,docgen_draft_smart_frequency_global,0.15,113,16,32,ok,
163,1,docgen_draft_smart_frequency_global,0.2,113,22,32,ok,
163,2,docgen_draft_smart_frequency_global,0.1,102,10,32,ok,
163,2,docgen_draft_smart_frequency_global,0.15,102,15,32,ok,
163,2,docgen_draft_smart_frequency_global,0.2,102,20,32,ok,
163,3,docgen_draft_smart_frequency_global,0.1,184,18,32,ok,
163,3,docgen_draft_smart_frequency_global,0.15,184,27,32,ok,
163,3,docgen_draft_smart_frequency_global,0.2,184,36,32,ok,
163,4,docgen_draft_smart_frequency_global,0.1,57,5,32,ok,
163,4,docgen_draft_smart_frequency_global,0.15,57,8,32,ok,
163,4,docgen_draft_smart_frequency_global,0.2,57,11,32,ok,
163,5,docgen_draft_smart_frequency_global,0.1,109,10,32,ok,
163,5,docgen_draft_smart_frequency_global,0.15,109,16,32,ok,
163,5,docgen_draft_smart_frequency_global,0.2,109,21,32,ok,
163,6,docgen_draft_smart_frequency_global,0.1,179,17,32,ok,
163,6,docgen_draft_smart_frequency_global,0.15,179,26,32,ok,
163,6,docgen_draft_smart_frequency_global,0.2,179,35,32,ok,
163,7,docgen_draft_smart_frequency_global,0.1,153,15,32,ok,
163,7,docgen_draft_smart_frequency_global,0.15,153,22,32,ok,
163,7,docgen_draft_smart_frequency_global,0.2,153,30,32,ok,
163,8,docgen_draft_smart_frequency_global,0.1,88,8,32,ok,
163,8,docgen_draft_smart_frequency_global,0.15,88,13,32,ok,
163,8,docgen_draft_smart_frequency_global,0.2,88,17,32,ok,
163,9,docgen_draft_smart_frequency_global,0.1,126,12,32,ok,
163,9,docgen_draft_smart_frequency_global,0.15,126,18,32,ok,
163,9,docgen_draft_smart_frequency_global,0.2,126,25,32,ok,
163,10,docgen_draft_smart_frequency_global,0.1,226,22,32,ok,
163,10,docgen_draft_smart_frequency_global,0.15,226,33,32,ok,
163,10,docgen_draft_smart_frequency_global,0.2,226,45,32,ok,
163,11,docgen_draft_smart_frequency_global,0.1,151,15,32,ok,
163,11,docgen_draft_smart_frequency_global,0.15,151,22,32,ok,
163,11,docgen_draft_smart_frequency_global,0.2,151,30,32,ok,
163,12,docgen_draft_smart_frequency_global,0.1,322,32,32,ok,
163,12,docgen_draft_smart_frequency_global,0.15,322,48,32,ok,
163,12,docgen_draft_smart_frequency_global,0.2,322,64,32,ok,
163,13,docgen_draft_smart_frequency_global,0.1,83,8,32,ok,
163,13,docgen_draft_smart_frequency_global,0.15,83,12,32,ok,
163,13,docgen_draft_smart_frequency_global,0.2,83,16,32,ok,
163,14,docgen_draft_smart_frequency_global,0.1,105,10,32,ok,
163,14,docgen_draft_smart_frequency_global,0.15,105,15,32,ok,
163,14,docgen_draft_smart_frequency_global,0.2,105,21,32,ok,
163,15,docgen_draft_smart_frequency_global,0.1,160,16,32,ok,
163,15,docgen_draft_smart_frequency_global,0.15,160,24,32,ok,
163,15,docgen_draft_smart_frequency_global,0.2,160,32,32,ok,
163,16,docgen_draft_smart_frequency_global,0.1,122,12,32,ok,
163,16,docgen_draft_smart_frequency_global,0.15,122,18,32,ok,
163,16,docgen_draft_smart_frequency_global,0.2,122,24,32,ok,
163,17,docgen_draft_smart_frequency_global,0.1,159,15,32,ok,
163,17,docgen_draft_smart_frequency_global,0.15,159,23,32,ok,
163,17,docgen_draft_smart_frequency_global,0.2,159,31,32,ok,
164,0,docgen_draft_smart_frequency_global,0.1,63,6,32,ok,
164,0,docgen_draft_smart_frequency_global,0.15,63,9,32,ok,
164,0,docgen_draft_smart_frequency_global,0.2,63,12,32,ok,
164,1,docgen_draft_smart_frequency_global,0.1,101,10,32,ok,
164,1,docgen_draft_smart_frequency_global,0.15,101,15,32,ok,
164,1,docgen_draft_smart_frequency_global,0.2,101,20,32,ok,
164,2,docgen_draft_smart_frequency_global,0.1,102,10,32,ok,
164,2,docgen_draft_smart_frequency_global,0.15,102,15,32,ok,
164,2,docgen_draft_smart_frequency_global,0.2,102,20,32,ok,
164,3,docgen_draft_smart_frequency_global,0.1,216,21,32,ok,
164,3,docgen_draft_smart_frequency_global,0.15,216,32,32,ok,
164,3,docgen_draft_smart_frequency_global,0.2,216,43,32,ok,
164,4,docgen_draft_smart_frequency_global,0.1,150,15,32,ok,
164,4,docgen_draft_smart_frequency_global,0.15,150,22,32,ok,
164,4,docgen_draft_smart_frequency_global,0.2,150,30,32,ok,
164,5,docgen_draft_smart_frequency_global,0.1,246,24,32,ok,
164,5,docgen_draft_smart_frequency_global,0.15,246,36,32,ok,
164,5,docgen_draft_smart_frequency_global,0.2,246,49,32,ok,
164,6,docgen_draft_smart_frequency_global,0.1,202,20,32,ok,
164,6,docgen_draft_smart_frequency_global,0.15,202,30,32,ok,
164,6,docgen_draft_smart_frequency_global,0.2,202,40,32,ok,
164,7,docgen_draft_smart_frequency_global,0.1,235,23,32,ok,
164,7,docgen_draft_smart_frequency_global,0.15,235,35,32,ok,
164,7,docgen_draft_smart_frequency_global,0.2,235,47,32,ok,
164,8,docgen_draft_smart_frequency_global,0.1,213,21,32,ok,
164,8,docgen_draft_smart_frequency_global,0.15,213,31,32,ok,
164,8,docgen_draft_smart_frequency_global,0.2,213,42,32,ok,
164,9,docgen_draft_smart_frequency_global,0.1,153,15,32,ok,
164,9,docgen_draft_smart_frequency_global,0.15,153,22,32,ok,
164,9,docgen_draft_smart_frequency_global,0.2,153,30,32,ok,
164,10,docgen_draft_smart_frequency_global,0.1,182,18,32,ok,
164,10,docgen_draft_smart_frequency_global,0.15,182,27,32,ok,
164,10,docgen_draft_smart_frequency_global,0.2,182,36,32,ok,
164,11,docgen_draft_smart_frequency_global,0.1,368,36,32,ok,
164,11,docgen_draft_smart_frequency_global,0.15,368,55,32,ok,
164,11,docgen_draft_smart_frequency_global,0.2,368,73,32,ok,
164,12,docgen_draft_smart_frequency_global,0.1,93,9,32,ok,
164,12,docgen_draft_smart_frequency_global,0.15,93,13,32,ok,
164,12,docgen_draft_smart_frequency_global,0.2,93,18,32,ok,
164,13,docgen_draft_smart_frequency_global,0.1,100,10,32,ok,
164,13,docgen_draft_smart_frequency_global,0.15,100,15,32,ok,
164,13,docgen_draft_smart_frequency_global,0.2,100,20,32,ok,
164,14,docgen_draft_smart_frequency_global,0.1,202,20,32,ok,
164,14,docgen_draft_smart_frequency_global,0.15,202,30,32,ok,
164,14,docgen_draft_smart_frequency_global,0.2,202,40,32,ok,
164,15,docgen_draft_smart_frequency_global,0.1,179,17,32,ok,
164,15,docgen_draft_smart_frequency_global,0.15,179,26,32,ok,
164,15,docgen_draft_smart_frequency_global,0.2,179,35,32,ok,
164,16,docgen_draft_smart_frequency_global,0.1,153,15,32,ok,
164,16,docgen_draft_smart_frequency_global,0.15,153,22,32,ok,
164,16,docgen_draft_smart_frequency_global,0.2,153,30,32,ok,
164,17,docgen_draft_smart_frequency_global,0.1,221,22,32,ok,
164,17,docgen_draft_smart_frequency_global,0.15,221,33,32,ok,
164,17,docgen_draft_smart_frequency_global,0.2,221,44,32,ok,
165,0,docgen_draft_smart_frequency_global,0.1,93,9,32,ok,
165,0,docgen_draft_smart_frequency_global,0.15,93,13,32,ok,
165,0,docgen_draft_smart_frequency_global,0.2,93,18,32,ok,
165,1,docgen_draft_smart_frequency_global,0.1,221,22,32,ok,
165,1,docgen_draft_smart_frequency_global,0.15,221,33,32,ok,
165,1,docgen_draft_smart_frequency_global,0.2,221,44,32,ok,
165,2,docgen_draft_smart_frequency_global,0.1,77,7,32,ok,
165,2,docgen_draft_smart_frequency_global,0.15,77,11,32,ok,
165,2,docgen_draft_smart_frequency_global,0.2,77,15,32,ok,
165,3,docgen_draft_smart_frequency_global,0.1,216,21,32,ok,
165,3,docgen_draft_smart_frequency_global,0.15,216,32,32,ok,
165,3,docgen_draft_smart_frequency_global,0.2,216,43,32,ok,
165,4,docgen_draft_smart_frequency_global,0.1,153,15,32,ok,
165,4,docgen_draft_smart_frequency_global,0.15,153,22,32,ok,
165,4,docgen_draft_smart_frequency_global,0.2,153,30,32,ok,
165,5,docgen_draft_smart_frequency_global,0.1,100,10,32,ok,
165,5,docgen_draft_smart_frequency_global,0.15,100,15,32,ok,
165,5,docgen_draft_smart_frequency_global,0.2,100,20,32,ok,
165,6,docgen_draft_smart_frequency_global,0.1,188,18,32,ok,
165,6,docgen_draft_smart_frequency_global,0.15,188,28,32,ok,
165,6,docgen_draft_smart_frequency_global,0.2,188,37,32,ok,
165,7,docgen_draft_smart_frequency_global,0.1,159,15,32,ok,
165,7,docgen_draft_smart_frequency_global,0.15,159,23,32,ok,
165,7,docgen_draft_smart_frequency_global,0.2,159,31,32,ok,
165,8,docgen_draft_smart_frequency_global,0.1,95,9,32,ok,
165,8,docgen_draft_smart_frequency_global,0.15,95,14,32,ok,
165,8,docgen_draft_smart_frequency_global,0.2,95,19,32,ok,
165,9,docgen_draft_smart_frequency_global,0.1,203,20,32,ok,
165,9,docgen_draft_smart_frequency_global,0.15,203,30,32,ok,
165,9,docgen_draft_smart_frequency_global,0.2,203,40,32,ok,
166,0,docgen_draft_smart_frequency_global,0.1,52,5,32,ok,
166,0,docgen_draft_smart_frequency_global,0.15,52,7,32,ok,
166,0,docgen_draft_smart_frequency_global,0.2,52,10,32,ok,
166,1,docgen_draft_smart_frequency_global,0.1,170,17,32,ok,
166,1,docgen_draft_smart_frequency_global,0.15,170,25,32,ok,
166,1,docgen_draft_smart_frequency_global,0.2,170,34,32,ok,
166,2,docgen_draft_smart_frequency_global,0.1,73,7,32,ok,
166,2,docgen_draft_smart_frequency_global,0.15,73,10,32,ok,
166,2,docgen_draft_smart_frequency_global,0.2,73,14,32,ok,
166,3,docgen_draft_smart_frequency_global,0.1,160,16,32,ok,
166,3,docgen_draft_smart_frequency_global,0.15,160,24,32,ok,
166,3,docgen_draft_smart_frequency_global,0.2,160,32,32,ok,
166,4,docgen_draft_smart_frequency_global,0.1,143,14,32,ok,
166,4,docgen_draft_smart_frequency_global,0.15,143,21,32,ok,
166,4,docgen_draft_smart_frequency_global,0.2,143,28,32,ok,
166,5,docgen_draft_smart_frequency_global,0.1,89,8,32,ok,
166,5,docgen_draft_smart_frequency_global,0.15,89,13,32,ok,
166,5,docgen_draft_smart_frequency_global,0.2,89,17,32,ok,
166,6,docgen_draft_smart_frequency_global,0.1,204,20,32,ok,
166,6,docgen_draft_smart_frequency_global,0.15,204,30,32,ok,
166,6,docgen_draft_smart_frequency_global,0.2,204,40,32,ok,
166,7,docgen_draft_smart_frequency_global,0.1,200,20,32,ok,
166,7,docgen_draft_smart_frequency_global,0.15,200,30,32,ok,
166,7,docgen_draft_smart_frequency_global,0.2,200,40,32,ok,
166,8,docgen_draft_smart_frequency_global,0.1,83,8,32,ok,
166,8,docgen_draft_smart_frequency_global,0.15,83,12,32,ok,
166,8,docgen_draft_smart_frequency_global,0.2,83,16,32,ok,
166,9,docgen_draft_smart_frequency_global,0.1,143,14,32,ok,
166,9,docgen_draft_smart_frequency_global,0.15,143,21,32,ok,
166,9,docgen_draft_smart_frequency_global,0.2,143,28,32,ok,
166,10,docgen_draft_smart_frequency_global,0.1,153,15,32,ok,
166,10,docgen_draft_smart_frequency_global,0.15,153,22,32,ok,
166,10,docgen_draft_smart_frequency_global,0.2,153,30,32,ok,
166,11,docgen_draft_smart_frequency_global,0.1,77,7,32,ok,
166,11,docgen_draft_smart_frequency_global,0.15,77,11,32,ok,
166,11,docgen_draft_smart_frequency_global,0.2,77,15,32,ok,
166,12,docgen_draft_smart_frequency_global,0.1,145,14,32,ok,
166,12,docgen_draft_smart_frequency_global,0.15,145,21,32,ok,
166,12,docgen_draft_smart_frequency_global,0.2,145,29,32,ok,
166,13,docgen_draft_smart_frequency_global,0.1,68,6,32,ok,
166,13,docgen_draft_smart_frequency_global,0.15,68,10,32,ok,
166,13,docgen_draft_smart_frequency_global,0.2,68,13,32,ok,
167,0,docgen_draft_smart_frequency_global,0.1,72,7,32,ok,
167,0,docgen_draft_smart_frequency_global,0.15,72,10,32,ok,
167,0,docgen_draft_smart_frequency_global,0.2,72,14,32,ok,
167,1,docgen_draft_smart_frequency_global,0.1,138,13,32,ok,
167,1,docgen_draft_smart_frequency_global,0.15,138,20,32,ok,
167,1,docgen_draft_smart_frequency_global,0.2,138,27,32,ok,
167,2,docgen_draft_smart_frequency_global,0.1,152,15,32,ok,
167,2,docgen_draft_smart_frequency_global,0.15,152,22,32,ok,
167,2,docgen_draft_smart_frequency_global,0.2,152,30,32,ok,
167,3,docgen_draft_smart_frequency_global,0.1,132,13,32,ok,
167,3,docgen_draft_smart_frequency_global,0.15,132,19,32,ok,
167,3,docgen_draft_smart_frequency_global,0.2,132,26,32,ok,
167,4,docgen_draft_smart_frequency_global,0.1,121,12,32,ok,
167,4,docgen_draft_smart_frequency_global,0.15,121,18,32,ok,
167,4,docgen_draft_smart_frequency_global,0.2,121,24,32,ok,
167,5,docgen_draft_smart_frequency_global,0.1,65,6,32,ok,
167,5,docgen_draft_smart_frequency_global,0.15,65,9,32,ok,
167,5,docgen_draft_smart_frequency_global,0.2,65,13,32,ok,
167,6,docgen_draft_smart_frequency_global,0.1,167,16,32,ok,
167,6,docgen_draft_smart_frequency_global,0.15,167,25,32,ok,
167,6,docgen_draft_smart_frequency_global,0.2,167,33,32,ok,
167,7,docgen_draft_smart_frequency_global,0.1,140,14,32,ok,
167,7,docgen_draft_smart_frequency_global,0.15,140,21,32,ok,
167,7,docgen_draft_smart_frequency_global,0.2,140,28,32,ok,
167,8,docgen_draft_smart_frequency_global,0.1,130,13,32,ok,
167,8,docgen_draft_smart_frequency_global,0.15,130,19,32,ok,
167,8,docgen_draft_smart_frequency_global,0.2,130,26,32,ok,
167,9,docgen_draft_smart_frequency_global,0.1,129,12,32,ok,
167,9,docgen_draft_smart_frequency_global,0.15,129,19,32,ok,
167,9,docgen_draft_smart_frequency_global,0.2,129,25,32,ok,
167,10,docgen_draft_smart_frequency_global,0.1,102,10,32,ok,
167,10,docgen_draft_smart_frequency_global,0.15,102,15,32,ok,
167,10,docgen_draft_smart_frequency_global,0.2,102,20,32,ok,
167,11,docgen_draft_smart_frequency_global,0.1,51,5,32,ok,
167,11,docgen_draft_smart_frequency_global,0.15,51,7,32,ok,
167,11,docgen_draft_smart_frequency_global,0.2,51,10,32,ok,
167,12,docgen_draft_smart_frequency_global,0.1,98,9,32,ok,
167,12,docgen_draft_smart_frequency_global,0.15,98,14,32,ok,
167,12,docgen_draft_smart_frequency_global,0.2,98,19,32,ok,
167,13,docgen_draft_smart_frequency_global,0.1,113,11,32,ok,
167,13,docgen_draft_smart_frequency_global,0.15,113,16,32,ok,
167,13,docgen_draft_smart_frequency_global,0.2,113,22,32,ok,
167,14,docgen_draft_smart_frequency_global,0.1,109,10,32,ok,
167,14,docgen_draft_smart_frequency_global,0.15,109,16,32,ok,
167,14,docgen_draft_smart_frequency_global,0.2,109,21,32,ok,
167,15,docgen_draft_smart_frequency_global,0.1,283,28,32,ok,
167,15,docgen_draft_smart_frequency_global,0.15,283,42,32,ok,
167,15,docgen_draft_smart_frequency_global,0.2,283,56,32,ok,
167,16,docgen_draft_smart_frequency_global,0.1,40,4,32,ok,
167,16,docgen_draft_smart_frequency_global,0.15,40,6,32,ok,
167,16,docgen_draft_smart_frequency_global,0.2,40,8,32,ok,
167,17,docgen_draft_smart_frequency_global,0.1,157,15,32,ok,
167,17,docgen_draft_smart_frequency_global,0.15,157,23,32,ok,
167,17,docgen_draft_smart_frequency_global,0.2,157,31,32,ok,
167,18,docgen_draft_smart_frequency_global,0.1,99,9,32,ok,
167,18,docgen_draft_smart_frequency_global,0.15,99,14,32,ok,
167,18,docgen_draft_smart_frequency_global,0.2,99,19,32,ok,
168,,,,,,,,skipped_should_test_false
169,0,docgen_draft_smart_frequency_global,0.1,42,4,32,ok,
169,0,docgen_draft_smart_frequency_global,0.15,42,6,32,ok,
169,0,docgen_draft_smart_frequency_global,0.2,42,8,32,ok,
169,1,docgen_draft_smart_frequency_global,0.1,119,11,32,ok,
169,1,docgen_draft_smart_frequency_global,0.15,119,17,32,ok,
169,1,docgen_draft_smart_frequency_global,0.2,119,23,32,ok,
169,2,docgen_draft_smart_frequency_global,0.1,95,9,32,ok,
169,2,docgen_draft_smart_frequency_global,0.15,95,14,32,ok,
169,2,docgen_draft_smart_frequency_global,0.2,95,19,32,ok,
169,3,docgen_draft_smart_frequency_global,0.1,170,17,32,ok,
169,3,docgen_draft_smart_frequency_global,0.15,170,25,32,ok,
169,3,docgen_draft_smart_frequency_global,0.2,170,34,32,ok,
169,4,docgen_draft_smart_frequency_global,0.1,157,15,32,ok,
169,4,docgen_draft_smart_frequency_global,0.15,157,23,32,ok,
169,4,docgen_draft_smart_frequency_global,0.2,157,31,32,ok,
169,5,docgen_draft_smart_frequency_global,0.1,198,19,32,ok,
169,5,docgen_draft_smart_frequency_global,0.15,198,29,32,ok,
169,5,docgen_draft_smart_frequency_global,0.2,198,39,32,ok,
169,6,docgen_draft_smart_frequency_global,0.1,109,10,32,ok,
169,6,docgen_draft_smart_frequency_global,0.15,109,16,32,ok,
169,6,docgen_draft_smart_frequency_global,0.2,109,21,32,ok,
169,7,docgen_draft_smart_frequency_global,0.1,52,5,32,ok,
169,7,docgen_draft_smart_frequency_global,0.15,52,7,32,ok,
169,7,docgen_draft_smart_frequency_global,0.2,52,10,32,ok,
169,8,docgen_draft_smart_frequency_global,0.1,84,8,32,ok,
169,8,docgen_draft_smart_frequency_global,0.15,84,12,32,ok,
169,8,docgen_draft_smart_frequency_global,0.2,84,16,32,ok,
169,9,docgen_draft_smart_frequency_global,0.1,65,6,32,ok,
169,9,docgen_draft_smart_frequency_global,0.15,65,9,32,ok,
169,9,docgen_draft_smart_frequency_global,0.2,65,13,32,ok,
169,10,docgen_draft_smart_frequency_global,0.1,127,12,32,ok,
169,10,docgen_draft_smart_frequency_global,0.15,127,19,32,ok,
169,10,docgen_draft_smart_frequency_global,0.2,127,25,32,ok,
169,11,docgen_draft_smart_frequency_global,0.1,128,12,32,ok,
169,11,docgen_draft_smart_frequency_global,0.15,128,19,32,ok,
169,11,docgen_draft_smart_frequency_global,0.2,128,25,32,ok,
169,12,docgen_draft_smart_frequency_global,0.1,142,14,32,ok,
169,12,docgen_draft_smart_frequency_global,0.15,142,21,32,ok,
169,12,docgen_draft_smart_frequency_global,0.2,142,28,32,ok,
169,13,docgen_draft_smart_frequency_global,0.1,190,19,32,ok,
169,13,docgen_draft_smart_frequency_global,0.15,190,28,32,ok,
169,13,docgen_draft_smart_frequency_global,0.2,190,38,32,ok,
169,14,docgen_draft_smart_frequency_global,0.1,58,5,32,ok,
169,14,docgen_draft_smart_frequency_global,0.15,58,8,32,ok,
169,14,docgen_draft_smart_frequency_global,0.2,58,11,32,ok,
169,15,docgen_draft_smart_frequency_global,0.1,164,16,32,ok,
169,15,docgen_draft_smart_frequency_global,0.15,164,24,32,ok,
169,15,docgen_draft_smart_frequency_global,0.2,164,32,32,ok,
169,16,docgen_draft_smart_frequency_global,0.1,146,14,32,ok,
169,16,docgen_draft_smart_frequency_global,0.15,146,21,32,ok,
169,16,docgen_draft_smart_frequency_global,0.2,146,29,32,ok,
169,17,docgen_draft_smart_frequency_global,0.1,106,10,32,ok,
169,17,docgen_draft_smart_frequency_global,0.15,106,15,32,ok,
169,17,docgen_draft_smart_frequency_global,0.2,106,21,32,ok,
169,18,docgen_draft_smart_frequency_global,0.1,213,21,32,ok,
169,18,docgen_draft_smart_frequency_global,0.15,213,31,32,ok,
169,18,docgen_draft_smart_frequency_global,0.2,213,42,32,ok,
170,,,,,,,,skipped_should_test_false
171,,,,,,,,skipped_should_test_false
172,,,,,,,,skipped_should_test_false
173,0,docgen_draft_smart_frequency_global,0.1,89,8,32,ok,
173,0,docgen_draft_smart_frequency_global,0.15,89,13,32,ok,
173,0,docgen_draft_smart_frequency_global,0.2,89,17,32,ok,
173,1,docgen_draft_smart_frequency_global,0.1,98,9,32,ok,
173,1,docgen_draft_smart_frequency_global,0.15,98,14,32,ok,
173,1,docgen_draft_smart_frequency_global,0.2,98,19,32,ok,
173,2,docgen_draft_smart_frequency_global,0.1,114,11,32,ok,
173,2,docgen_draft_smart_frequency_global,0.15,114,17,32,ok,
173,2,docgen_draft_smart_frequency_global,0.2,114,22,32,ok,
173,3,docgen_draft_smart_frequency_global,0.1,80,8,32,ok,
173,3,docgen_draft_smart_frequency_global,0.15,80,12,32,ok,
173,3,docgen_draft_smart_frequency_global,0.2,80,16,32,ok,
173,4,docgen_draft_smart_frequency_global,0.1,82,8,32,ok,
173,4,docgen_draft_smart_frequency_global,0.15,82,12,32,ok,
173,4,docgen_draft_smart_frequency_global,0.2,82,16,32,ok,
173,5,docgen_draft_smart_frequency_global,0.1,221,22,32,ok,
173,5,docgen_draft_smart_frequency_global,0.15,221,33,32,ok,
173,5,docgen_draft_smart_frequency_global,0.2,221,44,32,ok,
173,6,docgen_draft_smart_frequency_global,0.1,208,20,32,ok,
173,6,docgen_draft_smart_frequency_global,0.15,208,31,32,ok,
173,6,docgen_draft_smart_frequency_global,0.2,208,41,32,ok,
173,7,docgen_draft_smart_frequency_global,0.1,116,11,32,ok,
173,7,docgen_draft_smart_frequency_global,0.15,116,17,32,ok,
173,7,docgen_draft_smart_frequency_global,0.2,116,23,32,ok,
173,8,docgen_draft_smart_frequency_global,0.1,312,31,32,ok,
173,8,docgen_draft_smart_frequency_global,0.15,312,46,32,ok,
