example_id,sub_idx,doc_len,query_len,selected_count,key_relative_l2,value_relative_l2,value_over_key_relative_l2,key_cosine,value_cosine,key_token_rel_mean,value_token_rel_mean,key_token_rel_p90,value_token_rel_p90,key_diff_norm,value_diff_norm
67,0,2358,31,234,0.17310595512390137,0.8929537534713745,5.158423075780844,0.985634446144104,0.6355770826339722,0.17254126071929932,0.9552251100540161,0.19064465165138245,1.5966578722000122,3013.548828125,2013.4434814453125
69,0,1818,21,153,0.1725263148546219,0.9383882284164429,5.43910202453307,0.9854226112365723,0.6152252554893494,0.17202992737293243,1.0256909132003784,0.1882282793521881,1.6688512563705444,2428.686767578125,1702.43603515625
69,1,1845,25,157,0.16970549523830414,0.9114062190055847,5.370516834003506,0.9859364628791809,0.6244363784790039,0.16917018592357635,0.9678913354873657,0.18704383075237274,1.7651797533035278,2418.86376953125,1673.2496337890625
72,0,2412,25,243,0.1665242463350296,0.760915994644165,4.569400621148653,0.9867483973503113,0.7357820272445679,0.1659862995147705,0.8086566925048828,0.18241740763187408,1.5041210651397705,2954.5546875,1809.8492431640625
72,1,3015,41,333,0.1697537750005722,0.8077017068862915,4.7580780273004875,0.9863669872283936,0.6976566910743713,0.16914726793766022,0.8512917757034302,0.18766841292381287,1.3855209350585938,3525.471923828125,2260.231201171875
73,0,2390,22,239,0.17052464187145233,0.8069605827331543,4.732222709118711,0.9860832095146179,0.7014351487159729,0.17001032829284668,0.8636088371276855,0.18609899282455444,1.50852632522583,2999.9228515625,1933.5394287109375
73,1,1969,28,176,0.17030169069766998,0.9078066349029541,5.330579110393082,0.9858945608139038,0.6306606531143188,0.16969747841358185,0.9896894097328186,0.1890452802181244,1.7849167585372925,2569.957275390625,1801.5762939453125
75,0,2043,24,187,0.16959784924983978,0.8382377028465271,4.942501963021659,0.9861205816268921,0.6690614819526672,0.16911104321479797,0.8777496814727783,0.186173215508461,1.4299062490463257,2638.885498046875,1765.5673828125
75,1,2350,23,233,0.17186060547828674,0.8901845216751099,5.179689197489753,0.9858527183532715,0.63286954164505,0.17130163311958313,0.9333600997924805,0.1887608766555786,1.488479495048523,2983.901611328125,2118.756103515625
76,0,2370,36,236,0.16887740790843964,0.8687633275985718,5.144343096883897,0.9863600730895996,0.6567856073379517,0.16836167871952057,0.9115457534790039,0.18600471317768097,1.570807695388794,2953.032958984375,1947.9508056640625
